snid 	 epoch 	 seed1 	 seed2 	 seed50 	 seed100 	 seed1000 	 seed5000 	 
sn2005M 	 0.157 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn1999cl 	 -2.302 	 1.0 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 
sn2002ha 	 1.686 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2007af 	 -0.656 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2007F 	 2.960 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002G 	 -2.496 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006gt 	 1.397 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2004as 	 -0.126 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007bc 	 -2.606 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2007kk 	 1.143 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2005eq 	 0.379 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1998es 	 0.515 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003cg 	 -1.165 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005cf 	 0.586 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2003iv 	 -0.503 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
snf20080522-000 	 -0.316 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1999gp 	 -1.948 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006S 	 -0.707 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003cg 	 -0.189 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007ci 	 -2.171 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2001eh 	 2.729 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2004at 	 0.196 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002aw 	 1.091 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2005mc 	 -2.175 	 1.0 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 
sn1997bp 	 2.787 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2008ae 	 -1.010 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2005hk 	 -2.369 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn1999ej 	 -1.795 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn1999by 	 2.944 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2006bt 	 -0.068 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn1996ai 	 0.130 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003iv 	 -1.450 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2005na 	 1.384 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006br 	 0.224 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007co 	 1.714 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn1998bp 	 -2.900 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2006bt 	 2.780 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn1999dq 	 2.426 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008ae 	 -0.078 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2002fb 	 0.335 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2004as 	 -0.989 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006bt 	 1.889 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2003du 	 1.192 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
snf20080522-000 	 1.732 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1998de 	 -2.203 	 0.0 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2007hj 	 1.400 	 1.0 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 
sn2001br 	 2.508 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2003it 	 2.673 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1996X 	 -0.765 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005am 	 2.925 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2007S 	 -0.759 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003cg 	 -2.101 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005A 	 -1.344 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2003gq 	 1.459 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
snf20080522-000 	 0.660 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003cg 	 0.817 	 1.0 	 1.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn1999dq 	 1.430 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2004gs 	 -1.286 	 1.0 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 
sn2005eq 	 1.293 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002cr 	 -2.388 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2003W 	 -2.255 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006le 	 2.939 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006bt 	 -0.978 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2000fa 	 2.213 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007jg 	 -2.256 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006N 	 -1.321 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2001N 	 0.646 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2004fu 	 2.447 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2008Q 	 -2.252 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2005ke 	 2.459 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2003it 	 -2.214 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2002ck 	 -0.524 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1998bp 	 -0.920 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2003it 	 0.732 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2000cp 	 -1.557 	 1.0 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 
sn2001ep 	 -2.122 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn1998de 	 -0.285 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn1996X 	 -1.649 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2004ef 	 -1.474 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006S 	 -2.626 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005bo 	 -0.089 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2006S 	 1.231 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1998aq 	 2.032 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002fb 	 -2.629 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2006sr 	 -0.957 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006sr 	 0.966 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2004as 	 2.852 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2003kc 	 -0.881 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2002hu 	 -0.723 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006N 	 2.583 	 1.0 	 1.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2006X 	 2.298 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2001fh 	 -2.578 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn1998dh 	 -0.535 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1998es 	 1.494 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003cg 	 -2.121 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002bo 	 -2.449 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2001ay 	 -1.475 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1997dt 	 0.208 	 1.0 	 0.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2007co 	 -1.217 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1998de 	 2.715 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2007kk 	 2.075 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2003ch 	 1.824 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2006gr 	 -2.068 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008ae 	 2.835 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2002cr 	 0.674 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2006az 	 -0.999 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002de 	 2.714 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1997bp 	 -0.228 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2003it 	 1.697 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1996ai 	 -0.947 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1999aa 	 -0.148 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007af 	 2.308 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn1998es 	 -0.475 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007co 	 2.678 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2004as 	 -2.949 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1994D 	 -0.150 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2004as 	 1.804 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn1999gp 	 0.029 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003it 	 -0.234 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2001ep 	 -1.135 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2001fe 	 0.306 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1999ej 	 1.085 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2003W 	 -0.343 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2003cg 	 1.763 	 1.0 	 1.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn1996X 	 2.195 	 1.0 	 1.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2008A 	 -0.984 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2008Q 	 -1.250 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn1998V 	 1.278 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008bf 	 0.693 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2001da 	 2.920 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2004at 	 2.172 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2008bf 	 2.625 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007F 	 -0.889 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008ae 	 1.893 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2002jy 	 0.118 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2002de 	 1.732 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2004bg 	 2.635 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2002fk 	 -1.449 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
snf20080623-001 	 -2.579 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006N 	 1.617 	 1.0 	 1.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2004gs 	 2.552 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2005cf 	 1.600 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn1994S 	 0.926 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003U 	 -0.730 	 1.0 	 0.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2001cp 	 0.861 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008ar 	 -0.653 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006S 	 0.262 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1999cc 	 -0.194 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2003iv 	 0.464 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2000dg 	 -0.790 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2004at 	 -0.655 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007al 	 2.381 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2006bt 	 -2.897 	 1.0 	 0.0 	 0.0 	 1.0 	 0.0 	 1.0 	 
snf20080720-001 	 -0.353 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007A 	 -2.419 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1999ac 	 -2.942 	 1.0 	 0.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2006bt 	 0.901 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2004gs 	 1.617 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2006cz 	 -1.958 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006cm 	 -0.925 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn1996ai 	 2.164 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2003du 	 2.176 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2006gj 	 -0.652 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2001da 	 1.917 	 1.0 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 
sn2005cf 	 -0.338 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn1996X 	 1.192 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2000cx 	 -0.367 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007S 	 -2.742 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007ax 	 -0.834 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2002de 	 -2.218 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2004ef 	 -0.388 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2000fa 	 1.234 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2008fp 	 1.160 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005ke 	 1.270 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2008hv 	 -0.990 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007al 	 1.770 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2006gt 	 0.270 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2008bc 	 -2.990 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007ai 	 1.980 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2008fp 	 2.170 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006ax 	 -2.320 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005M 	 0.320 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 0.0 	 
sn2008hv 	 1.960 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2008bf 	 -2.700 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008hv 	 1.990 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2005bo 	 -0.020 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2006gt 	 2.040 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2005el 	 1.760 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2009ad 	 2.390 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2005ke 	 0.390 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2009ab 	 2.670 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2009ag 	 -2.440 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2006kf 	 2.500 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2005kc 	 1.890 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2006br 	 0.540 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006ax 	 -1.390 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007S 	 0.100 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007jg 	 -1.220 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006D 	 2.530 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2008bf 	 2.140 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2008fp 	 -2.830 	 1.0 	 1.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2006ax 	 0.490 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2009ag 	 -0.480 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2006gt 	 2.990 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2008gl 	 -1.450 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2006fw 	 2.700 	 1.0 	 0.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007S 	 -0.900 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007ax 	 -2.030 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2004ey 	 -0.340 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007af 	 -0.470 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2008bq 	 0.560 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007bc 	 2.500 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 
sn2009ad 	 -0.530 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2007bd 	 0.520 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2007on 	 -0.860 	 1.0 	 0.0 	 0.0 	 0.0 	 0.0 	 1.0 	 
sn2007as 	 -2.660 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2005bo 	 -1.020 	 1.0 	 0.0 	 1.0 	 0.0 	 0.0 	 1.0 	 
sn2007ca 	 1.400 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
sn2004gs 	 2.700 	 0.0 	 0.0 	 0.0 	 1.0 	 0.0 	 0.0 	 
sn2006os 	 -1.040 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2004ef 	 -1.310 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 1.0 	 
sn2005bg 	 1.960 	 1.0 	 0.0 	 1.0 	 0.0 	 1.0 	 1.0 	 
