comp 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 -0.0154492852438 	 0.542368237126 	 3.09307235509 	 3033.19366049
2 	 3 	 -0.0206309261513 	 0.345514787582 	 4.3757061602 	 1798.8391081
2 	 4 	 -0.0503971733949 	 0.34065543527 	 4.35623077996 	 2141.13377459
2 	 5 	 -0.0603605461421 	 0.225335066369 	 5.2094297108 	 1817.27510292
2 	 6 	 -0.0677682318712 	 0.235144181051 	 5.4230284102 	 2102.4065882
2 	 7 	 -0.0798590146085 	 0.229845564701 	 5.83868686133 	 1943.64505446
2 	 8 	 -0.0995124571479 	 0.175927449917 	 6.25016134847 	 1655.39682443
2 	 9 	 -0.138850929589 	 0.17687386788 	 6.66424639537 	 1875.03078078
3 	 2 	 -0.00153486314553 	 0.699692653619 	 2.39134541124 	 3307.60439906
3 	 3 	 -0.00952763441136 	 0.278700454663 	 4.88783276551 	 2418.4613062
3 	 4 	 -0.0374363625253 	 0.246602816132 	 5.5908241992 	 2165.64541008
3 	 5 	 -0.0710126535043 	 0.246011794927 	 5.35990367666 	 2196.69387504
3 	 6 	 -0.0619670111436 	 0.247597411579 	 4.38711338072 	 2330.94958824
3 	 7 	 -0.0718893072073 	 0.24155200199 	 4.77239131561 	 2151.97438095
3 	 8 	 -0.0892598729687 	 0.20152113757 	 5.51519300287 	 2241.5201566
3 	 9 	 -0.115766526108 	 0.216565759733 	 4.84961456935 	 2246.12802024
4 	 2 	 -0.00177304357924 	 0.423099551062 	 4.18392745354 	 2613.01126273
4 	 3 	 -0.0172385150379 	 0.381220608092 	 3.8847381529 	 2188.16601657
4 	 4 	 -0.021029489633 	 0.381806389223 	 3.80128068056 	 1966.99810539
4 	 5 	 -0.0332688967812 	 0.305683984867 	 4.86920379219 	 1860.08659737
4 	 6 	 -0.0299521121955 	 0.314309788446 	 4.47296885046 	 1900.30048581
4 	 7 	 -0.0514452881435 	 0.315334258204 	 4.30039295366 	 1954.34823724
