PCS 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 0.480131361292 	 1.34119769763 	 1.08024510814 	 2203.2231836
2 	 3 	 0.485453062686 	 1.28134193271 	 1.14872378302 	 5880.69973565
2 	 4 	 0.46233504843 	 0.858658723247 	 1.00515081475 	 6744.34072346
2 	 5 	 0.394847831404 	 0.94345260009 	 1.17065526176 	 7912.05558581
2 	 6 	 0.346946575548 	 0.717560943078 	 1.52452238406 	 7878.38328418
2 	 7 	 0.345149872776 	 0.961375079231 	 1.33887163869 	 8794.42078843
2 	 8 	 0.34618663388 	 0.872204031919 	 1.3956770097 	 8966.80203957
3 	 2 	 0.394472233573 	 1.12401318418 	 1.48554879296 	 1487.49623982
3 	 3 	 0.3937029569 	 1.07878626764 	 1.39954826634 	 3737.92462411
3 	 4 	 0.342945212297 	 1.03654746427 	 1.33629902619 	 3629.80608305
3 	 5 	 0.310936441999 	 0.933114326512 	 1.39971207406 	 4005.82182619
3 	 6 	 0.310962394033 	 0.564636970644 	 1.67363575907 	 4053.92968624
3 	 7 	 0.309266732733 	 0.837491649511 	 1.60702918698 	 4819.4013046
3 	 8 	 0.293371831933 	 0.690531337615 	 1.76308956097 	 5294.90818098
4 	 2 	 0.35656315032 	 0.982446977731 	 1.51239792697 	 1393.5870463
4 	 3 	 0.333925897516 	 0.882210754919 	 1.7941725812 	 1561.79770202
4 	 4 	 0.345481432091 	 1.03609608558 	 1.55844086219 	 2991.32567769
4 	 5 	 0.341025745496 	 0.923913208791 	 1.43679972593 	 3120.24041033
4 	 6 	 0.344966557329 	 0.870846278744 	 1.44652018352 	 3731.89928785
4 	 7 	 0.264855307431 	 0.683056358635 	 1.82169172748 	 3969.79551718
4 	 8 	 0.282911681856 	 0.683056358635 	 1.74406400883 	 4461.9557962


*** Final results ****

Silhouette 	0.485453062686 	 2PC_3g
Dunn 	1.34119769763 	 2PC_2g
Davis  	1.00515081475 	 2PC_4g
vrc 	1393.5870463 	 4PC_2g
