1.312747457810096441e-01 -2.340388786226832094e-02 -2.665008880175425907e-02 -9.739264571681786192e-03 2.527117169723790829e-02 1.124782734524847928e-02 -2.247191680721586857e-02 2.022434054820427748e-02 -2.171885620978543027e-02 1.312956808494241366e-02 8.325359143554549382e-03 2.848021351456420450e-02 -9.120136210696372717e-03 4.266877372736251235e-03 2.082413311142122456e-03 1.278005274102105189e-03 1.849988881629590493e-02 -6.592145722506354867e-03 -2.322080829737864158e-03 3.547391277197383536e-03 6.136906144936089304e-03 -3.348466847353571019e-03 8.949989247331410769e-03
-6.294153647646352767e-02 -2.832779241656296909e-02 -5.753361768645621349e-03 -4.790429423230649353e-02 2.112454687052945854e-02 -1.423462039660695899e-02 -9.463305721508106713e-03 -5.756141579283608270e-03 2.050121334294749409e-02 -2.986728325252548544e-03 1.442169066976192043e-02 -9.096440306813849408e-03 -1.280522407193181167e-02 7.477813390513731416e-03 1.803086505907569061e-03 1.039908369955281492e-02 6.483331918970592495e-03 9.049260964294444584e-03 -3.684516046701646983e-03 7.940902301334129207e-03 -5.544403334493759779e-03 1.177139976519620684e-02 -1.032652372210594513e-02
-3.363863839940603537e-03 -6.635265096183518008e-02 9.357717095859563114e-03 -3.439758162586974838e-02 2.212057409369277278e-02 -7.519455028483647274e-03 -1.379320162804989827e-02 -2.147642177987161768e-02 1.220904003646968751e-02 8.244780082372111032e-03 1.484576158965072307e-02 -1.684342767552970618e-02 3.623645609545367297e-03 1.440277843739922771e-02 9.104619585196158452e-03 -3.279048061567540247e-03 8.954786604041888726e-03 8.164161124382330464e-03 -8.028395389267563298e-03 -2.664796677578115235e-04 1.043510367168907355e-02 4.500541535129853887e-03 -4.281863997192256188e-03
-7.325802689707495985e-02 1.124124295971893695e-03 -6.472184301664489145e-03 -3.264782243758555108e-02 9.223171606401637732e-03 1.090729847104511541e-02 -2.459357383708524279e-03 -3.427464316797024669e-03 3.469772669908454971e-03 -2.218902400300741193e-02 1.594360480496590654e-02 -5.482870795881708559e-03 -1.576748403674223253e-02 3.871191100247607913e-04 -4.354992521233288540e-03 5.868568073383711656e-03 4.724663560789823039e-03 2.072944162724545472e-02 2.653819719965417549e-03 4.668147152043670284e-03 -6.367584591801558197e-03 9.995570124191987052e-03 3.994352870590607042e-03
1.324263640751146276e-01 5.599161407907588678e-02 -1.021340252601496759e-02 -3.124676643392584191e-02 -2.800300049275741485e-02 -1.937058853043359050e-02 -1.379425802573507227e-02 -2.932534423634175838e-02 -1.834757250201729875e-02 4.934887688366438284e-03 6.782419639283821010e-04 3.979240477237884835e-03 8.159504800676116052e-04 3.755670756025734219e-03 3.535929242762325588e-03 6.668727281040134035e-03 1.139166084010723341e-02 -1.866727905266855067e-03 -3.691382934640550714e-03 -5.137736857935162535e-03 -6.608845847786084735e-03 -1.398221547451564172e-04 5.995044773802672700e-03
-7.381317046532898107e-02 1.058225548127750444e-02 -6.073101668729756486e-03 -1.628498503630618210e-02 3.587813212661873381e-03 1.875126714870763850e-02 1.971765967607304933e-03 -7.223812200743900264e-03 -5.976742916594884360e-03 -1.753842487592466304e-02 1.794691215384782920e-02 -1.829549888934169956e-03 -4.866827183688739351e-03 -3.285122884404907185e-04 -5.103855236023750047e-03 -1.007749556051864984e-03 3.579155533611259009e-03 1.287943980299582208e-02 2.341225490412328098e-03 6.629267313021053841e-03 -3.611248274536881572e-03 2.287267260571002709e-04 4.852243505446846711e-03
-7.048600267604705760e-02 -8.464489909162122711e-03 -5.287506377304427262e-03 -3.975433263470168344e-02 1.469971373818478207e-02 8.032530163362375675e-04 -4.076442075285334823e-03 -2.119713584807856287e-03 1.212898126186299184e-02 -1.575357587977397819e-02 1.237463596642417001e-02 -7.058157320842411465e-03 -1.598049153148991749e-02 1.788373131747260023e-03 -2.097702604007766879e-03 1.134261107978185197e-02 3.719818777364661093e-03 1.571368351946396402e-02 1.405533828453000688e-03 3.421497649795207131e-03 -9.162935705817063306e-03 1.434626695664617362e-02 1.984771760202785299e-04
1.228875887979587050e-01 2.295121363777688495e-02 -4.777127232091654685e-02 -1.913457932624403057e-02 -1.392662336053233918e-02 -1.411938239140952955e-02 -2.336416874759484046e-03 -9.669940589929844690e-03 -2.323098474122604201e-02 1.258204566145689970e-02 1.609326532194828990e-02 2.270881961081154185e-02 2.824913667488736235e-03 1.152330170370951395e-02 1.006984667646599121e-02 2.300108459563723808e-03 9.886729949527038944e-03 2.582846098525237201e-03 5.545610539549999593e-03 -1.185908231136880049e-02 -1.514528793792802985e-03 -4.030018629144382220e-03 3.249303634097970572e-03
-7.199010259041251081e-02 1.467001038214536118e-02 -1.984323008994243361e-03 -5.392543387713596981e-03 -2.019384364501849646e-03 1.341016578675230386e-02 9.665427363718634727e-04 -7.607615371869158594e-03 -1.011380584726116923e-02 -1.033990871561216683e-02 2.052844728337517577e-02 3.014711181906588530e-03 1.970617468339103638e-03 9.077959552941173346e-04 -1.334696393527586402e-03 -3.959777181158743650e-03 1.802260622893260599e-03 5.350444137247512173e-03 3.845678490635887981e-04 1.020138825515998562e-02 -6.545912870722730981e-03 -4.708606745207730322e-03 7.075853851844345066e-03
-7.009491185853022888e-02 2.382132430369099038e-02 4.790787099110087668e-03 1.162381184531329284e-02 -1.135199116534343911e-02 -6.377002552990538448e-03 -1.277892151223947344e-02 -6.629346515371409765e-04 -8.549978546197819357e-03 -6.263521935421685616e-03 1.402039721066129264e-02 1.153900388559146555e-02 3.472690871204404690e-03 8.454684118245381005e-03 3.854585366153761173e-03 -2.856217795779488183e-03 -5.828579793022754633e-03 -2.449000550630263829e-03 -9.172016332189294151e-04 9.809954903883460337e-03 -7.836372841181077353e-03 -8.991606334732083275e-03 7.524522934964673025e-03
