comp 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 -0.00937985559358 	 0.574231180805 	 3.01422593847 	 2988.92755925
2 	 3 	 -0.0205785766184 	 0.384369609803 	 4.28367593475 	 1735.76145799
2 	 4 	 -0.0784972953606 	 0.376471936138 	 3.83727517512 	 3328.5426566
2 	 5 	 -0.0734240182177 	 0.284697587318 	 5.00825551038 	 2897.50187782
2 	 6 	 -0.092947382228 	 0.224264404959 	 5.19865536644 	 2616.70330268
2 	 7 	 -0.253289166493 	 0.217262694157 	 5.35523816189 	 3475.80948293
2 	 8 	 -0.253163368691 	 0.205428696418 	 5.59287147185 	 2986.08835559
2 	 9 	 -0.326584442468 	 0.202726746799 	 5.8221574102 	 3705.40609861
3 	 2 	 0.00639057234481 	 0.458899748996 	 3.74248195595 	 2472.79219278
3 	 3 	 -0.0116037874511 	 0.397116838604 	 4.20557965361 	 1959.38477604
3 	 4 	 -0.0333149072649 	 0.268566996095 	 4.93453945448 	 1729.36070288
3 	 5 	 -0.042505417884 	 0.307119740412 	 5.1013933455 	 1845.3492577
3 	 6 	 -0.0486357087934 	 0.303804588866 	 5.21869492064 	 1977.28276659
3 	 7 	 -0.0498967596329 	 0.280021443358 	 4.68269875638 	 1966.93200993
3 	 8 	 -0.0664105470904 	 0.274633800843 	 4.82912839902 	 1812.86936325
3 	 9 	 -0.069958230199 	 0.259536001499 	 5.25391257657 	 1928.91038474
4 	 2 	 -0.00139021976123 	 0.498484081572 	 3.70813155178 	 2693.65489344
4 	 3 	 -0.0208331048436 	 0.416972518928 	 4.10207418487 	 2086.80757476
4 	 4 	 -0.0299591516025 	 0.380165239766 	 4.29857523614 	 1878.46837511
4 	 5 	 -0.0481639164878 	 0.395720938919 	 4.13396422252 	 1955.55117109
4 	 6 	 -0.0467111278827 	 0.299227412889 	 5.01190284826 	 1967.90363688
4 	 7 	 -0.0634534799818 	 0.245518128992 	 4.97725772186 	 1954.4616036
4 	 8 	 -0.0900063108807 	 0.301040650734 	 4.81492641298 	 2152.21169454
4 	 9 	 -0.0843352923445 	 0.246996692097 	 4.99548552929 	 2063.08217895
5 	 2 	 -0.000651545670141 	 0.486497289865 	 3.7367581746 	 2553.88353177
5 	 3 	 -0.0161539341265 	 0.376382890179 	 4.36671404434 	 2000.29985005
5 	 4 	 -0.0328748661555 	 0.356310109923 	 4.12571471749 	 1999.49032104
