"DF.L3.C1","DF.L3.C2","DF.L3.C3","DF.L3.C4","DF.L3.C5","DF.L3.C6","DF.L3.C7","DF.L3.C8","DF.L3.C9","DF.L3.C10"
0.190613379897597,-0.462874504332798,-0.237469822520358,-0.0375916720760345,-0.450820483143501,-0.205005489066321,-0.104085013269915,0.213537711042786,-0.161504939583772,0.434244279332487
0.424831711183862,-0.559989477024518,-0.642316512902078,0.338515598574404,-0.0521626647737645,-0.132496990478306,0.0850375529202733,0.546553456666559,0.120381252318299,0.279127228829853
-0.282720456449622,0.424506430367814,0.148448764442115,0.00211223110154368,-0.0152064862387027,0.0275945527014186,-0.12484652287141,-0.0657976743615003,0.477519948287289,0.437526601244428
0.222953006035129,-0.551088183685415,-0.32462139943285,-0.480382566508712,-0.245127087773128,-0.159348003066723,-0.0825543886238904,0.274094662114648,0.00212986876548638,0.360194225923105
0.0924678109750224,-0.497773919617778,-0.274374968985956,-0.0330264616471128,-0.350845228222207,-0.223499795336373,-0.0890488663212021,0.165989863399041,-0.115871599599167,0.483649530105774
0.455855947738276,0.037742754548901,-0.103715585918017,-0.535514045193433,-0.0252968042829582,-0.0865104546483386,-0.181852166910846,0.307765334955345,0.341016632528575,0.258554579487855
0.241410392048387,-0.340839997573158,-0.196963087517446,-0.580440505509791,-0.0141164882062901,-0.00923414611186857,-0.0845352592129904,0.339203022307838,0.234761513242146,0.361911138899464
0.25306852884377,-0.427090719139718,-0.363526472686148,0.199920624872451,-0.270164350331959,-0.0935996081954535,-0.0460652052602295,0.354032457655625,-0.00516901849365148,0.373068680477882
-0.295425299231501,0.346322221055038,0.226238150308192,0.0544091217621681,-0.0396562097216044,0.160310548272868,0.0615831473485007,0.116896932071443,0.428642032138708,0.301703074505544
0.164232582808388,-0.422575934105123,-0.190181607974151,0.0566124174267847,-0.297643850845268,-0.181793013284922,-0.0427802571031968,0.225775194616972,-0.0243992229503771,0.376597681048799
0.191502790033422,-0.490674196628093,-0.326189386768766,0.115581713928212,-0.265077859966043,-0.195715527090884,0.0446634902772671,0.229906179555943,-0.0517082118155245,0.385360523451998
0.321996366279591,-0.469301552455703,-0.621790137429886,0.286996067807146,-0.0596448036043933,-0.195001084424,0.0712445476245627,0.550620410038011,0.0147555858803414,0.327747486938205
0.159404850553762,-0.516186961482991,-0.273494634253614,-0.471948147803984,-0.0712668327987245,-0.0509784048289428,-0.0908377873825972,0.290239365627715,0.154651680642521,0.375017911567075
-0.295979275429306,0.311697663699661,0.24850052894282,0.0229467802699794,-0.0204766815314203,0.00535125336210573,0.00772034175356684,0.137363328597497,0.312016042696387,0.28147215931775
0.151443297528829,-0.211020632933625,-0.435762926001757,0.249638902362953,0.284209578390803,-0.378852351395716,-0.0524676959499115,0.615402474913486,0.169425875073292,-0.192578578448823
-0.0691763436483721,-0.441271367416076,-0.139974201759771,-0.404400705520789,-0.456864198987114,-0.069261070205715,-0.344488822796379,-0.110898614052596,0.294991827937321,0.0334804813047967
-0.154492161200674,0.0996117384635556,0.261301951581381,0.158761578103269,-0.318669135776075,0.173370930877983,0.145335571465581,0.240309156152253,0.30696442294493,-0.0990227334275653
0.10806095911504,0.457796669430403,0.0194081702874298,-0.253000057994785,-0.322998028243935,-0.20795769228187,-0.292970297538782,0.160663957874413,0.211148515717061,0.0706206702374562
0.347861793819348,-0.106371850945599,-0.416625850690602,-0.277832630959109,-0.359663847072818,-0.125927452036696,-0.218307655054933,0.479231759991721,0.102499241051694,0.0684753914684159
-0.14262954100012,0.111322529037646,0.28726349855981,0.137878382621653,-0.32333083065112,0.0045633391310308,0.145850720093503,0.177202980218856,0.216585912964559,-0.125421205957257
-0.262254966471557,0.188306967755444,0.238455110477729,0.102841879557878,-0.17132906647588,0.185495933785263,0.109063204666871,0.232413443895157,0.37308380942971,0.091204368370747
-0.208191005151247,0.16210932765017,0.263703650348951,0.125321060398495,-0.2435780542156,0.189291019025108,0.131202780057582,0.258012275776152,0.346909157133037,0.0168613752136364
-0.325552479296531,0.249862231259169,0.229056946850496,0.0648080194510935,-0.0836426018285932,0.124893670305493,0.0797363585834401,0.181134379040157,0.361421490814698,0.205924978754865
0.167761079143785,0.45081030014061,-0.0623530143717916,-0.310873716573191,-0.371637702782746,-0.175227504222319,-0.338074037693311,0.160868779738277,0.257582028037799,0.0203854750411051
0.323224903184041,-0.394374920477984,-0.517427850835819,0.265570387276045,0.174368315920552,-0.280832131723358,-0.0154227740051913,0.572805367152272,0.13503404298123,0.135739771732237
0.0700499898285208,-0.472979986680893,-0.331229773821728,-0.546752364990318,-0.230798653568206,-0.114019643499968,-0.242475517791789,0.364948055887007,-0.0169053719625745,0.282192837586667
0.197146934134893,-0.460714205742854,-0.341792640241583,-0.0555313283386814,-0.334392933577745,-0.150404074760635,-0.086226700951507,0.400540573470041,-0.142294419655726,0.479039456412858
0.0559913155844998,0.465339969568532,0.0658274712451288,-0.210237949596392,-0.282324375220273,-0.215699178290801,-0.267499917067661,0.142073702846834,0.203310546865506,0.112021134456681
0.192172082658432,-0.345726922506764,-0.296594635704834,-0.579514389560081,-0.143914929531275,-0.0658445098280407,-0.184161374074515,0.444759565863053,0.0904409743913234,0.230270423365628
0.128488468703572,0.290317943241083,-0.352720650846147,-0.305225057086575,-0.5666903181576,-0.0628386734763429,-0.230605397126705,-0.317591069063112,0.517310322202816,-0.462095627909594
0.293099621241557,-0.228623953627175,-0.28566144122117,-0.560334347740502,-0.135609179244788,-0.0695869383140728,-0.156486181780678,0.48393261370607,0.118203738804854,0.120725255577318
-0.311891322672048,0.24809967031672,0.226449826174026,0.0623643333288955,-0.0672116239790772,0.0843433220373537,0.035526223106762,0.161926022608773,0.35302851827525,0.210258718038393
0.43551055156201,-0.420398874727654,-0.531966426482746,0.154179271555535,0.00243031316003017,-0.223160485392753,0.0248616266504375,0.601275760413682,0.0052814775553971,0.210577927888434
0.332665153151365,-0.476470317907332,-0.514588037733823,0.0352163596156415,-0.165667338717739,-0.082659942997878,0.0321261695619494,0.519109505726989,-0.0624176350492005,0.485177686299998
0.0598881128682562,-0.522243657545814,-0.360642256160521,-0.391142470091493,-0.432454571537434,-0.168249457796514,-0.274047200843776,0.324528114506671,-0.176624121138002,0.45637757800776
0.425854214873987,-0.458725880587173,-0.409598601777498,0.017374352959955,-0.30126313364581,-0.135794889680846,0.0322835522910094,0.549379239137133,-0.136072725378031,0.435372359184057
-0.161677878627256,0.397755960902955,0.24008431646223,-0.0721282376773331,-0.0833751790821204,-0.171429329538401,-0.131887756673894,0.0970752907184527,0.213006761515154,0.249519888091394
0.106485549019567,-0.441359721638087,-0.254702791725247,-0.199174621391095,-0.351701678728958,-0.171874363762063,-0.181451784990432,0.333245800137711,-0.104671795224451,0.426218989491383
-0.307218389374159,0.233218838746817,0.236635881963593,0.0672948613619548,-0.0630643126154959,0.133406387271098,0.0994128653858281,0.179967230188212,0.370615620730646,0.222812760761967
0.007174000474651,0.454746717420128,0.132869231309567,-0.183824113706462,-0.214549536614483,-0.238678827341026,-0.214292092579562,0.12956369390224,0.177634790131625,0.161974874275978
-0.126851909049606,-0.112388834811742,0.195114004471579,0.118108109948174,0.143940157168602,-0.165497327649619,0.0570993902505876,-0.355972015772706,0.351878783497515,0.258232865102669
0.156569514530996,-0.478235561655535,-0.303090237323535,0.0216057841268253,-0.207418031119445,-0.246513044645479,0.150832017130096,0.164857756484807,-0.11700505923318,0.482996915099289
-0.0955068461836157,0.255594539794063,0.237573661849286,-0.105209379826196,0.140391657575561,-0.185747938231311,0.183845367634246,0.0732312918960176,0.195357813106912,0.344169024044515
0.283735105860252,0.306509684720785,0.0555361746085026,-0.38073965043138,0.20054297359822,-0.244613590134875,0.157823288146676,0.215580247288866,0.149408743406854,0.369755050338568
0.28080709134692,-0.285826768222541,-0.321655121282126,-0.501585125752844,0.159076603451326,-0.158761477683186,0.192034456282396,0.314326841183231,0.00815117520454267,0.407727253732658
0.126772646709447,-0.554058313087825,-0.426273633761242,-0.327010223127606,-0.0218009123969984,-0.25303961812654,0.218052172363285,0.197691487207557,-0.197047573055422,0.502848428613937
0.0344473162991551,-0.48665607402658,-0.384509705441705,0.24013817758871,0.226102411007029,-0.141380568372,-0.31109419942506,0.208164128182911,0.323221082489093,0.234323159359276
-0.011365835723314,-0.0948626366969101,0.404774784085125,0.0558323324421484,-0.0199738214146985,-0.0415918577015859,0.476284778785513,0.211971370521129,0.0964513883021392,-0.275393005890036
-0.1287873043854,-0.529139493776951,-0.0586065448851079,0.334511033893645,0.0699957593379256,-0.161081307834379,-0.031171981219595,0.11905884514767,0.320432360703651,0.0787845140539974
0.0196049940465791,-0.501075106362261,-0.244856907116263,0.227418722605545,-0.016632730723567,-0.137317895148355,-0.0666345735221927,0.161810375589564,0.239365893810251,0.223015825912639
-0.0567331267008426,0.309789257174048,-0.259042843462701,-0.269092803341753,-0.132674746204279,-0.229840560922438,-0.0599485743930397,-0.238289269963311,0.302501333385089,-0.155325981356525
0.354054913970321,-0.240259088946741,0.0510776182680402,-0.439350370175556,0.195125079796055,-0.170198956651082,0.2634827834002,0.089104936952736,0.086535883824494,0.434027279063959
0.0686162985810181,-0.0512998269571634,0.291546692158599,0.124426668133579,-0.284857727938393,-0.175702386798957,0.205608898047637,0.144881780044938,0.0784157451017682,-0.199859075936
0.15169924270138,-0.37772768535187,-0.396222352675525,-0.197780222354322,-0.454875220446838,-0.0526963900795037,-0.185451350646753,0.272538396166435,0.197564398175353,0.0800778128148227
-0.186975047014459,-0.474471072501149,-0.120864169009258,-0.435808885520822,-0.285962823691869,-0.19815264759804,-0.150846347005321,-0.126631058080306,0.0288800108140554,0.262640342987026
-0.285460338780414,-0.508299247455905,-0.110819378556324,-0.490669299701036,-0.281941457856468,-0.234431109155281,-0.219375758126201,-0.310211502383555,0.142064660562156,0.164633020988873
0.230303015436977,-0.116568710233972,-0.377567387174148,-0.42861088742423,-0.459342231199622,-0.0748280054957184,-0.187581611060784,-0.0555950801996263,0.436146087425161,-0.225939235256956
-0.311128959115303,-0.542122121781652,-0.143781842082734,-0.561428397755899,-0.298528273388602,-0.258870047205304,-0.240124645285317,-0.365130482316886,0.0900809363437003,0.222648185571372
0.242603107225134,0.0818225678997,-0.339294028605391,-0.372923806529105,-0.390281366644826,-0.232739350670511,-0.0955916516557904,-0.288528823494078,0.468731569451649,-0.309455227995981
-0.112470470420973,0.142252172900627,0.136412632038916,0.064819027387947,0.018044799035599,-0.234913908828258,0.210981644606793,-0.328577056307574,0.291913374702179,0.0769212932048482
-0.217415443990283,-0.513581339670949,-0.0925029176183285,-0.514941460119952,-0.273338671470715,-0.233001196268002,-0.17748860541317,-0.227631512265028,0.0554267345357774,0.268045375795424
0.0428918924642847,0.214751801134236,-0.021508798192063,-0.0096376276916057,-0.0550477393855318,-0.351561550769117,0.163813660584141,-0.516015850879195,0.356627872273939,-0.070898492886986
-0.26923403090922,-0.513352318054556,-0.0888804040125233,-0.519382479909087,-0.26216033189644,-0.225177592054017,-0.20271227292087,-0.301705944452487,0.141164993665555,0.198728307889713
0.233232442038997,0.131819916595538,-0.290108504904445,-0.321444740263264,-0.299929453594001,-0.317132066585107,-0.0100979076230949,-0.401788543178481,0.448287323554294,-0.269762434849299
0.0484039600878328,0.166520866371894,-0.0496918268423541,-0.0467404781716956,-0.115094087490101,-0.340237530181952,0.0991399529955035,-0.450535954049943,0.363570644759139,-0.062822778809474
-0.620895272965539,0.353091677343363,0.377535982311002,-0.122277741440111,-0.0650839082395174,-0.119830412050962,0.30417146544961,0.391194467070813,-0.187835350798275,-0.146177772717137
0.237717977647617,-0.237913137228804,-0.433170013099671,0.0227075261237211,-0.157780008859018,-0.17694772841791,-0.149022658364465,0.406374871380866,0.223827213451022,-0.052862020235406
-0.275796564431078,0.206424060638599,0.38887338942296,-0.017687269073924,-0.320533210639921,-0.110456904825408,0.440294070099105,0.348071071404096,-0.188615496013505,-0.307703371406264
-0.626223772485086,0.415756886896944,0.343357720435443,-0.150152357655887,-0.0838075644797864,-0.160562684039698,0.322116908959766,0.368188112122403,-0.245202004958517,-0.125377361137645
0.0539182062122036,-0.166788612096613,-0.393416859989461,0.0227749330417443,0.100379015714723,-0.399375688520149,-0.175041700901216,0.498866652038056,0.20081915648602,-0.423615489235922
-0.0288948304104,-0.103256328149053,-0.249956971169266,-0.0118685886982612,0.194608721501188,-0.420570852436796,-0.241146501714639,0.557346014970765,0.222430391401077,-0.471009339058764
-0.00720347998862558,-0.0953541077879911,-0.13217255025463,-0.0396520431422014,0.299727591324752,-0.42999558184238,-0.269205932434876,0.553296447419768,0.264772587517616,-0.503244263943608
0.108326193861442,-0.28566866389763,-0.275645353462797,-0.388699262731516,-0.463949138971694,0.0426679208538969,-0.269975713076597,0.178724984213376,0.280712515634161,0.0274950813248449
-0.125562887217427,-0.286302248856592,0.509705546857418,0.100776869662658,-0.203295404408765,-0.382945292345177,0.138894195766146,0.157809787541516,-0.0806721863579665,-0.460070442263775
0.207130963443096,-0.185927559341832,-0.428739674327939,0.0648660377109777,-0.0556298221181621,-0.233455009618423,-0.133890026443357,0.44824377888843,0.240127323244349,-0.179997004974181
-0.54495093495964,0.306496516204122,0.315994115113911,-0.0283974494177637,-0.0789810087973757,0.0478058027632214,0.369646041383663,0.436075908118514,-0.0570434290365407,-0.0949940244465346
0.0608501815651179,-0.132655266154677,-0.407387309379312,0.0394338111217128,0.135075251836504,-0.347829340276406,-0.152557695436613,0.507313212430212,0.24254535223599,-0.365861679447199
0.153749543482252,-0.353977792845751,-0.36503769519586,-0.272951113044926,-0.378846797874685,0.0901685666276191,-0.250555623725619,0.297046413062263,0.30967433608964,0.092772781729097
-0.0521889292186692,-0.0527867162119011,0.367273814918148,0.0406155906480515,-0.0460379628121361,0.0473487337666696,0.433987752070348,0.283881442453941,0.140136967786437,-0.210388100052499
-0.11112683399797,-0.0123256198872224,0.35973554475136,0.0318944260356695,0.010671006322083,0.0849831531103258,0.445719975290778,0.260290031917943,0.171229429085698,-0.151932362366586
0.175826524154114,-0.00318014102645958,-0.199022208911944,-0.0728164535959064,0.29659722418892,-0.508812013212169,-0.267699404604567,0.474063478038063,0.201890827479241,-0.483457638519054
0.134158786528741,-0.100378294229982,0.378398372998706,-0.00120257777273625,-0.157546469949217,-0.111826231439225,0.336012716833134,0.233108765251274,0.147423697903096,-0.331236333282205
0.022041827708186,-0.0828266728634113,0.384114891524289,0.0280010186997822,-0.0897888775291684,0.0236529620163741,0.427872084950059,0.290001225978164,0.125707245681388,-0.277146147994286
0.109509703476375,-0.151769814224576,0.386478942212896,0.0178212023844981,-0.172717531533167,-0.0599954593602026,0.34249589523636,0.239845414082051,0.152264957461292,-0.316006717041743
-0.184214891523763,-0.436900945087997,-0.146233589355385,-0.386190169807477,-0.402299910921366,-0.142313290718959,-0.330142714247216,-0.0764880116414575,0.08152187026547,0.211949265417141
0.457957619224235,0.13863347513442,-0.217365970773455,-0.109576688441536,-0.0984937198843752,0.019198236851361,0.173974129597767,-0.64188495484085,0.616903999895889,-0.265849666975287
-0.166101612541238,-0.371324789959214,0.33293529722134,0.146445612152611,-0.0281939313179811,-0.0833216366861749,-0.0401763958102883,0.273225759283378,0.120474288843797,0.0672467247384828
-0.154255354030124,0.187220253871648,-0.0235072866196311,0.0403215882295148,0.0918629022756469,-0.401901927850539,0.471731365132329,-0.46905737150733,0.0685414942456322,-0.20079520573801
-0.155442429670568,-0.419448683502578,0.322767850284463,0.138113000078058,-0.0959063491596024,-0.0744275888144823,-0.104557392175095,0.316591561829536,0.0603964951346171,0.0196186992330345
0.0310241709034336,-0.484926580018124,-0.384309176860667,-0.546965607349465,-0.280538194697683,-0.0775231597178259,-0.325037857339243,0.18811804335612,0.200662595319029,0.0195031997515124
0.344052595338268,-0.387269188663465,-0.429692562207085,0.168847588734891,-0.119535267457284,0.037391060522405,-0.156001166519668,0.583903291378592,0.226831404890048,0.234067711317617
-0.0545899428088463,-0.552515438787613,-0.377364461765212,-0.552648379778976,-0.307582348228199,-0.090967502739048,-0.344713162732186,0.168607859640182,0.122262542219465,0.147047499134362
0.228684662997779,-0.356228712658275,-0.478146933044547,0.251810416299162,0.0292281828618216,-0.117632503649695,-0.17761189051097,0.553982800312203,0.292686721672768,0.0344726729229338
-0.0503920589438758,0.054449739654813,0.344208866292061,0.130565183239506,-0.296764085266361,0.0481537314475861,0.38313659512773,0.230258106010105,0.126842899122708,-0.275255456235486
-0.0646393124627223,-0.565067053667458,-0.422242761803858,-0.511577470789063,-0.382521780124204,-0.106095594002931,-0.354413326719998,0.17859201708391,0.0470828265591207,0.21509723761394
0.246573449048269,-0.390743686173498,-0.354956578550737,0.0788010047338066,-0.228148100646389,0.0200170599625338,-0.158826656845467,0.473332527319904,0.173442901421054,0.225115193962638
0.122513855022774,-0.363285798243419,-0.375720071992797,-0.554813516545663,-0.238721116351473,-0.0396801355807292,-0.291514573920648,0.213810425299633,0.293632270617394,-0.0754322730306343
0.212396361140137,-0.431234074993779,-0.34424449239098,0.035128980554576,-0.264435485435732,-0.0153530898393781,-0.134222871513029,0.414256391716255,0.108607218031534,0.228909735864166
0.144405974572623,-0.40038000182573,-0.300618247135132,-0.0815557269688691,-0.317759250376917,0.00110874793911186,-0.165935018920836,0.375364922423946,0.13177924326847,0.248346660963941
0.00126650313029675,-0.46943065587695,-0.296464103110358,-0.272042380426692,-0.421420676159864,-0.108410983328732,-0.317705120917268,0.224268430772105,0.0415839821484312,0.249898848229768
0.228849904686003,-0.39559820954548,-0.371603692479106,0.0290736038876024,-0.261617292216902,0.0174148701969868,-0.194035921958816,0.460535630852066,0.151686902461966,0.205884912712397
0.32723687255194,-0.408004130354384,-0.374035052786093,0.121680832872419,-0.231315433127423,0.00240971574339832,-0.144821803577956,0.515586380659825,0.153548170237174,0.157134348799213
0.0713599295566326,-0.446560258977268,-0.394160246729119,-0.561338315640092,-0.263886873661646,-0.0424312389926311,-0.327482093317556,0.203920233844537,0.26096427226745,-0.00702446460011141
0.0762056069290782,0.356873500133582,-0.355816866536323,-0.264674979626632,-0.436957874655289,-0.268087271194828,-0.265636881235819,-0.130139359030812,0.245513585838389,-0.19695925697043
0.174073751328744,0.330184944563818,-0.414492911116799,-0.355454597559143,-0.46079134755077,-0.206996931473749,-0.307811672024738,-0.0706163350462325,0.322046045392031,-0.214991465340938
-0.0337760953607438,-0.497794790713769,-0.315137213749486,-0.337741555118422,-0.388568660440927,-0.105693068584501,-0.312529338341884,0.184402778035476,0.0684328647690472,0.259618479791744
-0.0342841878837017,-0.520810597817292,-0.377516473858624,-0.563922449981252,-0.279669066944516,-0.0699804290667956,-0.339046188452564,0.170456350871086,0.176546128726854,0.100556633612025
0.0583144575144361,-0.28593461931977,-0.440979219482742,0.230388848729044,0.28030814204506,-0.394714065890828,-0.226884411867514,0.564812940544412,0.243982824594902,-0.24833737959549
0.237483229646543,-0.383846169424149,-0.264666033330412,-0.0115709458805664,-0.226818683807251,0.0279112657517374,-0.14255136713607,0.432062207178179,0.215237621459969,0.227961581528208
-0.0989393834598162,-0.0562047995452415,0.386634413982229,0.132262942382822,-0.234761469977999,-0.161760466903308,0.322819784370675,0.0801328442297761,0.0679901431295542,-0.274317753935441
0.197792301535973,-0.290740510493607,-0.3717830774788,-0.528043313583192,-0.265395320621243,-0.0247367183395668,-0.296392180258422,0.186060044197733,0.359687802842537,-0.132784107594471
0.208413777062458,-0.377344606241855,-0.435946347133193,0.293543329388652,0.114810568406323,-0.129153148852253,-0.17409350387832,0.56947636167411,0.323468029834232,-0.0173238703544929
0.22869963719048,0.23942510237949,-0.431407599412041,-0.395668104655054,-0.431749691743071,-0.170691860968053,-0.330779414980909,-0.00165315401778177,0.355475261828822,-0.228453723802212
-0.109194673591358,-0.091795033922307,0.387616067687009,0.150474985823349,-0.201833213411765,-0.188407086718339,0.337284802008033,0.0582493648185547,0.0717686529900511,-0.255970141551791
-0.207969664256403,0.180159549390887,0.273678771371307,0.124486101542506,-0.209277598043908,0.204960723206265,0.394589118453711,0.253884715454513,0.231104730774036,-0.180015445854662
0.0142830680908093,-0.505536129527867,-0.392826946706702,-0.561345682524875,-0.272050305950046,-0.0568162795566223,-0.339513211598538,0.180727947415263,0.213449419652609,0.0448616780729623
0.282594686512867,-0.386430565865142,-0.381143002062874,0.0493018233166248,-0.155078564187136,0.00109585591288275,-0.211808905327039,0.518204849708301,0.198799220672859,0.266188327189473
-0.0205868541037311,-0.012257239974768,0.368736849325201,0.116832360399233,-0.301323439296948,-0.0383010320778352,0.358810993586083,0.192951446802621,0.0909856121303476,-0.306828764150886
-0.114967783335945,0.480319231496042,-0.326409928431206,-0.240936113332573,-0.388597815037366,-0.328410457612008,-0.228974681177073,-0.23733254042208,0.154624184851569,-0.146887100291451
-0.0504812986138552,0.0828388912691336,0.360406561876412,0.121611446532316,-0.272135092672934,0.0690110628642424,0.376151645540663,0.247575504054224,0.134508259741932,-0.25459629006205
-0.0751621691581783,-0.0272222310856065,0.364018651408801,0.11847114669427,-0.256679227831857,-0.0422935363742034,0.351819495804321,0.178516122627041,0.106553147083635,-0.311255438506244
-0.0739907518112815,-0.0277014123894455,0.386423211843382,0.115169079212441,-0.272335935524431,-0.114252662487378,0.343578329090531,0.130323921630903,0.0622393258794387,-0.292166309682439
0.309705517356607,-0.401397485357999,-0.417363740977619,0.0985506264153749,-0.239165771481301,0.0260384105096185,-0.182669501909294,0.519743845275551,0.174206275310423,0.223031947475006
0.239933665560561,-0.356719145716534,-0.440311789728679,0.272388173158949,0.116206238496887,-0.207350495977972,-0.241709927418632,0.591859532537793,0.243181375331111,-0.0225324585046014
-0.0521707031020211,0.406675865112868,-0.355902978162006,-0.235455000673424,-0.405381702829414,-0.284275288054469,-0.240789777477536,-0.20955105090821,0.223985555351793,-0.164256111095783
-0.0971028365939022,0.112223189277669,0.32402234574688,0.137243107686719,-0.273195339531445,0.172445351280192,0.403465920718867,0.256502140966649,0.200711269697224,-0.235237872327364
0.0588255127423335,-0.433268306111058,-0.380153999212951,-0.548460584265928,-0.237881726759924,-0.0511490405138539,-0.308634735409001,0.189176859280186,0.249798080385108,-0.0218716505492189
0.354993240001519,-0.542475473437721,-0.611035348718313,0.312771454129419,0.0697212009452237,-0.340184896837193,0.293449037550796,0.10104992582951,-0.196872458786806,0.319602857772345
-0.0821918354479061,-0.249111028354239,-0.422548147637762,0.0361764719096328,0.337266998832863,-0.372690475964365,0.199745538960569,0.22370879433879,0.0764335397465127,-0.292110532445583
