"DF.L3.C1","DF.L3.C2","DF.L3.C3","DF.L3.C4","DF.L3.C5","DF.L3.C6","DF.L3.C7","DF.L3.C8","DF.L3.C9","DF.L3.C10","DF.L3.C11","DF.L3.C12","DF.L3.C13","DF.L3.C14","DF.L3.C15","DF.L3.C16","DF.L3.C17","DF.L3.C18","DF.L3.C19","DF.L3.C20"
-0.0658651708982134,-0.173453297327304,0.524612709068021,0.326748459384514,0.205764258142417,-0.294685271900193,-0.209584386999043,0.0972416181006686,-0.350271057438572,0.153916565679469,0.339194902746765,0.252264337707303,-0.117088124405101,-0.177101754126456,-0.055942511813265,-0.222668320613916,-0.130317562488929,-0.340260430692172,-0.322991684841314,-0.186500081180794
-0.0967582268441833,0.250844774738717,0.548724598058965,-0.283518413506994,-0.168249712674839,0.334260807552638,-0.463005612124855,0.00363441182515922,-0.141229469079727,-0.150623283974202,0.39740564310355,-0.0963604913857379,0.0984989222264382,-0.445106817650453,-0.0250105283284112,-0.119341348756043,0.0712832184593005,-0.372870366045395,-0.0714248042417185,-0.0162686410621569
0.0316166798769728,-0.069807698527341,0.5163428155942,0.400100254647637,0.181909220540103,-0.300550874157808,-0.0889623719637136,0.0870250797408368,-0.381020948661168,0.0106927178292248,0.214870784104684,0.212968572986639,-0.174328015197027,-0.0655229093290148,0.00659038595743344,-0.301307728969738,-0.153494203419374,-0.262169984508696,-0.270585538650543,-0.200270878151459
-0.0657071580980157,-0.00389196503720624,-0.308382735490413,-0.00640679054322235,0.0231069719308445,0.247658513049144,0.0120155807418573,-0.217508176432699,0.0431561411201793,0.247746441425302,-0.0656768813466759,-0.212790281194698,-0.0376991172870829,0.139578450709313,-0.0686742004702918,0.0665880500505966,0.0659794237069592,-0.0164760718727832,-0.158608038317711,0.00436850772847608
-0.0424159148333001,0.178083548416218,-0.231410332196519,-0.0782890093313575,-0.0194052357435586,0.221634924566709,0.00123668946868793,-0.0943438529286906,-0.102537915630832,0.163287339296453,-0.0961345522268804,-0.205522582031313,-0.0624337452029524,0.0571414618513603,-0.0711195216238523,0.100103274030935,0.075852690964612,-0.00112842423076365,-0.0818217183933432,0.172114602181709
0.0474556760951674,-0.0783690728622308,0.52446948994269,0.414741688384514,0.16970075686227,-0.319620559685848,-0.110413960954929,0.0861137717701453,-0.355658048121157,0.0412296684318583,0.151872285921276,0.227670018958182,-0.146603145611554,-0.0735271538136313,0.040276773284581,-0.251546609639096,-0.200493076832022,-0.27908574457212,-0.238616052323414,-0.150214878512698
0.0338007132332808,0.0635284046315581,0.489046963142724,0.375995423302809,-0.0351784975194891,-0.0881084609491671,0.131762521238299,0.177335827693374,-0.336153237665813,-0.00979567715305896,0.196216348524886,0.132934576552658,-0.129815691471939,-0.199760246400996,-0.0718285216003238,-0.378106728221013,0.0899387022056034,-0.00836907502116979,-0.352531431173715,-0.246938663730961
-0.106822847665156,0.238139802791495,0.570961316189429,-0.126021060648432,-0.256834077429342,0.3026939591729,-0.369615403538487,0.229690142878457,-0.167428700558865,-0.0909858233281673,0.343299022286284,-0.0599372390544,0.254325289411869,-0.414296191755329,-0.112541077973369,-0.129685270653602,0.124688886953788,-0.345867761512791,-0.0415666764612643,0.108567861906416
0.041652176776644,-0.0484242012371765,0.504819990105525,0.395513269396134,0.179105273432389,-0.274322992363279,-0.096983334391904,0.126834086596035,-0.406209069595713,0.009885089284145,0.222340242154135,0.197476840158358,-0.154710565834697,-0.110492458620134,0.0169689425339942,-0.333450606999655,-0.132421935681883,-0.230932533405455,-0.325857093174154,-0.171512410475549
-0.0531308454469672,0.063605807243294,-0.265865039529301,-0.0368645667607084,-0.0103248303664694,0.244945480808573,0.00429991752722847,-0.199526891909603,-0.0105988246687778,0.169047560374604,-0.0423117178968784,-0.190168144064193,-0.0458642340580679,0.0861263743000772,-0.0744259059181893,0.0400022047261993,0.0711934786170992,-0.0328447684934094,-0.130041572214612,0.0557502607921918
-0.0127379939270618,0.159136820318589,0.518205615576047,0.301285474543556,-0.360047000469886,0.205047984263406,0.0476289775269176,0.30758889046957,-0.121396882078601,0.101704250390741,0.212087025775517,-0.0167022641677463,0.207417705711007,-0.343168798186795,-0.124876256365652,-0.184573582384439,0.207701306243354,-0.0745130835111294,-0.181467332483809,0.0263775663091992
0.00960141852357799,0.117659132349007,0.484454080708918,0.408043148236278,0.0517844634904481,-0.155638774468643,0.13431000378583,0.183255006985087,-0.374273889389636,0.0147227309835316,0.218175531084074,0.157246612265917,-0.140134696397081,-0.204623627424407,-0.038663963466407,-0.415043631411855,0.0267902161786084,-0.042300313995109,-0.413327710471117,-0.251056688329717
-0.0612933818332448,0.203373889059688,0.548734244365982,0.0410301954994098,-0.319438990910633,0.290022482884017,-0.258978213835686,0.305632990226152,-0.10535664134979,-0.00768193489879665,0.33667148805971,-0.0601389027588342,0.325181552512008,-0.406188041622843,-0.136869276829801,-0.122934380675646,0.153276564292575,-0.259132629376121,-0.084421367352999,0.111737591475433
0.0429770717018497,0.0307470200423462,0.459274085959751,0.402388287700681,0.116729526708568,-0.204953737985113,0.0306007150689505,0.158963967842213,-0.38588959078794,-0.0396551271957877,0.274745508591783,0.197326755152539,-0.128799736427718,-0.12968634205405,-0.0410043236219242,-0.382104898962189,-0.0462971313523692,-0.0919375266091693,-0.336116459491145,-0.213870958353676
0.0434399053180078,-0.00997424789081514,0.488223302359923,0.405030911494761,0.159087644200106,-0.251784480300623,-0.0436181344472246,0.112807170314835,-0.412265339208171,-0.040394722590577,0.228611200152314,0.175696648136811,-0.162138467712826,-0.141573843598844,-0.0265702302863955,-0.361146085633589,-0.0775824343764886,-0.163566153912596,-0.352793846353194,-0.18946223180146
0.345876270211798,0.255279042395736,0.462293218383188,0.278769370019658,0.00362112087567057,-0.355842866074907,-0.235287080320196,-0.244634332506119,-0.0668294530111619,0.221958673384757,0.282444630874381,-0.0717874069409838,-0.188314679151084,0.0631241872234275,0.0999169753186893,0.0648385125612441,-0.173614944008298,-0.184351743540814,-0.105244554079114,-0.0664627044636708
0.449973208051657,-0.383580231979174,-0.471234161366776,-0.336622796698217,-0.337328487760832,-0.395622794004433,-0.444933223466227,0.120328488876685,0.161594195924477,0.152044666233833,0.00265061631274421,0.0673021293684934,-0.218696979335976,-0.0409896115827921,-0.373101102632249,-0.286383212731198,0.354689779793534,0.449555388657795,0.263190647409451,0.289308417468697
0.00126912419956138,0.17500022186762,0.23896066816598,0.152721227532338,-0.202261304458103,-0.209571722888555,-0.0317808978272132,0.038998261109415,-0.142443014203444,-0.0639126299317321,-0.0354362937097583,-0.0577210571863762,-0.233193445662325,-0.069459680896564,0.330991136160841,-0.0527536532687536,-0.0139451087163622,-0.0685198887314313,-0.311930020444289,-0.0366499615844866
-0.175216280236979,0.238717086583918,-0.330721978287635,0.182762834840056,-0.150531742382365,0.2600627593919,0.0436883236785556,-0.279836514535003,-0.0711960843298332,0.0844024578348663,-0.271173378967922,0.19647499168704,0.113101133198049,0.284687434656486,-0.346209396569107,0.0954075073910696,0.237654966370618,0.134521877279808,-0.231465866094482,0.309656981097963
-0.189957601696647,-0.382593375599425,-0.550628313061171,0.136093024406847,-0.219632408824519,0.276554769739537,-0.110681760588853,-0.354749853711048,0.268650654400798,0.196802718448087,-0.313859762980922,0.0727506609140152,0.105763993084068,0.377671529346822,-0.022674535502232,-0.104922803420682,0.143289583946971,0.0731892834883494,-0.307153982353566,-0.435142894179668
0.0653156919612409,0.240741678326266,0.446112195570333,0.25832462134784,-0.0750664495587898,-0.480419530706263,-0.342947310761401,-0.305834788913941,-0.273562066102446,-0.119041267999822,0.0571094861145902,-0.370008402103144,-0.262461208844283,0.12616711630538,0.213189442192026,-0.145977318282049,-0.0668043459090588,-0.0186651849832831,0.00279717046225569,0.102124626167325
-0.385193944022487,0.303727749285388,-0.495096389209244,0.286173895814772,0.0263514873423946,0.197951899435919,-0.361658777598483,-0.0577319062390469,-0.0776080578366918,0.164122839596541,-0.322822959027711,-0.233652997225707,0.0940163091359216,0.381532196503119,-0.134887396791039,0.253362586070024,0.200366062559151,0.336821678718651,-0.00138302777027999,0.233317671358562
-0.158585441968553,0.207934833239233,-0.340796029893726,0.163456266963477,-0.090782725576217,0.265982040490398,-0.134487155614994,-0.314833809692536,-0.114304082941464,0.0282039673362542,-0.208647389012546,0.0762159300748235,0.147506224031861,0.26484963100471,-0.334691349531262,-0.00712293888124127,0.15087284633934,0.0862990906832046,-0.193137653152914,0.346456933504709
-0.394171234336433,0.272141306958554,-0.161529903092149,0.0276389139405199,0.133454068200896,-0.285157849868989,-0.281049499145428,-0.0810229156180615,0.258789841132939,0.216474655463908,-0.285470207706824,-0.0799472839932776,-0.315923241875658,0.378875707884684,-0.00498764450235067,0.282522857771888,-0.180970209004829,0.35980113598211,-0.00693023806110915,0.197098794308079
-0.368064692077765,0.336503057435714,-0.393828067482819,0.261767266963676,0.170869789861307,0.0261159904589542,-0.429483904525617,-0.0682698744792005,0.0984893057685593,0.190456918204544,-0.227005226248135,-0.225523470137272,-0.231782224233038,0.379778951981669,-0.0265878944776865,0.269315494115598,-0.0444044771177063,0.33307948207304,0.120684535515273,0.124882190648256
-0.201350778703802,-0.0945392585334295,-0.393860256515146,0.218748154391151,-0.125785677856618,0.298162439329526,-0.000801536649874368,-0.273542459624732,0.132734891930926,0.140680443797062,-0.0478723935765002,0.110621434646638,0.0189781478354403,0.334566987939127,-0.193993654728924,-0.137695220155375,0.0491288649503251,0.00454662840662545,-0.3107811827645,0.0846998555989393
0.0877118417027206,0.35242071293286,0.32470749296968,0.287327339298101,-0.124484019147434,-0.391596533867905,-0.20870401642317,-0.180818593432046,-0.23385841042065,-0.0567845823654516,0.152867755216595,-0.119338393408098,-0.290095979728437,0.0552173547925158,0.261308891156747,-0.199164897260278,-0.00784050327717933,-0.105996506834725,-0.121843179131508,-0.138418267320688
-0.149150710588688,0.141926013577335,-0.282051480704834,0.0918605541758019,-0.155894852956292,0.248541345201764,-0.104337140535716,-0.244120670223074,0.0554898767931526,-0.00634121352701622,-0.0913166866400745,0.126173379870201,0.0737950255521719,0.26395995855066,-0.229102292311404,-0.0535803179361221,0.0736409991777986,0.0269580995152017,-0.240931373401932,0.233919133303128
-0.208226162421189,0.0044115869129,-0.330705510668263,0.0449464028247782,-0.0842591492204927,0.334125349165,-0.146849038750643,-0.267250411136924,0.135113379874319,-0.00515548869306315,-0.186529695758404,0.0534263480565845,0.031192145366893,0.155078809270811,-0.297889170015821,-0.0304163924282819,0.0903500777863939,-0.049813947466735,-0.365571160022226,0.119214401025188
-0.0933916305154889,-0.340263495316646,-0.546734968369331,0.244499044882939,-0.0318576323831894,0.220383261377556,-0.185461491696244,-0.37620106833756,0.269279481739768,0.166333760661738,-0.0905900165933176,0.0334793521200352,0.131403267990856,0.345497329864362,-0.241416824376914,-0.0938852349332153,0.0407662209240862,0.0650992626135203,-0.35139896989714,-0.282005776928458
-0.391891202585427,0.27283640244117,-0.449313014498354,0.23294250990196,0.125636741973641,0.195759909824038,-0.404425660731464,-0.0693212884577719,0.00696193352487895,0.244495043982583,-0.234868905548974,-0.199699652069145,-0.0860935150152728,0.357000225940043,-0.0231145531513006,0.195978031112719,0.10313253293491,0.256885371220087,0.0962010592313108,0.130810658070564
0.228879912552017,0.354775595564532,0.334259042944163,0.241255006498854,-0.0419437304978851,-0.352828165486811,-0.188656430261028,-0.185378242770984,-0.0926983898544826,0.0766050716011719,0.173246745625829,-0.0939277428100735,-0.128886819676484,0.0982353889491139,0.15728558366715,-0.123283399708332,-0.133301174201695,-0.106232944684525,-0.051086507226372,-0.124601013053905
0.194180355887901,-0.38633809519824,-0.527271175717278,0.0388461793797585,-0.187286528798373,-0.266227904066817,-0.132313587104057,-0.096470795654267,0.25514846421989,0.22351811694021,-0.051492058520376,-0.0206265898842228,-0.00161399350488511,0.0868056510530071,-0.195731729673594,-0.468206870165952,0.155949705930383,0.37833125429541,0.0718708767784804,-0.16526133008118
-0.012475489535225,0.366837969123834,-0.0821175863447809,-0.504620437732584,0.204013264401928,0.209390749897607,0.0521799897219944,-0.0163906131045279,-0.270117646043684,0.281460226108813,-0.20376277193355,-0.330439292634162,-0.13972621231827,0.258598542819573,-0.153639681144543,0.457943251888718,0.146577853036498,0.122713155923094,0.0401123992593919,0.166137449533601
0.141488634942429,0.321236555745864,0.174329084630536,0.107544060008116,-0.265994814604454,-0.135981659204823,0.116573161992087,0.0525965880634857,-0.121802855456202,-0.0864925373651297,0.159717574531163,0.0676932685285933,-0.15640673412467,0.0345638747167824,0.242914933371862,-0.106797580995927,0.287623683965957,0.0136252139543857,-0.220208487469342,-0.292426196761091
0.241877498696919,0.233814179219791,0.196525179744424,-0.020702357911099,-0.0315557396989592,-0.381986284937475,0.0121962882488827,-0.0532602876189208,0.0524595604118521,0.331080630389113,-0.100023825767335,-0.0222519783725945,-0.26085656908196,0.228863087829266,0.086807257673831,0.294709072025782,-0.106589701605655,0.168090290747828,-0.248184339188941,0.258205995246493
-0.228615247528891,-0.123558901999751,-0.273551272175039,0.0439907818949727,-0.0471033470567936,0.016575607053949,-0.201098913145886,-0.00679631272272441,0.19114042068716,0.45196542719919,-0.0364136192518743,-0.284160731130894,-0.365749907085998,0.371606740782564,-0.219068466851974,0.452515121303201,0.235527327906717,0.26864457795126,-0.335850246843666,0.0968895802942102
0.154510060473758,0.309684562691067,0.184633501558243,0.0560344845800541,-0.279321826006856,-0.0934418369157133,0.0622641674749056,0.0858088049075288,-0.0518638268010254,-0.0782469691388448,0.115124781584166,-0.0892406969528348,-0.0548274190522811,-0.0716019626940159,0.275464766748516,-0.151707872205965,0.209955648731204,0.0885217094174432,-0.25760325988598,-0.0973594747571396
0.193120029685311,0.399528732811754,0.202099662259097,0.184387398284717,-0.129070987360673,-0.280961887204198,-0.0170886096700924,-0.0725046136397156,-0.177906871189969,-0.10985831101264,0.199593292090453,-0.0909833240128664,-0.196664116575863,0.067603018780917,0.166134293134294,-0.175875514388978,0.0967972016728276,-0.0368591134997922,-0.175867259664222,-0.26024907285829
0.178715235849345,0.393387335944272,0.19008554516895,0.156547125078304,-0.186482815977502,-0.228192093360363,0.0427784926782667,-0.0327363153877067,-0.141719987330837,-0.117188058574442,0.189021667352637,-0.0526630073584435,-0.194543139022665,0.0477520044953227,0.185899708784069,-0.147517014104041,0.175296480056819,0.000190981324534878,-0.215116708104867,-0.275899530250109
0.214001826371646,0.367436393788161,0.295119553611734,0.205405554146387,-0.0574583945750708,-0.313259804516206,-0.179081778589696,-0.116328908027541,-0.172944458563756,-0.0752904185654002,0.224489009194473,-0.1449509219056,-0.15359263227184,0.100943426584967,0.129517983300106,-0.185649374237355,-0.0334438060939373,-0.0774903869593786,-0.127570309201466,-0.185216681329433
0.177018348076337,0.192486445663645,0.162866618328916,-0.0920014566616882,0.0209453605519925,-0.376325337835455,0.0530814891130749,0.0146057972514662,0.00968567583733082,0.371589307381944,-0.150720841586903,-0.0148248778602764,-0.310328117748943,0.294759538035172,0.0656438421331899,0.323293866241099,-0.105784037259371,0.235063133607378,-0.25675766511382,0.295679946840348
-0.11180323372356,-0.371001549632348,-0.527971544597899,0.150117063186429,-0.173078300117156,-0.044735208130013,-0.169851721084439,-0.302941350593143,0.290290661976017,0.246586696012834,-0.156318522323272,0.0592754958429369,0.0973398107558278,0.263411535952411,-0.180157271960141,-0.276126265617496,0.114518506584127,0.26908570077016,-0.0171726138260819,-0.280664363999404
-0.11605565307649,0.326267731894622,-0.462146184494059,0.234907075409023,0.113061608451141,0.264756351771654,-0.365294804631614,-0.0261177653081233,-0.0315668040941819,0.385284347791996,-0.219499829804066,-0.241239021721154,-0.165966947595562,0.390134700143602,-0.185198096354744,0.327615539697947,0.200637897254318,0.281403614885799,0.105481417621842,0.247640211798831
-0.145814383716996,0.153966872645771,-0.398347827882705,0.2547197863014,-0.0277373459174015,0.311532485664248,-0.172672433304824,-0.375968881961304,0.0439228817090502,0.173068471075089,-0.144627136084296,0.0836354388298018,0.0262392481210836,0.326480377364295,-0.309033233334046,0.0783176234222313,0.241663413552434,0.188803019354994,-0.22186020213336,0.18235122922318
0.258420846107373,0.241736965765648,0.244592828854504,-0.00151030946339459,-0.025463866485854,-0.390285812002561,-0.0238279589021617,-0.0933523573551995,0.0652955143919701,0.311920192561541,-0.0689490939512858,-0.0197522845308236,-0.222796324056006,0.193304770609828,0.0956146901938119,0.263338981327731,-0.117800482015375,0.110783733851007,-0.241426252074997,0.21465829894729
-0.113929210522968,0.301605160337965,-0.434159910878765,0.210447690775784,0.107783681311056,0.170808639010256,-0.420924735249631,-0.0366130671078149,0.0985674741269126,0.344591681813651,-0.161369592997977,-0.218518801326514,-0.285766471627412,0.411854425576032,-0.10381529149995,0.374630187601149,0.0818222670979866,0.350066838298891,0.0994498012411287,0.156857736096965
0.138721033801563,-0.0891007931803913,0.0935203113270886,-0.223405537788668,-0.17639731672009,-0.264775814132488,0.367286980619436,0.427992168816237,-0.477087364834236,0.219021414154659,-0.386370129073039,-0.272517531944427,-0.213949946926477,0.227105713887664,0.307076438990211,0.379313273766605,-0.213033799938756,0.37040319711741,-0.0206623652328128,0.206990064342161
-0.0978235223882231,0.226466257976472,-0.42381804525867,0.149463257452919,0.0766912985433493,0.116579634828493,-0.389743305626644,0.0312203652392059,0.193142806300719,0.347043967765056,-0.150807317706517,-0.0684681346296698,-0.314403441390636,0.426405935688655,-0.00643216192037577,0.372215334772524,0.0390449923768194,0.384208252433799,0.0110216727236636,0.141696876252099
0.207911282702703,0.348842493881796,0.285329022864787,0.179742335044844,-0.0693095956916241,-0.327065894805306,-0.157733294365343,-0.138104365863992,-0.154461171920058,0.00050264420166557,0.235928743269923,-0.125093619807176,-0.137439025772421,0.101619415869226,0.157158089328442,-0.141081197487803,-0.0357307965536111,-0.122930329861032,-0.121090509309528,-0.171381430975453
-0.181571479096191,-0.294352774540179,-0.560505155656092,0.297894522421918,-0.130152889571035,0.130363583996411,-0.123351221215443,-0.295061122932707,0.386773719266432,0.293026000516939,-0.178452315976536,0.0721166306677686,0.0883272543750804,0.320645148486194,-0.129442290628695,-0.00418036617884576,0.124438406072155,0.233287091893558,-0.169587210590187,-0.302395196796201
-0.258600646425566,-0.0703931675105305,-0.504657352324665,0.396557003893552,0.0532382663086551,0.299376940261191,-0.218077563993962,-0.408048344262206,0.214455328822933,0.228584452827951,-0.178048004325823,0.107543342562123,0.00658270995934607,0.36071659082154,-0.206042824859879,0.0854838437332053,0.179806149995209,0.150789697963191,-0.260292123356504,-0.145961533807417
-0.154021564884759,0.349315436269669,-0.453973921093183,0.198172731826695,0.098561243797657,0.305641578544667,-0.221557484998255,-0.243511779199276,-0.147590871956777,0.334782637431565,-0.213929876665407,-0.143712877453279,0.0344046507885242,0.383874039199896,-0.375074151956776,0.271751341069534,0.308494339170582,0.241794884147305,-0.11071796558825,0.376012693614996
-0.147554581854942,0.0449206842141627,-0.4568047746309,0.294982549203199,-0.0771068363211449,0.331089326249798,-0.136255515281288,-0.474414506992413,0.282097151776137,0.090522129220149,-0.154638661843432,0.101938880055462,-0.0385301804104754,0.321274533643183,-0.31308085323148,0.20192713900859,0.228370984777302,0.293046179678669,-0.266443972726547,-0.0420272713853382
0.242549108570148,0.302325836667728,0.358219183181722,0.167400903137393,-0.0624126421638485,-0.365913559332172,-0.154689607257167,-0.174379596478934,0.0505857837942357,0.240600337667196,0.07526980815581,-0.0670677708290779,-0.129159728888982,0.0853323684782296,0.154368896051078,0.0546096718596483,-0.140752909158199,-0.0839842010199274,-0.0790820174082287,0.0425624768555652
-0.129279074668306,0.301729291651486,-0.359501381620067,0.116252703394846,0.0249605134899681,0.249567669257054,-0.152397855685069,-0.30099812257429,0.000661866062628302,0.255262513759386,-0.141792161511917,-0.00252745006815291,-0.00731369841268781,0.288485879765296,-0.311251716698116,0.192315538942953,0.247698873554083,0.144386745577337,-0.185118947663225,0.26084879526119
0.201542474675478,0.373641665331389,0.293172160455188,0.199581786075195,-0.0520983980117604,-0.315259967038935,-0.196326540447045,-0.157111211122911,-0.172243829761523,-0.109089556354118,0.235959201784057,-0.145471888956162,-0.159923970437136,0.0919527075674154,0.123950757746927,-0.175196373958064,-0.0326513214346797,-0.0541076467085304,-0.113521264550998,-0.206578098767699
0.25875270349969,0.27907826690985,0.274066898863832,0.0541959561859189,-0.0246209268661315,-0.383730169629437,-0.0698057150714189,-0.136298475021452,0.099498759572487,0.294051160215738,-0.0552051994459184,-0.0376808301366205,-0.184968756801275,0.119945484274159,0.114032155724083,0.199792856902228,-0.140612677413254,0.0824311432887873,-0.190922485826891,0.185488840166573
-0.362207481987664,0.127396861468015,0.0715270547154682,-0.389942602728694,0.425462853579741,-0.160032095305207,0.195415735726591,-0.222008697530583,0.0133747680646314,-0.0150860146219753,0.111407156972217,0.0226648002967863,-0.100859267386645,-0.367487801910397,-0.00361751395096377,-0.0303955096135688,-0.269452844243336,-0.509896954554423,-0.206918962547531,-0.0875280188010807
-0.0557345727246843,0.139422456246358,-0.359431651868143,0.273199204008948,-0.132520691278715,0.292685885314633,-0.239020010318318,-0.409320772901697,-0.0324247159872864,-0.0574736187106273,-0.309693905968051,0.152980975259474,0.237784505824249,0.113708096780814,-0.0802873855914525,0.0186721217199394,0.0195747207998841,0.201537414510219,-0.136703325538345,0.0845356659698729
0.113175595803328,0.267889644707103,0.298982135787166,0.2584167010085,0.0595454866183017,-0.297503647034852,-0.412613532589989,-0.269883293717356,0.177013574594089,-0.0524950800626955,0.0255308954516439,-0.12936509424503,-0.0770429685369367,-0.0721881115724023,0.0888556820483638,0.0634229373778034,-0.247695494898556,0.0549636867769123,0.0271167840613481,-0.154127523285712
-0.0122419395780091,0.235873471803669,0.0212589050738521,0.247540251421241,0.291824037071097,-0.300948878197283,-0.382020045568348,-0.297920781725888,0.393553992073816,0.0862564439662836,-0.253428372894944,0.20056207032818,-0.23575306007241,-0.0617272826751862,0.0307278448684212,0.276768159789986,-0.409569481362851,0.355293336474184,0.0402334505997619,-0.0251971258121035
-0.102757629593818,0.154689274219807,-0.448922162691445,0.460755007273373,0.165613475468559,0.189111949675766,-0.526717564025807,-0.332477007424176,0.175164475661801,0.116252549414791,-0.281288084189117,0.0770390341566495,-0.226584306071032,-0.0146080001618645,0.124810071049979,0.413967236601028,-0.114107060287405,0.46797356231244,0.252499953989863,-0.0485689192766987
-0.0687924953419263,0.14898332601162,-0.517072912833975,0.524747086155955,0.0247187795045499,0.365969898744611,-0.456983708224197,-0.394549566623071,-0.08476305817423,0.159097233454692,-0.380474592137134,-0.0425204223424098,0.151200128205472,-0.0150119404817213,0.0619863206855487,0.282125639873481,0.0467083805233298,0.458551889061526,0.191139426383311,-0.00466930071975824
0.0641022826317731,-0.0916538321798783,-0.485968804768426,0.074445706659613,-0.3483094626544,0.0327686078879075,0.0979774845337367,-0.200627799142499,0.10470302409422,0.327908462208843,-0.118946730677832,0.00843380761306134,0.0885427619814829,0.4751195753468,0.0470313256312781,-0.270217630381092,-0.249562227968855,-0.413234640191364,0.26352304123485,-0.103058366643205
-0.0103564247441228,0.141830037834621,0.0893328719584199,-0.023731011574625,-0.210147692761234,-0.0174026567783141,-0.119844455217942,0.135596199251421,-0.00163943218984341,-0.14070992725068,0.50185577919802,0.429630359771192,0.173362269877527,-0.203457611671527,0.132528644082165,0.0904265451441598,0.213292381165699,0.231650720643606,0.0921902973407899,-0.483588251030049
