"DF.L3.C1","DF.L3.C2","DF.L3.C3","DF.L3.C4"
0.0368334899434444,0.0120958464216415,0.121055787695961,-0.154468752450156
0.191325263620486,0.600100881780857,0.310625646775313,-0.662630789794546
-0.394894445648051,-0.299657345475933,0.0526856309043033,-0.212978411204094
-0.0753858906338316,-0.299238006440898,0.293292950793435,-0.511447054372963
-0.407316876721006,-0.164240705658601,-0.0225318102626544,-0.0281592397014403
0.139628046216524,0.548111379856639,-0.0261568998073149,-0.614304521437749
-0.33098336092015,-0.106099632173875,-0.0136608246739256,0.0546780777048747
-0.408591089192535,-0.212754482450005,-0.0082639607031878,-0.0925343783608636
0.0942516538307018,0.575191912692604,0.206112426348387,-0.55213520212948
-0.268290626051862,-0.0901036317267674,0.00880861207960459,0.0913038209033479
-0.191138283144264,-0.129228551933878,-0.010344189215475,0.145195474714309
-0.477299790071371,-0.259929393395793,-0.0906252634598366,0.170703059042061
-0.32535544196221,0.256425267733518,0.0131301579965978,0.420228948493212
-0.480228264350532,-0.276225176254231,-0.0753074410603438,0.167194925179877
0.244078823087782,0.327023039381063,0.095497951653256,-0.342912515563698
0.213016052857866,0.29761320299497,0.243112600103252,-0.193669104784265
-0.48137034265698,-0.312753979836919,-0.0436719116614677,0.153900051452668
-0.394105621087296,-0.044583218902059,-0.0944260502785834,0.305714041790713
-0.311629288907097,0.260917288234381,0.0656208874211263,0.484609228742248
-0.473088316670181,-0.248086203748093,-0.0709437642985822,0.20062974706579
0.211028994008238,0.333495514455141,0.111843044035311,-0.272380402155332
-0.32088741389312,0.214319597135137,0.0341289170928083,0.442500030621904
-0.466313048405493,-0.0990925084427008,-0.0681949096887406,0.298643966503691
-0.301792125296247,0.27131396233419,0.0528329755926661,0.495467992701425
-0.430532402336765,-0.136469912443493,-0.0871762825622056,0.241530085969335
-0.465942266524171,-0.195443590210491,-0.0847555453533093,0.215015227468588
-0.546896897323077,-0.289694177792341,0.0755369709532877,-0.0377473689234411
0.653240611846278,-0.254528486298042,-0.436787079220274,-0.339903733776557
-0.216373156416925,-0.179213463221341,0.0821194112023738,0.0583013573896676
0.090255521953333,0.550937254377253,0.294675453350148,-0.430294526125758
0.418521355960475,0.457258957664876,-0.31125923823326,-0.717704182642504
-0.465066254909855,-0.350370726118002,0.104383425375578,-0.0899015384537878
0.25291983514506,0.471476882209366,0.511620229003435,-0.571347682318655
0.0929129168519474,0.535391076503504,0.249623285309082,-0.437177609399322
0.0367292649459336,-0.165977469145688,0.460898797446182,-0.636368039045393
0.124262534903925,0.206707592928299,0.505145690638976,-0.633779969039244
0.149918961425991,0.457610846016629,-0.00893393646307272,-0.521416919253528
-0.456152404659928,-0.22186153677455,0.0178033829695887,-0.0113257191162313
0.0875843497475518,0.4589529794379,0.136799480334099,-0.394611087398
0.165626751876599,0.509984251791796,0.0564438894263264,-0.439710102455015
0.324639406078786,0.452816285789963,-0.27524521836265,-0.707089837714572
0.210726251870946,0.370663408107873,0.452423127430045,-0.574874214630395
-0.437135925313929,-0.176910640089781,0.0170799631742429,-0.0230523003106602
0.508180302077199,0.0202532107241394,-0.552111028331015,-0.489485869235002
0.332720429706697,0.224453805802687,0.64709571867167,-0.0934786982702049
-0.176356053258329,0.0378610512286345,-0.0170291669572404,0.169525650012065
-0.137497953257654,-0.362877541484643,0.3409508156229,-0.207264769705546
0.285677129854462,0.0792974462840637,0.331674611754806,-0.55387485835341
-0.142418955749271,0.0392998699773133,-0.0107562710996256,0.196549388952332
-0.304024816353644,-0.0629704413459071,-0.0155237854575452,0.0792677885716709
-0.265803885823475,-0.0191495952448748,-0.0139056229368635,0.112983191985228
-0.383538835410413,-0.115466092333229,-0.00527325884718199,0.0412394783407561
-0.0524300728092129,-0.397367783754715,0.41265562484506,-0.245388419030862
0.412313432807153,0.238879425519157,-0.423950357858572,-0.659071627711045
0.242111607695437,0.399208193923646,0.578298587185718,-0.548926785785615
0.083327372081198,0.559299146832801,0.234463193615084,-0.582701753841573
-0.197568630060367,-0.35191475938497,0.291758470075861,-0.177498204476166
0.221827865121684,0.257384533919333,0.529636949189753,-0.612508573546889
0.470984665153298,-0.491674343127614,0.515801184654055,0.0937409181118254
0.24591980808709,0.1503595547531,0.470741804070769,-0.609958089357343
-0.37280417957101,-0.131862745580717,0.000768784213597495,0.0247430831994988
0.362206002373221,0.369331769098215,-0.229975714657342,-0.722211726577508
0.154593047060866,0.531345854874684,0.0554364570775344,-0.743057296448723
0.144611766503727,0.570972173931266,0.575174943062137,-0.561707055079278
0.140102309990716,0.588160224676153,0.103204263295497,-0.709990470578852
-0.389451079554873,-0.255371295844472,0.116501274211434,-0.0765562671899684
0.0878532429709078,0.499787819987256,0.370717632922812,-0.499308303998105
-0.388563270466996,-0.105648369266007,-0.0155751168666829,0.0273047083908752
-0.262494969253064,-0.316916215524423,0.23880915360117,-0.153258587770984
-0.145175127016141,-0.0135888633461845,-0.00532696568563096,0.0216636383194386
0.0921880278262626,0.532573591455016,0.0988633639236589,-0.456287965910546
-0.385980528830179,-0.11914206170417,0.0144082168510488,-0.149202022288454
-0.243843366264105,-0.199492032484297,0.169923885163305,-0.497357001157368
0.118778294855438,0.242688118729661,0.301547050148307,-0.680751325795079
0.188544464006207,0.555137900162648,0.281642567431214,-0.589027535287035
0.333845802604645,0.149722971621281,-0.228838347487364,-0.484154535420367
-0.0410924507409061,0.222206752675535,-0.152444398636103,0.215795592273499
0.252937919692461,0.316188853205569,-0.27073571263818,-0.112795602608216
0.254748409414175,0.339007009362073,-0.133425014195162,-0.322756761505271
0.206145048953266,-0.39926094361858,0.260485073649913,-0.024462203459426
-0.0557400949376765,0.205327894903294,0.281813403071984,-0.526035564406923
0.0121154561567074,0.16008754452273,-0.0382537574264818,0.156684377228725
0.383928898417813,0.273108608035545,0.374613630548754,-0.36461379112298
0.173804996555796,0.371604958511053,0.567079975126784,-0.151183918800794
0.279019128498203,0.301996826811144,0.646438150751187,-0.0176035306915743
0.524100139498262,-0.131614838553229,0.566257605391699,-0.19708609260875
0.294925598033469,0.329439672694712,0.730096282455159,-0.0335811900771299
0.521646037346147,-0.350080740636935,0.474530680650371,-0.0627855284965797
-0.0803479935292442,-0.165048542682878,-0.0155624102627017,0.132064340765519
0.198747711871964,0.366424379816219,0.646796264425443,-0.119774323510883
0.155924962512116,-0.342968206297904,0.0651484739604468,0.141309958632975
0.251994834876583,0.310076681970909,0.661252223678255,-0.0436688896774193
0.468176911508707,-0.384330072040112,0.387707704122425,-0.01325746331944
0.173007408184431,-0.304274909937652,0.120869200505577,0.0994095740676048
-0.386472517268685,0.0342008552139519,-0.0446756850538659,0.313848171859017
0.434356302055726,0.0872993817152742,-0.0293729307600876,-0.438649123193027
-0.196322449347427,0.191570772820742,-0.0518574154349325,0.338252240657453
-0.405776444940356,0.000288367026035852,-0.0186391861767892,0.305808825300706
0.619585733929965,-0.0714869726795735,-0.282504591325896,-0.279061608236215
0.54738202897653,-0.135635727197387,-0.300090449370115,-0.230477729429686
0.523404740592718,-0.184100756764912,-0.311706044908917,-0.216644151118306
0.303912618127968,0.15315009283337,0.580040089869047,-0.281993708109763
0.16267285462313,0.328563277586134,-0.114920197691783,0.39080518637768
0.494695764610718,0.00772517636259129,-0.166024628697332,-0.399742589827365
-0.380166512560915,0.0674912311671024,-0.115441557802331,0.23143631303653
0.574450424875422,-0.0993550386194759,-0.30092598100154,-0.319265056858148
0.337429701158137,0.197713692391665,0.438096146849605,-0.404890279254622
-0.105190942232226,0.185552058409059,-0.12345989033499,0.169829339192636
-0.160147960001442,0.147582393867265,-0.129506283954672,0.163043952061403
0.56263979508556,-0.270708496502132,-0.295901295963598,-0.296258688063826
0.0610661432942459,0.180977049312492,-0.0488760248968143,0.170817134108446
-0.0482545020906797,0.206723636564106,-0.103542918323139,0.178713395895871
0.0487108720498205,0.222541909355855,-0.0426950403733282,0.180828784963277
0.18974894013206,0.31419642385389,0.607303030507174,-0.145641363110788
0.395184323871992,-0.494428895436842,0.24283061348157,-0.0130044295790264
-0.0568373695892346,0.391538451526087,-0.0636457035881137,-0.00211923027529881
0.148870490145954,-0.152788070726563,-0.121846954871148,0.290634418971708
-0.00774913755003803,0.455994714887671,-0.0248697695240065,-0.00690634632083631
0.478923712934026,0.232912339073565,0.613236567915495,-0.374155823863581
0.252956931238172,0.293799970114697,-0.090163627719885,-0.670249890772495
0.416389387693563,0.350329155851129,0.659462850512018,-0.381504185382405
0.431536465911479,0.134804064825605,-0.293108793918753,-0.559764347451011
-0.0905406299955125,0.141360763576238,-0.0846777601610633,0.256655621472961
0.389289775957445,0.420112589576558,0.665856425113786,-0.403419041527069
0.230508317241239,0.327815225799751,0.0592464363250377,-0.540599557584349
0.491141103876475,0.0879799182536262,0.575568820837364,-0.382132852093617
0.236183763280908,0.378308001079038,0.124185730530767,-0.489410618441382
0.199882821472331,0.354094667236425,0.246441914154685,-0.447011554286814
0.244863606673856,0.404946490338879,0.48461772195763,-0.36294344784245
0.254876017218367,0.324941181629437,0.122438795966717,-0.527599876143634
0.294065377639245,0.331532850973467,0.00430652729898018,-0.559890826852181
0.494665191343184,0.170678433414594,0.616187487916003,-0.398757238340954
0.274130403148131,-0.412612273843808,0.395771634266911,-0.0884173119880411
0.342994055768185,-0.433467206891252,0.482905928092692,-0.177611779372939
0.27020645058035,0.395720691659197,0.522691008313994,-0.362454740477076
0.438537970837988,0.284062167987949,0.650491783061556,-0.382493743747646
0.593936008365832,-0.0142113255189271,-0.497967366632903,-0.431938336908
0.202833871832704,0.31029356430516,0.137588844705409,-0.49873792388646
-0.0140971769370299,0.185710752896693,-0.0907456164832225,0.317421389984905
0.505744161642626,0.00205485290459706,0.560070968466213,-0.370263604176248
0.451680578003744,0.126046526496823,-0.382017549813216,-0.535192914190119
0.402620177726835,-0.397438689180275,0.507821116011846,-0.24265592507052
-0.00421475176525887,0.208082137293465,-0.114255193683888,0.321202485832748
-0.204413694672836,0.0275425163343026,-0.10767152222602,0.238645968093179
0.479707892013434,0.242600969643745,0.635802010385842,-0.388373016261774
0.225767245936425,0.301439281298495,0.0479594410097437,-0.629349832980697
-0.0350092288415496,0.17739203525143,-0.064635644058056,0.278023629324231
0.166477258590795,-0.460520644547229,0.352624517901743,0.0122575972488628
-0.127595423616751,0.120876937404581,-0.0855239006045165,0.242576333065172
-0.0258582210729379,0.175320477601977,-0.0834850264765798,0.291594908556885
-0.0299917509977936,0.185046372163523,-0.0696049420861298,0.310068485739237
0.268109314577025,0.32858432398223,0.0382988440823371,-0.604916972878012
0.459527553505501,0.116507323964674,-0.377524959454058,-0.567732790119591
0.226092563919366,-0.436438587003644,0.364905680885318,-0.0216829937626921
-0.153688987393958,0.09062201099238,-0.0968924150689479,0.249389125991068
0.481223882153278,0.158574744576662,0.583697067657702,-0.375921168988303
0.357046677070134,0.482633950931208,-0.29298495866521,-0.558324379857101
0.516690633227303,0.0589439573367887,-0.347870057533585,-0.195040221578784
-0.230484552609402,0.123104444433513,0.372925016696893,-0.341263742726462
0.296338979955906,0.480577398122926,-0.355703568353968,-0.379247558188921
0.418149913564927,0.427478209752138,-0.444185159137511,-0.403732735773677
0.433541063428793,0.488221272452223,-0.445438536703883,-0.390759625169874
-0.295928615854339,-0.0332166892557768,0.455930932972555,-0.289301154538871
0.510531347898006,0.416817579905827,-0.538922042078418,-0.456232563341733
-0.0330722630679181,0.402283691938139,0.220043492610571,-0.340445490698397
0.0441946743096115,0.110150846519976,-0.0847793375814552,0.161630554229083
0.610437591041714,0.182664411329854,-0.480234649847458,0.0985702211233102
0.620704732488778,0.171644849258523,-0.654972893711987,-0.0657618677375382
0.0539874855552587,0.131340746609337,-0.046948056264982,0.144029464498857
0.618084908972913,0.174982537991797,-0.635146518261182,-0.154068919665699
0.698314535521136,0.200306844634953,-0.688696271002878,-0.144744794220273
0.591431845521149,0.171524361652626,-0.486627825614313,0.0666547260715672
0.130869546867142,0.0166282532896668,-0.11282613407845,0.0948373347528016
0.0756612507509492,0.0213176602799625,-0.111397301564855,0.125586539103457
0.5765088920446,0.16775332801873,-0.483070954617479,0.0458234067024909
-0.271004928333366,-0.0276738521744753,-0.148860722835127,0.351359434636386
-0.133980874314253,0.389289123815973,-0.0956904132862453,0.495139814909416
0.367893822244111,-0.56024332644082,0.435965259461369,-0.13259656699011
-0.176976238738112,0.353953228834548,-0.0704001247032207,0.467962159298837
0.550110121852701,-0.426602039868905,0.569178704385112,-0.347861478353366
0.521888369012673,0.169184004324201,-0.31211289213309,-0.342200018432514
-0.0393169999453888,0.373612193689659,-0.0889566301237965,0.432769295072076
0.276700455572524,0.25894046745063,0.324350020145905,-0.215939399448832
-0.165751970330495,0.0941028308918554,-0.13493044063112,0.349607372315041
0.582923411350123,-0.0696116172376962,0.65922573306019,-0.373903703624046
0.393742312597956,0.356361928434287,0.50572131185137,-0.266878934064765
0.254537662111774,-0.653003955447382,0.390556426862021,-0.0180587613617438
-0.162052845671953,0.182599353203992,-0.123113087955596,0.40414518054381
0.0913679193273494,0.523055976454956,0.231228679464425,-0.704618701549014
0.0840369072822391,0.507222241105755,0.459045624403703,-0.411804928381096
