2.070119386276167983e-01 -1.161963756126522807e-01 -5.141847597794755309e-01 -6.428241965587688789e-01 -8.038400185504954720e-01 5.137207162868802079e-01
7.231598353564305803e-01 7.254677410682504046e-01 5.330366219583595466e-01 3.137965408958641733e-01 -3.112252068139100825e-01 -4.426729689498063447e-01
7.969609422620181904e-01 6.921116727419749370e-01 2.355009107604683072e-01 -2.630404262353147615e-02 -6.228428371386940388e-01 -4.109320808234118161e-02
5.274682233951111243e-01 6.510191859506087031e-01 6.907477508870244476e-01 6.580463421684383807e-01 4.617138178813495752e-02 -5.918679545180267620e-01
-3.464721407812527687e-01 -7.566198383586324461e-01 -2.602698354892862831e-01 -4.298351791753651785e-01 -6.786066422426921818e-01 1.315833001596566909e-01
4.522514311282214150e-01 5.888104468170533012e-01 6.836192450699356549e-01 7.334284993916957429e-01 2.558032372641628749e-01 -4.329437456446596499e-01
5.992056222405239829e-01 6.851808570267500231e-01 5.895512152432622610e-01 4.820014584105085653e-01 -1.094162232117361633e-01 -5.533111914271124920e-01
-5.377715061344705560e-01 -4.748975854851817946e-01 -6.108964525929689859e-01 -7.297137736345129522e-01 -7.880182985964014897e-01 2.917506033372300189e-01
5.100899667071314703e-01 5.422456887400453063e-01 5.447867736337665967e-01 7.072424988315202388e-01 3.714107943982165594e-01 -2.391997196753234967e-01
5.210928950208668642e-01 5.066484479719195466e-01 1.087376748372415047e-01 5.138142129479073006e-01 5.689813171042855666e-01 -2.163657276377854988e-01
1.593201090710582024e-01 6.047323740323203856e-01 2.400903253694038897e-01 1.572951506069579786e-01 5.812392714033122187e-01 -9.655027112427521097e-01
-9.414462005023971347e-01 3.475666080325503504e-01 4.277832953320688247e-01 9.471889233776864536e-02 1.121596900599458602e-01 -6.725236237545326734e-01
1.893517965118531876e-01 6.458616261794166702e-01 2.752896014448259487e-01 2.728340700439566557e-01 5.766896541803454568e-01 -9.534927111428181945e-01
2.693597040131368026e-02 -6.896833771583350536e-01 -2.293026340083523795e-01 -6.360891454645416498e-01 -2.012891092640591850e-01 1.695839622381208889e-01
-3.452971473391710511e-01 -4.855912803630346719e-01 -2.929825063439306376e-01 -7.195430730204523950e-01 -1.333154701004091169e-01 -7.545105270888519122e-02
2.312642289012563079e-01 6.566301860140655311e-01 2.156996405286651930e-01 2.703854678324472127e-01 5.615616771010274455e-01 -9.499890702907605178e-01
-1.042011621228648988e-01 6.393817389580165322e-01 4.789606021603056707e-01 4.042406601515180498e-01 8.184353682895464388e-01 -8.386054141648131566e-01
-9.371903433352488655e-01 4.453512907769932028e-01 3.751611129875450645e-01 5.512736828985476123e-02 2.771625264048674930e-01 -6.384686651246953559e-01
1.599692717684586540e-01 6.545818846853129758e-01 2.808486223037210960e-01 3.142477162632060228e-01 6.022329710401890246e-01 -9.450510661269377888e-01
-1.131159803306431844e-01 -6.894852521944598855e-01 -2.562714196284172630e-01 -6.571335837512377598e-01 -1.967999920399869929e-01 7.266911370418271954e-02
-6.205817442998473599e-01 6.460299919227079357e-01 3.901459549805841309e-01 2.380972838741824971e-01 7.594334224448726633e-01 -5.299154743550131830e-01
