"DF.L3.C1","DF.L3.C2","DF.L3.C3","DF.L3.C4","DF.L3.C5","DF.L3.C6","DF.L3.C7"
0.147044354974119,0.732153029096954,-0.175493523618712,0.151056986808147,-0.026547949277651,-0.147619376020616,-0.215769412575898
-0.229267937364129,-0.217697842748741,0.259702470132391,-0.00909366769022135,-0.0239594305040751,0.221217190840384,0.403979176625052
0.0540006573567109,0.369708031924568,-0.236029052951798,0.0298361276638291,-0.406799216040414,0.279422431818857,-0.454790829053248
0.164019006435609,0.6848286878659,-0.230796615989478,0.296115949617515,-0.240262255636659,0.0179741036471874,-0.272730193203343
0.153655653951361,0.254087939285039,-0.20628539806708,-0.280066240180146,-0.355711528854444,0.307898205489205,-0.557478540619585
0.148652495256923,0.661817798275837,-0.198054033066949,0.264758154024577,-0.142071342959803,-0.023308340996899,-0.237775140926556
0.155501449887769,0.718492961757476,-0.171913959354552,0.193646797605588,-0.0726641734452445,-0.0829867306646006,-0.220274260054923
0.359078029355621,0.513205417154975,0.0755494194096548,0.00242460068161565,-0.0554169578258981,-0.431482892133052,0.0386584073949523
0.176230694190241,-0.633879760405758,-0.229171410118937,0.583952652169521,0.570201508085069,-0.0276665547360886,0.474354166671845
0.0499604242568851,0.302582452975582,-0.112462943011068,0.0951952648447382,-0.0660673963958518,-0.236654084793251,-0.0368431133427893
-0.458212531305158,-0.236329866860756,0.530557482688203,0.0560179729751962,-0.272230455871092,0.246988752343493,0.435164777842255
-0.520971202447665,-0.394954855513821,0.605939072762512,0.619879715750994,0.371370995176736,0.579050515883504,0.612240501988602
0.316363736112994,0.451490535305109,0.0540036153722016,-0.157075875028045,0.0755167858391057,-0.512332323363344,0.115993031618563
-0.513571129248262,-0.613393110879838,0.551253205368577,0.0324178181669544,-0.322593091523305,-0.104170309775081,0.46720383675704
-0.394839011441093,-0.235426510697845,0.549451366321247,-0.0526280716420195,-0.179763610557245,0.259183111901175,0.437462635414771
-0.254072682389911,-0.346943314094579,0.394665637438192,0.195893218709085,-0.0237588810227072,-0.733999955338544,0.380173195068105
-0.30663683579723,-0.553920795363161,0.53893235567312,0.108454232536811,-0.219652005891475,-0.433692908006527,0.433644284357368
-0.40142655257449,-0.171535174174666,0.530716809325868,0.360045241914658,0.00917340581913839,0.386126888927506,0.501322297883953
0.392382611942035,0.410553902975942,0.0476430799910348,0.0667893052199011,-0.0507023028250839,-0.335143101074398,0.0333581958567235
-0.306121469341186,-0.208193568941555,0.466906336179473,0.11285071207875,-0.105005822758172,0.252032313569457,0.359513185947371
-0.402050383852822,-0.227538775566389,0.513251171619133,0.133244479248875,-0.00756814450721266,0.38465861367629,0.388477030263527
-0.462675350238404,-0.322204688099578,0.639216723716657,0.597226044557225,0.309770309090874,0.512808020991361,0.585946123391691
-0.370952277709025,-0.578241679106825,0.533212261760629,0.0480315157013446,-0.228887820845374,-0.178322594698637,0.468577922689145
0.380286765456334,0.367858368714105,0.0774083786941495,0.0117158736025837,-0.0344127619016787,-0.300477457642665,0.0338027098313163
0.0072907026669099,-0.453492211183339,0.120898834427739,0.674980919525964,0.587248723195771,0.29137181834747,0.516352791282823
-0.251643683346959,-0.376683472305725,-0.0231808681029537,-0.449540504139527,-0.408978442215961,-0.148944624308594,0.544326550764217
0.230390015435292,0.186697567169317,-0.158202741694338,0.300890854834424,-0.27999621188927,0.0447082216979506,-0.0168227767868687
-0.0264381983064879,0.167606655555283,-0.0474620265782797,0.121319058987549,-0.122722774255931,-0.619348356612473,0.317462009816977
-0.483332119667888,-0.340036567031166,0.21451440637827,0.493212649848824,-0.17901954403871,-0.252544858473604,0.642801858417331
0.203603146301434,0.152452906463652,-0.185007532792016,0.201756424692384,-0.230928145566497,0.0431836609028374,-0.0632632943259905
0.371072237248816,0.279856496175984,-0.0349966886386373,0.168415077694333,-0.176415253527113,-0.116781265330256,0.0499436960607085
0.330307604293912,0.244346418467768,-0.0729481302927577,0.234654912568574,-0.233016627566904,-0.0618220122217206,0.0253451630038084
0.397349142520805,0.343221451161507,0.0189225310380842,0.0713168490310323,-0.101893966829912,-0.195178512332884,0.0386634834519995
-0.116866475981443,0.111251708746945,-0.0912122789957586,0.151109336016309,-0.141120706103152,-0.670298295932503,0.399806648791854
-0.239453740481966,-0.449556872610411,0.447576428425932,0.612129516969223,0.512582367526909,0.373667993753845,0.527193811824875
-0.364352658445334,-0.583453188023488,0.460767153477056,0.0631799204072133,-0.405626311748215,-0.199640550169887,0.633863261802086
-0.424758290306765,-0.289454208158819,0.653876381832616,0.243540408152625,-0.217341675116703,0.227811908562183,0.527000071657732
0.0344222056357426,0.21833282939516,-0.0282772970256036,0.0864516812042804,-0.0957155866783597,-0.587207347243859,0.267757157827296
-0.314423314726509,-0.595694352762744,0.457828186145972,0.209508014216533,-0.342541001793336,-0.356993162699451,0.582443068619206
-0.528258866886386,-0.0445156951178738,-0.658290236958445,-0.0617163156907585,-0.0977287636342685,-0.555031181019456,0.324263597173802
-0.329518438954503,-0.571813444341771,0.383994146823456,0.355453902561409,-0.292449603229004,-0.420011483550896,0.531513044316471
0.384464165272698,0.336378574527301,0.0206165798877508,0.0502175047400798,-0.0731851785191899,-0.215203722526296,0.0559282406188055
-0.451186395152519,-0.454689589679391,0.573668802660529,0.649260645763186,0.288267909206457,0.339747319111426,0.527883541083218
-0.525215554585792,-0.335001794647952,0.757561984174351,0.494265635126999,-0.0185987986995182,0.287268449458377,0.560583692406477
-0.471167690619865,-0.43509673683808,0.589074197158599,-0.0145550293586294,-0.46426156333676,0.0210216274588287,0.688170978469465
-0.503168866455882,-0.378034632647565,0.735230406783091,0.493570712807658,-0.14154317872296,0.275984948764933,0.499187238784035
0.260232741041613,0.322099388078646,0.0538351521757668,-0.0169328091945862,-0.0248986221998564,-0.434374480139438,0.0781909632629363
-0.3440334185173,-0.312144590664916,0.555288378807893,0.0662000971248716,-0.300963180557747,0.0878264565783027,0.546536850532619
0.40064628400903,0.329034628658126,0.0454305076162861,0.0752154021419231,-0.0885692521429369,-0.197320497242585,0.0170354115965928
0.104172567781624,0.237763610733876,0.0118337159634387,0.0434905684834785,-0.0678960572340945,-0.547461134789724,0.18947461511627
0.118633448805177,0.168361375739205,0.141204977014839,-0.447013263567024,0.282911766823413,-0.0236738862911228,-0.106099200165997
-0.412041508555717,-0.268616835327643,0.600702286034957,0.032506809735061,-0.0271009315215396,0.302810981958825,0.217240100913912
0.217493676069622,0.193267656281482,0.228611388618048,-0.0119186716732469,0.0966644580113546,-0.374711470264617,-0.193566402130773
-0.0658747092396406,-0.0734484994193068,0.437390565134333,0.21102225090923,0.141078436715455,-0.663298506707999,-0.107759045089078
-0.414797189563371,-0.566312602839733,0.640134571788118,0.254872926788311,-0.0556056550545774,-0.350010479693477,0.0997347916892285
-0.54305510491294,-0.556693332947189,0.687103464230617,0.0370449104217945,-0.136472149645776,0.0735660878038714,0.166463232254785
-0.0146383444512022,-0.321503723367592,0.352536600613296,-0.0751130119665655,0.499661257815074,0.326878797863704,0.653832406152646
0.151426454287262,-0.218064144845347,-0.122281024906265,0.474238650715138,-0.204557133090489,0.129236611348341,-0.584144411079544
0.223359334016119,-0.220118692621367,0.168470657183773,-0.227057154760508,0.314270372352023,0.521800585326418,0.373791367535644
-0.0383325932705203,-0.259270851218809,0.329431940232912,-0.0598933670139219,0.239635698743814,0.399958898838377,0.463631443061151
-0.293441384079978,0.0091087451565085,-0.33331834376526,-0.0570582426297779,0.100702249634878,-0.487328204558181,0.108659466451717
-0.342296123113295,-0.470574471634125,0.603340189352394,0.0848998534494695,0.0299996608935762,-0.414683361898991,-0.255754643529701
0.00130720585711253,-0.0750606103909264,-0.146718770304473,0.249287741407883,-0.154586630945151,0.121003814226601,-0.219724905645218
-0.431898265189774,-0.366212971346734,0.131858355883428,0.191684785530815,-0.252745454149196,0.0119574839278915,0.650327317746499
-0.254970924131462,-0.373655422559134,0.238779748326351,-0.519150392888712,-0.358766352695564,-0.077063042512427,0.276579448606819
-0.217141044484986,-0.406664165071061,0.0691378858333314,-0.756171365489317,-0.316555007635153,-0.110174838054927,0.300014026103526
-0.563443755045102,-0.360098721313837,-0.271287140785265,0.0137646059035919,-0.173436205717209,-0.421647526095193,0.4996793592773
-0.286764554855441,-0.438313121431309,0.106650234176441,-0.821156297505693,-0.337682382460731,-0.130800890090886,0.322984051338569
-0.565005362286746,-0.262981919458712,-0.441474712687767,-0.124788195736863,0.0493771371911373,-0.519200130534419,0.254542559387388
-0.0176543157060887,0.160526480371172,-0.158205005492044,-0.220744740130898,0.240749920132338,-0.177657369878569,-0.312602499525788
-0.255433101819033,-0.41876577196237,0.230186437387467,-0.681950562149733,-0.35736946240454,-0.125340378835928,0.264278151740089
-0.2964149064011,0.0643592346893359,-0.359704915502521,-0.304845702728924,0.371037312717061,-0.328498242094743,-0.31761256177961
-0.216738075103479,-0.416201669261169,0.121587752295042,-0.756487489421423,-0.32637513304671,-0.139777869047469,0.278275398695143
-0.54000004101796,-0.218996963772893,-0.436276151421437,-0.208174224490155,0.166027043088433,-0.505716407784247,0.0783200439582563
-0.271898565102095,0.0114871939777189,-0.330307981824177,-0.291933448365348,0.290888892888672,-0.32415721747673,-0.177577069261884
0.54819315608163,0.269078107674148,-0.178292690359594,0.308011514120628,-0.452754819906673,-0.0338783526094033,-0.264365208215088
-0.317562293921764,-0.369526446266095,0.10849994458989,0.441773705431075,0.163359599237394,0.0489156361667865,0.593206819682913
0.235617551838914,0.0628003045689262,-0.24683294632059,0.483572577483725,-0.48173050749131,0.10929821028107,-0.419876226876736
0.50993902588373,0.29191759732464,-0.182988747084615,0.318796296202282,-0.462904496088413,-0.0878469733079759,-0.306184519407828
-0.0275208922971875,-0.55027427487185,-0.213547486918683,0.553941962511256,0.333848319822358,0.0820392542704593,0.515841670870165
0.203358561102862,-0.542822812371891,-0.259738737966012,0.552849081695655,0.283143815730444,-0.0186292349259345,0.492126423493322
0.309603882887438,-0.59402762165422,-0.269601720982133,0.536685667460477,0.298824608906129,-0.105830249073233,0.422866306840177
-0.372649463074665,-0.34796572002901,0.042158253002991,0.0592296419556885,-0.38586333585296,-0.232848276227708,0.605200972535244
0.217224789354957,-0.335684700744307,-0.353806827664635,0.106416132955251,-0.218840202135839,0.37565709581048,-0.35616744110986
-0.238226901254886,-0.40796614887867,0.00388521782417439,0.533264522775825,0.274552533600825,0.0660223408749804,0.556490280504902
0.521332452914588,0.281557783414728,-0.0989367851120497,0.426788632897517,-0.412349726075558,0.0285342334613841,-0.215615311508507
-0.0180859222521526,-0.495694372407774,-0.161667438627667,0.568496969222573,0.376082632351011,0.0521859706502473,0.536048605239948
-0.382082284641544,-0.370934075996819,0.161774644414579,0.194302605958718,-0.264863822759607,-0.123143045641648,0.696661693156344
0.205587243415766,-0.132215171746573,-0.0823466145395506,0.469455294250435,-0.253481050290672,0.0775838083987535,-0.449229882735019
0.256661560099526,-0.0702500744489241,-0.0544004452972411,0.434545413441211,-0.221325671075467,0.0343928239110932,-0.458689317010726
0.0868576007759487,-0.594108671481263,-0.240425215460925,0.569480306366329,0.402943260419193,-0.20489800762514,0.329207422164829
0.038643130114643,-0.292997461926127,-0.177420912469671,0.447827135488723,-0.212464975115962,0.0587415634762253,-0.423555535710633
0.145782362020836,-0.207520037072395,-0.116056140249599,0.511780690348233,-0.28536022918278,0.0850392738512217,-0.4681539166125
0.0585657895119784,-0.286501517858086,-0.156051005215435,0.42781174658394,-0.257720762271116,0.107791962311726,-0.403923064871412
-0.209455145427454,-0.289881670101336,0.152164700116184,-0.484210575699746,-0.423327604492889,-0.0732925546580652,0.515232290563138
-0.666190301212569,-0.108753078432542,-0.365170406917904,-0.116763912695627,0.407032761145423,-0.532744295325943,-0.296408357403256
0.470978393638823,-0.110724926699131,0.27541706562855,-0.189264192715786,-0.130388458487015,0.338560496085304,0.182784280262268
-0.32045770428389,0.113315183337327,-0.379208056778391,-0.14468518761937,0.354764228929438,0.00851720361538033,-0.639040746536483
0.481906871509869,-0.162248997956398,0.28330391353961,-0.193471259015552,-0.202210027729925,0.399456240812019,0.276481305729253
-0.393903972287427,-0.625226545901247,0.109917523581678,-0.0749275861067193,-0.340707562402927,-0.237303154828094,0.703492922636974
-0.276560466987793,-0.28197144327464,0.502731342761866,0.576413797085099,0.13504447881016,0.242866174694679,0.729727995508983
-0.392205704320189,-0.603347631205235,0.219357466652795,-0.188760110736339,-0.403761424800916,-0.162675161439074,0.730054434764334
-0.153834068494181,-0.355957952337901,0.260281032173084,0.549407657438965,0.4003298394114,0.295161050263685,0.724020542151174
0.114643346172928,0.0122635564594549,-0.229464932567962,0.461548339929613,-0.316945049679995,0.12681241800535,-0.369242444667287
-0.444047326229671,-0.55628877174519,0.280067521329265,-0.188839968076002,-0.438953326796173,-0.0842454080551034,0.764121389886793
-0.28073396154389,-0.275023428520941,0.417184099826848,0.411580864625158,-0.024684824905663,0.201599635403069,0.653485512067977
-0.389825623388858,-0.607149917439092,0.0314025022297924,0.0460284394366021,-0.269341975160636,-0.351507160768702,0.653881377175796
-0.344089384754062,-0.293102599140147,0.395361781133581,0.360499557501086,-0.0954281060216375,0.214153780917789,0.60026651428412
-0.297219129712986,-0.281177673072521,0.373868301665017,0.229996157653506,-0.195134462527241,0.0994378585474198,0.601368152193898
-0.329554891305745,-0.350757224008018,0.302784762482877,-0.0778785992396804,-0.359613308871666,0.0333355210782421,0.678088018007273
-0.325423251093105,-0.288394792413163,0.384461565417009,0.391873189227432,-0.0719899572313938,0.169808606485003,0.674592944625382
-0.320148110813143,-0.319079881671533,0.391430737386441,0.501225664331954,0.0207521236289228,0.248944040682443,0.670475311656388
-0.399119763759755,-0.631477070113247,0.0879045810141778,-0.0352517877079588,-0.31595639156378,-0.294822177970396,0.709099017795854
-0.415318096016897,0.0266820247541286,-0.382897252689498,-0.00420466088355642,-0.0319920393373823,-0.518571097467524,0.383143803501756
-0.481743613704762,-0.0636740237534468,-0.364667327718473,0.0509714858375936,-0.0612556858389319,-0.600858884775082,0.489408994778327
-0.326870832267616,-0.392135559451536,0.295283407168245,-0.151437115091436,-0.357033379768033,-0.00475016715703291,0.683370298590794
-0.375165637161369,-0.611916603162467,0.170042579314553,-0.160093368915397,-0.37518701345637,-0.216068701330013,0.725453987423466
0.121514135387164,-0.501133872143319,0.0121078949934864,0.470008913471339,0.609227603631285,0.308055311032693,0.69645904151555
-0.246590169299714,-0.296356844782055,0.394409076425774,0.31919385725315,-0.0770735569882079,0.0958112520944767,0.586832107597482
0.113021631953778,-0.0632464016126704,-0.266652022907982,0.224004357816967,-0.200599364908853,0.207323379180923,-0.405310740455071
-0.410610275789689,-0.579392515053635,-0.0357650774665796,0.0836635043131512,-0.224644267248309,-0.405554631506691,0.636242180393746
-0.0440847485932541,-0.376153487397132,0.245500778574314,0.533691996853247,0.474550617874563,0.345483118471761,0.724242364502914
-0.492488107749693,-0.168501280049919,-0.324535376856495,0.0926401821520404,-0.0729008609813202,-0.60111171975953,0.551533247092357
0.128954955836637,-0.0849610209258358,-0.256713202195984,0.191625134360685,-0.156253738832755,0.237120835761839,-0.42785410802871
0.231678040860584,0.192830351364917,-0.208199215348967,0.459198863926934,-0.275371505227979,0.0463243668212184,-0.296950169194044
-0.396442193609288,-0.634676038743887,0.129046295127838,-0.108493102665243,-0.347794617162466,-0.238925456894919,0.724438189032969
-0.27263952958103,-0.298512438112295,0.482842939280594,0.413796281597781,0.0344659615263345,0.147694562946437,0.711795617409033
0.0736536806369015,-0.0711349759146349,-0.254998332342301,0.414302935645494,-0.309875437163555,0.155699492255662,-0.394298911394302
-0.33603963389057,0.19338437771186,-0.422732128750234,-0.122335776744003,-0.0115626625485172,-0.520817571433693,0.269407382884938
0.143492094669092,0.0400968604979458,-0.206484986737199,0.469787588726683,-0.308302906314784,0.0913579289804443,-0.357897343368289
0.108151863974313,-0.0655483728486272,-0.266422196816171,0.378269523888206,-0.282105001777033,0.177945786553851,-0.382206142336788
0.0956751215994267,-0.0660544206851872,-0.267499924290791,0.31212330344476,-0.268700567220211,0.178419100632954,-0.411667386950034
-0.340058251922486,-0.29379297976142,0.441206527886565,0.476064127790361,0.00817517025896031,0.219263591368278,0.714137261086567
-0.0544644157721643,-0.409085766578341,0.255132913197857,0.536666395718643,0.47455238807233,0.319732217738334,0.73885807774336
-0.364796949494073,0.126168141187561,-0.414611081277802,-0.101528882158324,-0.00748283276436434,-0.502769376491117,0.331442607340226
0.168631561131483,0.0999342633574537,-0.218504304656668,0.490568142548193,-0.315271837750495,0.0870482995135982,-0.338066120394382
-0.37885655607819,-0.6138750141978,0.073151918816326,-0.0286804628564017,-0.293011250939999,-0.285300381812548,0.679921868441629
-0.787782370112666,-0.312461616908376,0.566990139946403,0.454604845927169,0.489343157051322,0.639803760266543,0.0898757693271424
-0.145107485639427,-0.44551519611488,-0.0622270857349028,0.362346986535303,0.504828950626761,0.293253829162385,0.102644927995429
-0.39556327607049,-0.231398279522172,0.477152095526916,0.188595232512365,-0.147012554545335,-0.551012681623223,-0.509644145254244
-0.492327184667851,-0.275312123614896,0.444694454620599,0.230249077882288,0.508840623052693,0.678536976916724,0.0453044541761713
-0.535465787864041,-0.298075640378327,0.373904407915967,0.310802944019128,0.609480531620982,0.715787244837981,0.132647302246623
-0.570763508822092,-0.342171340067844,0.395992853114717,0.332679417965792,0.597576497925367,0.756735963190673,0.0774431978513715
-0.132186941545875,-0.196747945480294,0.328817063150049,0.186052606702258,-0.259039895364483,-0.701969281944913,-0.277438513039812
-0.488800963612327,-0.394027770974615,0.41271630637904,0.236945611663792,0.740089552106614,0.739047375625102,0.138483222245457
-0.346449069788746,-0.149574468317898,0.501481364257717,-0.024033524789193,-0.108729803350138,0.091994886901857,0.0690667809225408
0.113740349904522,-0.0191283182020976,-0.100235685515693,-0.272515749091582,0.0983060844783417,0.168046827217026,-0.162059269821038
0.712634678550303,-0.517481613358235,-0.228796063788801,-0.664884990458478,0.570139001220836,0.640449038757015,0.63981640727371
0.495244152323157,-0.373191341846093,-0.0782702919682925,-0.247460855566422,0.720953841173402,0.757944305787369,0.671674489781808
0.154489815065999,-0.0910863329582996,-0.0659546269580789,-0.272748951856156,0.0714405731108039,0.123575554769453,-0.146654616219051
0.276093930859426,-0.280580809305593,-0.0413377425852668,0.00591019865406983,0.688028415325508,0.767288041424414,0.694691196915011
0.316903125877994,-0.365597860588117,-0.0821406512820291,-0.070157282115191,0.743541670050907,0.819158852593856,0.780264114319916
0.698504557988837,-0.49825345368614,-0.184739338694215,-0.630574487358066,0.59157912498071,0.624182614296998,0.6331702544889
-0.00055613134323429,-0.0228467666057113,-0.114944369567681,-0.264370607448154,0.246172203972891,0.137115432884425,-0.107425056959915
0.0479426307062372,0.0036615696176614,-0.117041409768316,-0.278534398300278,0.219878284359048,0.116714506550106,-0.151780879164502
0.708967171084348,-0.503818274311475,-0.160277936323107,-0.664384348878882,0.620636215985713,0.595496614713022,0.63494971379387
0.135206657642703,0.558574013278696,-0.354822719265291,0.420630453886631,-0.267550510421352,0.193061426460473,-0.251328411832527
0.152692201975658,0.0734546227909575,-0.233299362787526,-0.196853427758742,-0.263156396999895,0.505225551164834,-0.578012659414213
-0.605083421239249,0.0505988102797716,-0.437510950035144,-0.0221088805161682,0.0971222901868545,-0.637649690421039,0.369659147374004
0.132214443130833,0.13013806821917,-0.232430988393554,-0.0516592714383401,-0.342135662987932,0.43961261125081,-0.525854008643978
-0.595852425533431,-0.351912814353703,-0.299754133358014,0.114422705635526,-0.0138374572805959,-0.689444398935041,0.582188565157792
0.0181474538709343,-0.411968232264145,0.0805567422227368,0.189434516825276,0.367998050812112,0.395882162902396,0.706749575669674
0.0252750266630201,0.0193492941159114,-0.26156492516179,0.0481368762622019,-0.287811368867683,0.496927989159021,-0.47084211652343
-0.206422139984534,-0.259061129722312,0.128177457105754,-0.125927925575161,-0.180561212242448,0.0560269652434232,0.534923443580589
0.0747841787130115,0.344990282807707,-0.310939058252781,0.335734223963985,-0.246967935662534,0.295177599636269,-0.298282287630295
-0.480557485454942,-0.609424050237922,-0.0601788763856201,-0.187888686223724,-0.150670131823292,-0.506232623929109,0.665799100157691
-0.326152365298772,-0.452316943791258,0.167001074065459,-0.342548524148929,-0.27964873169985,0.0358220232515604,0.672893711383461
-0.551999450912282,0.23821278227801,-0.511498504121848,-0.0875441244381805,0.107727298102668,-0.650468303012471,0.233660700052378
0.00100926014521663,0.294203366667102,-0.342769687969741,0.447499842378587,-0.372494008774936,0.356763041045779,-0.390456130320544
-0.510732326459065,-0.305418498914578,0.716945369308867,0.422646025813341,-0.210192527531046,0.162098686451643,0.606733022446022
-0.281381997863521,-0.341480295230179,0.499145052159992,-0.117419262448959,-0.373113554276753,0.0593524178527129,0.513930516118525
-0.319813285117999,-0.317072070108086,0.554480783923862,-0.00504099785527701,-0.33877213275183,0.0910028219258384,0.517431013068261
0.166805392764096,0.0834117823158573,-0.218865379568314,0.335940456816641,-0.275580698667051,0.0824579860860559,-0.0574131354323699
-0.301517230432977,-0.343257296513987,0.539753802176366,-0.00931181523659008,-0.364782675303313,0.0391645475329152,0.499606103411226
0.41664671982454,0.32039703945032,-0.0179329198469382,0.138547382734346,-0.148009758906354,-0.173089191178255,0.0252556016515582
-0.261000557213855,-0.647557475084614,0.345494171703891,0.199618446557421,-0.41474527881623,-0.400344831619392,0.546434669709354
-0.542801374237474,-0.296225014383923,0.754014552096114,0.588137921178732,-0.0651851966609309,0.213730982545268,0.613289873224745
0.372430562586158,0.337951671705861,0.00738236632221567,0.0845481571667455,-0.157601522756717,-0.333438526194944,0.105338040765827
-0.278351599581024,-0.343922539069081,0.504794958388765,-0.09960096125607,-0.368638576829281,0.0407254939795151,0.519544772071108
-0.498197827576472,-0.327190769000789,0.67146647599775,0.654271926812512,0.0860394564277487,0.251376589750646,0.589212731087442
0.331346827923816,0.316489657647362,-0.00209967455241289,0.0836443063896822,-0.170505307347948,-0.373507458363921,0.136034908398608
-0.563325104087075,-0.295264827095288,0.740321908676257,0.62459751043669,-0.0302274585094173,0.233622807771785,0.620287360776576
0.173054097076179,0.123056422946669,-0.20188968856503,0.353875890888487,-0.285788743349243,0.0708866795140647,-0.0677052007693271
0.422944469907276,0.357401341973429,0.000770648460592493,0.117571380230708,-0.137804538420884,-0.242736029147878,0.0551671521812711
0.408452782016704,0.295902481436305,-0.046136144127557,0.204884091248102,-0.17099374300281,-0.0924803390280391,-0.0231741743243987
-0.364800736710029,-0.386034819555344,0.430398415657139,0.692157152710642,0.324695374811923,0.281827956347578,0.556225354281953
-0.32156101627011,-0.394918971132155,0.35905098471757,0.748057635737053,0.38214105734739,0.196118796032894,0.516672372207953
-0.300371700247814,-0.645318356982425,0.427275983552105,0.0150683881436633,-0.428609147414929,-0.262254026283645,0.585600002057895
0.291437804744189,0.296943374586835,0.011882379836253,0.0930426310882769,-0.179261519095617,-0.451249852545581,0.18565484015361
-0.545582176329492,-0.302251656206927,0.732008248969714,0.64165687174942,-0.00559594931479301,0.209048723016346,0.6060830060959
-0.403968395515514,-0.375523754163703,0.511158757518836,0.709794625979959,0.296181159262552,0.244060857351918,0.565085705704458
-0.546701225316562,-0.328814486687041,0.735644890370572,0.530653370794196,-0.122481533337353,0.197700365796454,0.620841653445942
0.415704316150754,0.316894491604252,-0.0213081413699989,0.172048997968637,-0.147427419739149,-0.133758793006983,-0.0055381042556597
0.40108178767511,0.353059388732635,0.00453379202432125,0.0997577196728827,-0.146059424085983,-0.292685033840169,0.0788066640629442
0.281871128706983,-0.259101830881274,-0.433141022064186,0.0640484897687993,-0.14165593754912,0.57335452058648,-0.377496206849926
-0.587483432387111,-0.244726192687694,-0.168972995830932,0.145315788140357,-0.0245934463008171,-0.29335375997173,0.346029538003563
0.241587955140163,-0.285026336960743,-0.278561349990644,-0.168097916782271,-0.0950528421739676,0.440690713855062,-0.373149121279712
0.277391152108192,-0.259335849596935,-0.459082253792103,0.0345540675185415,-0.165383795567487,0.487237110492146,-0.445746527325218
-0.519600422329603,-0.363593902719386,-0.103036056422592,0.496658666983567,0.236537027995952,-0.229743499399153,0.230537039089613
-0.263689958442939,-0.427249006125781,-0.225197765128305,0.53750049234812,0.381904635376224,-0.195398152499733,0.256204938421783
0.313486194996472,-0.371374394829329,-0.239723949944196,-0.152051051455248,0.000977946728619838,0.264582801724603,-0.201764356134828
-0.555622782672103,-0.268442987481647,-0.44851544390605,-0.55803825559528,0.110670604096371,-0.336288711611964,0.106146327298273
0.224442128435765,-0.373898174967531,-0.320497701366921,-0.0103036939147232,-0.126082591128811,0.42613178156096,-0.33339496088133
-0.559483836561011,-0.263720097492459,-0.107899264732438,0.314161279693358,0.0166044423179255,-0.282443045871188,0.303787093431114
0.183085290168261,-0.28574024273395,-0.366837141144017,0.192308787676205,-0.286805156809169,0.479610671075506,-0.353377234243542
-0.522980070280241,-0.317872280856284,-0.0899275401864406,0.499841309802948,0.173714016053335,-0.216681230762056,0.261243237997033
-0.638089970968259,-0.300313052236219,-0.415819245680923,-0.417622362170173,0.020208486405434,-0.331052757411066,0.277559978269696
0.226991384937136,-0.322632701989201,-0.316977478961417,-0.00671680666818664,-0.137614199418038,0.367199984419877,-0.217298817234354
-0.307207591068949,-0.215275961755747,-0.18845043742154,-0.649007078374519,0.0911210877623999,-0.192905756142879,0.114865598314459
