"DF.L3.C1","DF.L3.C2","DF.L3.C3","DF.L3.C4","DF.L3.C5"
-0.34493484693859,-0.434669399183146,-0.000155554320836249,0.347842153972907,-0.0908057845986556
0.199802322182027,-0.53005688202303,-0.544764315504023,0.242387926063477,-0.241031874399065
0.128494933183307,-0.0625181142861042,0.237439854648427,0.0450423026804777,0.127640690003411
0.0718724452316059,-0.12313715143086,0.32192065097706,0.204627326869067,-0.0239838640272032
0.123200463818339,-0.126378595022383,0.313949692598824,0.168791111828498,0.018560823588038
-0.0269514379371749,-0.10213644200316,0.344043863020465,0.220418420193806,-0.0994994015689334
-0.366005206717291,-0.513770428958723,-0.0875735287424466,0.374117662600045,-0.0491608698372088
0.54833269717386,0.116911878932806,-0.636376158842836,0.386429448710335,-0.355149210537303
0.243087926282517,-0.651335510685468,-0.586904301563867,-0.179522798571174,-0.337179758180422
0.427739432428997,-0.296243928465151,-0.495496705406344,-0.168662545653226,-0.514300199595011
-0.344583102008639,-0.373787125637808,0.0582657802058654,0.336426137475767,-0.112837279978428
0.175597902911452,-0.656611305986813,-0.574458604809112,-0.0442052171534173,-0.36739932127145
-0.482158862205322,-0.453125367218416,-0.321377705812107,0.235878688390969,0.553461160620298
0.136372673949557,-0.640922193063816,-0.561159696580726,0.063200252835576,-0.32875357598304
-0.0495425370912885,-0.10102472025078,0.323402198312981,0.229674867056027,-0.107850070920333
0.560989176689265,-0.0162374253445794,-0.684950335342076,0.236951726503424,-0.450207733897452
0.509617809763167,-0.189149332557208,-0.630984540701189,-0.0123245263166918,-0.61765715754852
0.329555365178882,-0.604317984627021,-0.56861680711451,-0.308176479855122,-0.440251987901277
0.534074188638947,-0.23233071783524,-0.60447148936394,-0.0891800945765646,-0.594532847944683
-0.272904871911092,-0.168855825168504,0.252192649898159,0.251235663024308,-0.188954973632435
0.328948651706683,-0.410996825941065,-0.452695009534791,-0.205340414040192,-0.430994818271717
-0.0261632049320875,-0.0893116671813823,0.337400637259452,0.2110812559515,-0.119237195759629
-0.336650044854801,-0.301871663125606,0.112333880116046,0.293577627517045,-0.15197467351366
-0.229969181161707,0.201854544896477,-0.0246787577195433,-0.102577189494121,-0.10268605587877
0.308428206567963,-0.0453651017145742,-0.466986180844529,-0.291800911846891,-0.43268900829887
-0.254520804606535,0.0142804417181974,0.163739922854309,0.0901289648594551,-0.31950399774809
-0.384631191233187,-0.162563705874249,-0.155643295124378,0.142070340005624,-0.508799614069756
0.0274997189545515,-0.319584829316701,-0.583649392001305,-0.149026046686922,-0.544341790706369
0.25308361496881,-0.2097905029877,-0.636133735966224,-0.406268434338203,-0.501719008420753
0.358931405347729,0.0522888610823522,-0.51382452489864,0.293931359732389,-0.231326706712331
0.240205291686767,0.147177999175438,0.131691526781921,-0.190029573120525,0.132657806840114
0.43529726012773,0.162766080182435,-0.256484307087817,0.0301999865375692,-0.0282889558836747
0.398474502939796,0.0384172342528036,-0.408613536153628,0.0295014331091075,-0.185794872345331
-0.427559318208938,-0.200036864747466,-0.19951867838196,0.203890297348243,0.236842643062595
-0.183733929382967,-0.123675003558523,-0.41873413796811,-0.308415973152951,-0.530462924590864
0.174789256485576,0.0363615203037071,0.0442500607353,-0.101784685916065,0.123638141317068
0.290443326781082,-0.486878036299259,-0.535572577630965,0.00392565009868517,-0.0653152031837454
0.0169669844889323,-0.415366589295884,-0.370076735610668,-0.458072841745937,-0.085804636563289
-0.0965687634790808,-0.426551025904036,-0.383574464385486,-0.502608869630389,0.0914008330150573
-0.182869246634475,-0.555308595225522,-0.570876713503089,0.0678591662189998,0.263459929031158
-0.153921878417646,-0.468880052998928,-0.435868315215009,-0.582072891020004,0.0723737610948397
-0.423255871224771,-0.36475885915587,-0.500270181685145,0.109441363329623,0.388526922430825
-0.312721287115443,0.187764403575626,0.0326446081146043,-0.0148991442405353,0.0925327312754886
-0.0668400876245827,-0.436505043822389,-0.398724987992108,-0.534885293474004,-0.0539982104877388
-0.541138538240172,0.199363985894084,-0.171990956919621,0.00836131245937655,0.27126549021965
-0.113464451785663,-0.435167335061893,-0.387470958855373,-0.520036116210678,0.0515076270859557
-0.512407511970086,-0.209682650359332,-0.452710545414102,0.0618176901203711,0.378276523471818
-0.479261833366262,0.0992998810398121,-0.195043575581328,0.0130569898538091,0.253920109451266
0.196380844542405,-0.115511895670189,0.55564662390764,0.051585902922918,0.0890597830073724
0.334704877785767,-0.195254108417809,-0.543141234064658,0.325925969333698,-0.0855127330701464
0.269223803477994,-0.0330518572121539,0.366898903283542,-0.125348824091754,0.182017634743049
0.142535139249047,-0.124569758717815,0.557118199750859,0.0464137384739479,0.07819258004179
0.423151141396482,-0.0868543636300334,-0.468486714968646,0.51528407084549,0.187861958937696
0.413092075293294,-0.121342363464099,-0.338975423725072,0.565825595559985,0.198126428493184
0.364166603116485,-0.11529564297046,-0.301830507853104,0.578138335421878,0.201333840595491
0.0852036662847206,-0.636397773725187,-0.45196129928991,-0.0419051967227488,-0.00161767546778879
0.378620984288505,0.103289758643271,0.0797126214565013,-0.277472085298123,0.352182007869365
0.365096963894747,-0.11632092032639,-0.519029157020982,0.434004807550255,-0.00614738805116311
0.266868619580336,-0.0939610261306736,0.523592469855074,0.0983005291546184,0.0349277051071127
0.404394548342139,-0.0741765225242141,-0.45891934992105,0.555279430574813,0.131098988771621
0.22629542208322,-0.568342548901386,-0.525400648097251,0.0675631049254141,-0.1038411923479
0.245461913822252,0.062520404885005,0.179378736642712,-0.0990931588305601,0.0824986623111174
0.203985529028503,0.0723582181828488,0.219804561873768,-0.0754388578533127,0.0530915522063592
0.193853156028106,-0.068317978163567,-0.40985455877011,0.565866627681663,0.153660203793662
0.202163690336683,0.0368843311990898,0.0176256082773644,-0.133938975486103,0.166657074351311
0.262241243861788,0.0484900470902652,0.135879042239045,-0.129043625818924,0.117891919274687
0.242557889411516,0.0252441674982652,0.0373606963173827,-0.158347417996924,0.163170136310882
0.0542506529823948,-0.525403739148386,-0.345526891700759,-0.328998031948886,-0.0344348047541561
-0.729060561373641,0.0654872272576273,-0.45902849147651,0.0687941604407282,0.34543322383777
0.394732087696472,-0.0360666136589898,0.0424703886416801,-0.126559346770951,-0.142612672313928
-0.364474807289454,0.422500538141828,-0.0762059551827907,-0.165626212290372,0.327410147878241
0.475722569659256,-0.105840797771486,0.0226114754356436,-0.140261364972382,-0.128657862534624
0.157741109708801,-0.675752120365244,-0.634051964783897,-0.101105143057431,-0.014811918485498
0.542801236351068,-0.194502579145011,-0.555806649254057,0.334322984927841,-0.424919695657196
0.201925276396601,-0.68901728465813,-0.621835413750784,-0.209213198601583,-0.0890827201167235
0.54622316640937,-0.044129964227543,-0.560619160258305,0.491623565387646,-0.216527511257655
0.222306805388332,0.0258519007074088,0.221831117649928,-0.0672192636309668,0.187784402121669
0.249895708841515,-0.691860694698532,-0.627336222054092,-0.242235114448201,-0.136457547409077
0.469248831085606,-0.261188479125659,-0.491201932960998,0.180858032047444,-0.339301430622166
0.0711738593149601,-0.664698541291843,-0.623159898547919,0.021147532236084,0.0257723718869732
0.453175514233161,-0.270516103820351,-0.494786919895034,0.0708548121829666,-0.312461624143493
0.371157011601721,-0.376766961286954,-0.449482075365735,0.0166867435111094,-0.285659195995189
0.286338168434494,-0.536583067208986,-0.477405015663744,-0.165529480579723,-0.190198432796798
0.456359332348214,-0.318624182767744,-0.504718849707124,0.164161406862507,-0.312222164677886
0.520192282961803,-0.22687775644851,-0.535540781072325,0.215463309136473,-0.31567073026833
0.124563495301469,-0.693526270195389,-0.64831821456879,-0.0447060289130368,-0.00654905348595358
-0.393571589783863,-0.392931221085141,-0.276589098206473,0.275791708575987,0.262208286795834
-0.403335591238476,-0.509105453691772,-0.375920728736017,0.319912854113753,0.251638220213566
0.252608263240782,-0.558545143876786,-0.504623497685876,-0.191205193326067,-0.17564334855032
0.165538571386369,-0.693879628921331,-0.62274282618387,-0.154751490164678,-0.060526373129425
0.554702739095075,0.0690355164855738,-0.524970233164521,0.621902776974689,0.00506635615959106
0.39574618219605,-0.306474419513697,-0.450820100214829,0.111454133829964,-0.322194934515458
0.194292019747695,0.119670582564399,0.154197935598169,-0.1792578712491,0.230763218981818
0.00879776628172835,-0.651976664138447,-0.623069581503454,0.0797088139067459,0.0702962068832624
0.584082189805662,0.0157096100433628,-0.544648412847339,0.529204633351445,-0.184967305207699
-0.347085035967184,-0.560669868307798,-0.45154864135023,0.327330295521542,0.225599538988509
0.204578269722286,0.160186824643686,0.138871047831968,-0.204294056859952,0.223624478349208
0.171851090231409,0.00314794401654905,0.332456530304529,0.0727406362349056,0.149911067407333
0.158113549775175,-0.693003722949637,-0.646270270626165,-0.111713142450374,-0.0286071940872703
0.460586279579851,-0.280005450733016,-0.531836513072318,0.24154365392336,-0.407452627606072
0.227407663934224,0.0417510578243347,0.171391090524623,-0.129143134528195,0.217059655984628
-0.471589439611009,-0.307537073881258,-0.138508466738959,0.259987869862696,0.280272930241295
0.207749604328318,0.0186964528924768,0.244529078099031,-0.041974589882654,0.159694214728543
0.230963856704633,0.0610258969537344,0.175691090042761,-0.120688249093175,0.22824932704794
0.206003319269728,0.0787000226937233,0.17274197746369,-0.168312407026741,0.228827298057932
0.505474889435809,-0.272148676630476,-0.549400873937965,0.231503783544809,-0.361443189746377
0.575825070145567,-0.00704114423335667,-0.561617845281496,0.53833153698807,-0.207767845193792
-0.433175759068104,-0.334697812520491,-0.203056776850648,0.265044097373125,0.284468875847692
0.20925308435216,0.00796605927108507,0.285391528622261,0.00279179961691955,0.170040994248448
0.112856949817725,-0.659916608199145,-0.626539235945509,-0.0420524874038464,0.00147582012865877
0.41502466517982,0.381767024329839,-0.758038469492776,-0.103884597779009,-0.37364405093331
0.284668945650304,0.215201237596838,-0.47339774770684,0.234555346611622,0.122565834750676
-0.370253933260726,-0.102708857155706,-0.214417679089472,-0.393533977838575,-0.46849750093758
0.418064892235269,0.435848455716454,-0.600076314532966,-0.115011883878374,-0.267853856254751
0.464959741155102,0.456964014987445,-0.659265144521919,-0.000806124656545171,-0.204632481654631
0.507000845336144,0.482236480269455,-0.683193213959896,-0.0693292561401568,-0.205769138869851
-0.369603242303707,-0.325619698810044,-0.0485435162536896,-0.180486996937051,-0.39503913995317
0.490254076125299,0.526636578651556,-0.737610827466264,0.021813775548816,-0.208183039308917
0.101645638298671,-0.0971649991466703,-0.318448226662952,-0.321394173969393,-0.397057000685656
0.0372234554921704,0.188610184636733,-0.00804938758008977,-0.139900744963116,0.0996767087851195
0.570731168886233,0.202589402255234,-0.273756863353277,0.234330567143353,0.361221771582861
0.672588880423362,0.361458950019713,-0.387980256311664,0.426201780054636,0.23373323629578
0.055194842551795,0.135165221317734,-0.0175024884477879,-0.153934045853294,0.0807464826357268
0.688714771987387,0.334677755269438,-0.440579464601472,0.464249691602735,0.168482799351411
0.744035335508835,0.379068419095074,-0.499436354924944,0.506407361337278,0.218093503824787
0.564580453902577,0.204823361294634,-0.27652822325748,0.259187652570749,0.323228709012576
-0.0438463985457969,0.222307839215537,-0.109984441660569,-0.0549394185030354,0.112372639789276
-0.0548269193079804,0.230325014255711,-0.0565992649830858,-0.0723351987218466,0.101118150222334
0.541624141564621,0.215135146717837,-0.281504004805783,0.252136483188598,0.289914471833383
0.135055748834961,0.0779904681492092,0.434266625196491,0.11639154130762,0.235754431578488
0.212418280819964,0.286869953905606,0.282403404161797,-0.519396771128104,0.220302466987221
-0.587905105575474,-0.368055277578957,-0.400183253296309,0.337472388642759,0.318846612652068
0.221488279412695,0.210596915602629,0.312213085759629,-0.448689108203967,0.207659844824653
-0.399535775789851,-0.61342115252345,-0.638056661719779,0.339564223689256,0.231888718714884
0.553189730402155,-0.0164833010469487,-0.479450832019725,0.37041779145654,-0.0085610331167707
0.285721344839857,0.219720041256151,0.189343733489067,-0.411554104710468,0.252525757981951
0.208900953678768,-0.35405956390444,-0.38868746907618,-0.0891747875971218,-0.0402146751509358
0.189038626232105,0.12437809121211,0.321692670499713,-0.0266946905621652,0.238967606520093
-0.152946710006494,-0.669653847911385,-0.71516832467156,0.0277753451351118,0.122230663550653
0.203248269393829,-0.502674717903915,-0.545706482705068,-0.235171535531585,-0.0303175426186715
-0.68931115115509,-0.284395653163334,-0.240008915846085,0.345765857522302,0.354266009719213
0.259049343474569,0.115764150913834,0.337454946383547,-0.126330976039029,0.271416485130328
0.443150506606404,-0.342663526436426,-0.570169210585408,-0.0711398227554507,-0.597015051851545
0.27139003006737,-0.448606854064207,-0.413783719711768,-0.304771042630528,-0.365457515686825
0.308542315765954,-0.416145984141849,-0.428755705583876,-0.267821584818598,-0.424989060098591
0.20472098043272,-0.0874842245905549,0.201972624668447,0.0703321155193709,0.162989002171495
0.285617432679856,-0.44585656741875,-0.422986849081466,-0.275403837363624,-0.413538303178046
0.0161518150152491,-0.114321382525408,0.368549037564164,0.220466653418101,-0.0689183531612092
0.152064302340557,-0.705354805146802,-0.538402448723501,-0.0608852154816841,-0.260614080100819
0.493963773180369,-0.24764552104243,-0.626033628289576,0.0634621583589439,-0.641124020455118
-0.112053484442431,-0.206739461119464,0.348985577786158,0.25549807108014,-0.133977418506994
0.268750822488421,-0.457850829109828,-0.417213738387463,-0.290033332795835,-0.374134139100811
0.507429460255914,-0.14671004167222,-0.63232125184094,0.178564077291253,-0.565590087689342
-0.137970517095525,-0.245341847147833,0.314776541222333,0.262941139008837,-0.127776928231237
0.5003710193325,-0.221465640745863,-0.641952465003289,0.100999875971591,-0.624473690615684
0.197914263021555,-0.0878195717389259,0.229442169182187,0.0780732489121746,0.144535852542727
-0.0406348542844384,-0.14116140467476,0.384020868610494,0.252058270835477,-0.108392136781162
0.084516547553857,-0.08068784104866,0.363905000049849,0.198788121552385,-0.0186195288439235
0.50687400909285,-0.00459256342756365,-0.612208311297972,0.365285641073493,-0.379290117237191
0.484107978592538,0.00563543403483868,-0.597592885434199,0.465143107157159,-0.34016178036612
0.207023796077205,-0.674936238822426,-0.565454070818076,-0.201728926797561,-0.300787250197579
-0.185787302910539,-0.303033662249247,0.273329837602287,0.290212757960072,-0.152163516438345
0.495716814259222,-0.213911505664552,-0.636298494385051,0.129489867415737,-0.625167491074651
0.504183421759545,-0.0403729474627983,-0.633425148600735,0.351935711732381,-0.444154181694882
0.484763746678378,-0.288857259189113,-0.62984213527843,0.00931694960688445,-0.620100191732154
0.0484354159457241,-0.0885965690432158,0.367065484093716,0.213699452629536,-0.0534522970953768
-0.0811984504566721,-0.173085918050279,0.371497355251933,0.255975603700451,-0.124588009706809
0.402592400371168,0.222561966299992,0.123448575803513,-0.271607173854618,0.419148009094518
-0.141542052164002,-0.339301716928069,-0.518684502708832,0.0839646283919111,0.147421989754047
0.307281940316401,0.21613631614091,0.0544817234804541,-0.37318621884517,0.295639424080624
0.343096457324145,0.209639924593005,0.155779570209006,-0.300186239447966,0.428479352770098
-0.00867175158970546,-0.125197089734973,-0.545098867595906,0.294558583439094,0.0392575824323573
0.0655454514789284,-0.0504022196722176,-0.452273839242201,0.473704275446948,0.13976956612963
0.268256150435395,0.119712779667746,-0.00632101689361897,-0.21206292006051,0.246305302428211
-0.475268314778175,-0.227466584825917,-0.499378714582306,-0.163013695681858,0.472789043864624
0.373208795068028,0.155334855036327,0.0275668658422028,-0.310920252489831,0.333739990910216
-0.0824069312989295,-0.293608925957942,-0.501106236851151,0.149454247048551,0.0655128355791467
0.425604395876115,0.110868855721121,0.111122246990065,-0.282812191238764,0.366915563985474
6.48687527883274e-05,-0.162379431383346,-0.514228953608453,0.279136261168739,0.0250115384891836
-0.380210290530087,-0.338918375478569,-0.571652019281145,-0.118454917998515,0.442057811730346
0.342265237504905,0.102273147596824,0.0312572229676579,-0.229594426244123,0.326408925977407
-0.352627676143362,-0.155592912202877,-0.393208454905839,-0.234634783350633,0.293468729810137
0.176801367262291,-0.351524684153067,-0.596222852005205,0.212552814610417,-0.0235034346877012
0.126220195597001,0.186558682157305,0.332226036761245,-0.102685382196346,0.217603914948378
-0.00205986842234585,-0.601827297393662,-0.254372767689905,0.258975254664822,0.0151149169004023
0.332476035773421,-0.199321189958645,-0.493873627742151,-0.156428355931145,-0.321017560849636
0.0942276021582217,0.0261176217039381,-0.322725842116157,-0.267838952285318,-0.202780575800864
-0.210518145182772,-0.2451494988695,0.232121347178361,0.107464334380128,-0.0654955236633854
-0.170970288646606,-0.0695707716727418,-0.334175698581948,-0.411981674370644,-0.279111605792718
0.00194135780038129,-0.0254170576793415,-0.249297692394043,-0.391192853683166,-0.0928380895864227
0.0312701331894762,0.0508541398231196,-0.23918472008176,-0.0947506326231424,-0.00902306329743441
-0.766082830354736,0.240977520643243,0.105225612378609,-0.105379731944486,0.050325220485973
-0.127512696966446,-0.308428266187325,-0.412141626941553,0.140236338418975,-0.258897404690498
0.130967852990496,-0.434421455217788,-0.552491837537586,-0.409445056336309,-0.410337141870591
-0.394512529097117,-0.281303842888054,-0.0647972291147476,0.289558128567033,-0.338890042684671
0.328457037089294,-0.196382036869531,-0.592442594441242,-0.162252568869314,-0.564626049687095
0.442598868816152,0.0191804072216385,-0.654066199837988,0.266410023273909,-0.399836023063297
0.059225471932209,0.212294755656734,0.196635209331776,-0.196049063031263,0.177993580357389
0.230777307994291,0.0678809782464245,-0.337214692485664,0.153929234853662,0.0544721093976201
-0.4492381958055,-0.00546230628172384,-0.323727156579777,0.124187719436265,0.166648140285981
0.232201649981604,0.0584812377560573,-0.265517161189262,0.0533524477628252,0.0278898034421796
-0.175271973465827,0.189424641513248,0.191107112951408,-0.158080594544381,0.194223993082457
-0.38921143923479,0.115012629401895,0.00656038086587696,-0.0981860858675758,0.202491125169855
0.206981888990949,-0.151677303460896,-0.377739939212984,0.373889454607488,0.287775610878943
0.320233570902916,-0.157017659690324,-0.511062553572356,0.353277125734633,-0.284077159611883
0.355652918595546,-0.0166750025561919,-0.492780478998852,0.551847894623321,-0.113758982112407
0.380616907401828,-0.266856098758955,-0.50244342574826,0.427286983665672,-0.215677338070423
-0.0136979886581148,-0.677557204379852,-0.516549854724556,-0.107973045397221,-0.0875994821832948
0.25250735728999,-0.0300104757310571,-0.60832731621957,-0.300159645656576,-0.0770036067915396
0.233207796045871,-0.329778346166362,-0.667767374693241,-0.355860483814449,-0.318939179607902
-0.0207446742799249,0.0951506182514567,0.353190649778666,-0.016301273849983,-0.0940972975619752
-0.00139632799409273,-0.448263504123852,-0.630249054335594,-0.0467615118739388,-0.186624782973765
0.184890514102534,0.0552746849368703,0.264819579925146,-0.13427579668658,0.0605827821479652
0.156912121811488,-0.413646762945228,-0.641505187936603,-0.210897781305337,-0.251087233101336
-0.481136384863135,0.0376073809326689,0.0750072265581322,0.166611378273,-0.214349105852633
-0.28329863083865,0.158232196461484,0.362662197848652,0.0569106772579585,-0.234103460674918
-0.395700717531499,-0.245415380849394,-0.30269034495593,0.21378345985722,-0.1112268040537
0.213547244019104,-0.149124678473933,-0.449556620636819,-0.323374154471469,-0.231294491910998
-0.150503200206324,0.137399905616715,0.37041269203555,0.0219182450976987,-0.168582832918091
0.204704497745726,0.0433366934920102,0.134583497434032,-0.206341037662806,0.129382503151815
0.227003690149453,-0.211953420370133,-0.495390496584758,-0.455227068803544,-0.249537624488091
0.321130576298481,-0.248065063021741,-0.420605340378643,-0.148403861119178,-0.384256431394631
0.365670014712299,-0.213384389693742,-0.444451666234813,-0.0976717068012245,-0.391981504239957
-0.353509947942821,-0.56316425397306,-0.182323056470631,0.420125745716242,-0.218716656396371
0.0223337182441226,-0.0967523631518932,0.412074541617897,0.311104237469814,-0.0680996762344492
-0.121899108744573,-0.649908439950195,-0.451249214545631,0.285716435280621,-0.268208293873737
0.345229739473636,-0.200163735910243,-0.449526602865015,-0.131647181444658,-0.369075642831453
0.301618456647818,-0.198050235070235,-0.37723930029675,-0.160374004330449,-0.330577993974245
-0.0300404689674796,-0.661274093384873,-0.512013633924653,0.196559298231971,-0.294546094960504
0.352030324016835,-0.186348535536617,-0.416351456922547,-0.116545656110122,-0.371042855933557
0.35047371501694,-0.191701701059643,-0.411450388320619,-0.118163895623495,-0.37333833594782
0.113118786020342,-0.19986547417275,0.0601371152817166,0.0913955083505994,-0.0367464201343393
-0.351263955932819,-0.51493744998883,-0.203266931801062,0.410350127994918,-0.280902988503531
0.24533146658662,-0.215261967225105,-0.306537936352781,-0.224634721516047,-0.241095776589818
0.311831726405384,-0.25710761366032,-0.408211581011564,-0.16937755291198,-0.364059851621282
0.369064198675827,-0.059621003207702,-0.426623757262121,0.016370651112809,-0.359392070363886
0.259923196906278,-0.203539411661921,-0.31683860783127,-0.203015488728697,-0.256683154587316
-0.224572578531049,-0.64401957327978,-0.379192793910051,0.350039173788245,-0.205216011973936
-0.0337824501825632,-0.6674488995041,-0.512640628442055,0.209432997577585,-0.308485926243588
0.0219668753279096,-0.0966767673768241,0.412106951188302,0.310980024981686,-0.0682784877077531
0.275869812243957,-0.297030901420528,-0.37196735608033,-0.235989718360638,-0.329199213016148
0.362853848540229,-0.207047303385985,-0.43600754063723,-0.0987840744329631,-0.390668977345645
0.255693317325231,-0.274337891649149,-0.350029218119851,-0.236346286153791,-0.290873327209314
0.238376665665787,-0.272437863488245,-0.343996983879242,-0.240690718809726,-0.290235701440568
0.389524308520829,-0.0715831551215098,-0.478616819200434,0.0632320479217677,-0.398056948891708
0.312516053754193,-0.220169013583224,-0.392634013686088,-0.158566483153267,-0.350038835462991
0.296463747609448,-0.260526070151358,-0.401197396054578,-0.194805688390999,-0.367504142651536
0.283360107719389,-0.281018950774065,-0.394316163477279,-0.211502386470365,-0.345108480544333
0.262687839282903,-0.307763034264199,-0.369740379682098,-0.261877058742445,-0.312799877688066
-0.0316981383899133,-0.0873155919466431,0.452946301803946,0.333018155564756,-0.10007967002658
-0.102643257735717,0.0792556028746155,0.507013954710751,0.182363651717187,-0.0388023035189238
0.543336140655124,-0.194886826378903,-0.615823695320028,0.124050082933855,-0.460740495011355
-0.104569149257774,-0.64994586164512,-0.448133884067888,0.2657663769814,-0.26247692057179
0.375432875111539,-0.23975631142189,-0.407746328018269,-0.0876931273798764,-0.38244397414842
0.518713699192953,-0.0427501225958493,-0.608718204460376,0.372869020718442,-0.394568295298503
0.361129157214294,-0.466318221898431,-0.580425566607306,-0.273800542559493,-0.479034933450055
0.373897437476128,-0.218994542248001,-0.484638498142494,0.0368549897808582,-0.418376219496295
0.235377373223679,0.013767900656279,0.153683120830329,-0.116630734805338,0.146862022038744
0.186156043574258,-0.582439684826777,-0.564202724419828,-0.0507435010155197,-0.349320292687122
0.134786803641802,-0.00312741255781113,0.274987217100144,0.0256924749226041,0.0285337637769492
0.506129111229567,-0.06040541046589,-0.600931268666711,0.222637897588277,-0.441025408035275
0.388617249583979,-0.231208165566767,-0.499301412575725,-0.172841346721257,-0.44274509980203
-0.227865068211081,-0.160252992387722,0.0634035401430095,0.288672164939377,-0.0713982935913233
0.0872674948992019,-0.057467675427112,0.133617379463457,0.224524859763203,0.121117395181955
0.139530570261137,-0.0057302819695475,0.168253234806183,0.22957487058823,0.169926728496255
0.155259200140221,-0.358927842633086,-0.445047768792,-0.224364188197916,-0.0577459182712632
-0.0297983819919261,-0.0418843927869905,0.218746469548028,0.285316985094451,-0.0248989781760609
-0.170502086382543,-0.0586958304459322,0.0628175944472809,0.226952229839733,-0.0942201839949852
0.157779576155149,-0.0379000025715255,0.152676143467253,0.235397512654596,0.167814475945905
-0.17100664577923,-0.395578331975329,-0.285636884433784,0.264585007871634,-0.0681231684677748
-0.0175226508540174,-0.43807158474888,-0.440926976981658,0.0828931541790762,-0.0703158646544841
0.277159329712095,-0.0812279077731954,-0.290396830532137,-0.0761910427627805,-0.168625517120265
