"DF.L3.C1","DF.L3.C2","DF.L3.C3"
0.419362099061418,0.279947315118006,-0.634047443824532
-0.0944989993012568,-0.515402146059983,-0.221454901903333
0.502020149830357,-0.170656714816062,-0.693647695255621
0.325788429059365,-0.781627506797429,0.129696997690518
0.502087650433176,-0.209428350460248,-0.61568516488665
-0.34394147258198,-0.15326917380029,-0.0889469016096858
0.697437637426289,0.480042043325058,-0.284887391646911
0.559758084343809,0.404586740678572,-0.601766717796788
0.486045051695505,0.0237411613035459,-0.795579311604476
0.539869567003219,0.39773086133034,-0.621795529260564
-0.300133129604969,-0.333451898742025,-0.170176014712082
0.374027301564286,0.117946104906934,-0.653134536704268
-0.359991963949833,-0.120500882972875,-0.0945720886889476
-0.158443573981043,-0.457321466846406,-0.215400838947552
-0.0986369886719967,-0.0535596603140522,-0.0119311468782954
0.350788594940687,0.332244951223776,-0.472242876178548
-0.261046252525402,-0.159454493593411,-0.182396271614057
0.00895523249160468,-0.288584580114536,-0.4023787165661
0.423006872605713,-0.0250777875208077,-0.624492989420442
0.488425650792435,0.220145965026616,-0.632503485736971
0.546982633899334,0.285776085862803,-0.0858301003745652
-0.155818680324602,0.244188178280724,0.107751488184126
0.291661796688071,0.400740798317719,0.0941455573669344
0.407180310153152,0.345440343701841,-0.126775516435308
0.169142780405056,-0.533028513138177,0.0680576186448306
0.217589744664821,-0.0596713865689649,-0.551646873873414
-0.0490240999995557,0.103797243367897,0.0612291514399845
0.542317702203436,-0.0532965125904585,-0.383768077049524
0.277970704673395,-0.162411485930357,-0.473796216819503
0.301341164488869,-0.287879936624566,-0.368606304427461
0.547411460145806,-0.525342640660832,-0.173928717002504
0.325088513658021,-0.331846060111182,-0.431143892246806
0.466484099776116,-0.641575491134252,0.0368231491477145
-0.115660786534367,-0.192572107476038,0.151259822709787
0.284377628098455,-0.226659514605283,-0.485409949986786
0.0748088235263739,-0.388064264809154,0.272045154046657
0.290123857991738,-0.286439025989893,-0.405695591495664
0.392954166399227,-0.619443308925046,0.109678489050952
0.108586559593003,-0.391267305522162,0.208950775345144
-0.51612532083456,0.0397673459557536,0.00520990646241848
0.614622510272854,0.105494795003758,-0.103567188622963
-0.337556672646549,0.148373025508116,0.0591842870211214
-0.533216668067073,-0.00514487778620887,-0.0131150805457625
0.66072119330215,0.180148946618292,0.274334975082089
0.547566209649654,0.123767092691085,0.291751022440144
0.499271004421102,0.0802427816398,0.294421549657183
0.424650322991347,-0.294594801184992,-0.43529494965125
-0.0118356547832703,0.281071503969727,0.260579254648455
0.631609632050947,0.144421640688186,0.0487781121616133
-0.474187975043505,0.121216135094556,-0.000427845697316132
0.635758331453215,0.164048723635101,0.246013057377307
0.517025723872065,-0.156151232818938,-0.434248704900006
-0.188523836766606,0.203750766417285,0.0459065788265391
-0.238771947780958,0.178627400281413,0.0360406579997622
0.568486133794994,0.00353426379532285,0.279242801620216
-0.0311031316460557,0.135123261280846,0.0868130413372896
-0.139580587767876,0.203414912292844,0.0565609502741489
-0.0441984783790057,0.167651493253315,0.0683046287905543
0.291511472870325,-0.220717660241602,-0.464685707061512
0.311959472108607,-0.579198250194913,0.211207873409341
-0.0730633574912074,0.321404139983771,-0.159524141585066
0.00275867139040542,-0.10996636250439,0.402511482051477
-0.0289215460232042,0.346914618608668,-0.185857680881568
0.617911778505559,-0.262655079678489,-0.478564699217537
0.585034792524587,0.328612862512314,-0.337689735299281
0.587277965297058,-0.215004049924028,-0.572270989159343
0.665369836220853,0.354791726333156,-0.029244231055686
-0.215106892559454,0.132087143583164,0.0965464924713672
0.587650219586409,-0.167847322593996,-0.623527420454388
0.498504236885933,0.23432586204628,-0.374579428361817
0.613034747179162,-0.339473722606992,-0.407036233898976
0.488530966123464,0.223608741948833,-0.397065679994469
0.429512593255188,0.107909210124308,-0.461965743893505
0.44627983534961,-0.0452624469072289,-0.547655597352724
0.516273362424872,0.190544230139138,-0.394112802748209
0.566633914827914,0.285883619792936,-0.319991889542994
0.632105579276065,-0.308737409528138,-0.466572111887409
0.265743574782727,-0.632962509975138,-0.0198770814712732
0.363686386040097,-0.699278091362581,-0.0862761922505737
0.467295190404375,-0.0828499251747554,-0.554519905481274
0.594066279665136,-0.253970832841583,-0.536156163805965
0.714305430969793,0.386265500185546,0.279830320175043
0.441297689374616,0.152302160787727,-0.407439213700042
-0.16152050142912,0.153053822602311,0.166608257269039
0.613685571905127,-0.395595725362234,-0.352688821023766
0.67125197687414,0.408511232733643,0.0463781418989621
0.445644400478885,-0.67665125210908,-0.12734162180292
-0.15118248994022,0.181693008475946,0.182189476427392
-0.317454492732792,0.0681776181246793,0.0924393638480797
0.625869984509679,-0.271157046661431,-0.50136049182247
0.538765443455581,0.223864975387082,-0.410687762212009
-0.168555836375391,0.142255325863904,0.113858333471804
0.112206858770272,-0.657219251596626,0.0348722938530298
-0.239482297393632,0.117872175524644,0.0789460359148392
-0.169296150557548,0.153119008535903,0.140797570116111
-0.174779968699096,0.143091570674728,0.14027461970489
0.567946599866419,0.257641062360986,-0.378819765145416
0.690840129042348,0.3979114321975,0.026914141172826
0.185906689598914,-0.642580870866705,0.0254122683886147
-0.273538512817223,0.105728131384955,0.0881988842478667
0.611439699253631,-0.292109571865029,-0.437669433849532
0.670332510727004,0.619531624889278,-0.170648684297723
0.544199500548492,0.302649412093242,0.273386390676211
-0.024325641765057,-0.204697576273777,-0.527763899595686
0.512421980695412,0.627999110643229,-0.0432087228610512
0.631363050809666,0.656256687966265,0.0654944362825668
0.652346014985286,0.711085762967559,0.0597054984861025
-0.121573298482355,-0.381251199280237,-0.522920271613642
0.716343416531939,0.711688888482067,0.124602874611035
0.173309591315875,0.137356811385866,-0.468432646393217
-0.0406778362335285,0.0969910029512017,0.129300314394289
0.513832813485178,0.447385063579337,0.552592030668832
0.589601601838911,0.605959021673923,0.542509748739222
-0.0142879859539906,0.0860866507039719,0.0939895362058155
0.626361005034326,0.612621374629311,0.474683855966546
0.711225160934096,0.66426307984267,0.540089611464159
0.504284386245309,0.449765815408575,0.527231131335503
0.0618946192143528,0.0444170876578691,0.180098019965376
0.00112603715075088,0.0383865155179839,0.17373824676351
0.499673520820431,0.433057222995985,0.505007587136701
-0.413292265568141,0.0385058795308872,0.193855630913178
-0.333130803719522,0.306736441256334,0.140332492992911
0.340840506815135,-0.779337227028922,0.0247348083974406
-0.343775493549455,0.259444401631293,0.10953858447974
0.596817103786415,-0.726757004752928,-0.15723970120944
0.641088675812127,0.373076864324012,0.128966960716953
-0.21963905485752,0.308220274776399,0.16006798016664
0.37709725175662,-0.0457608259214564,-0.302080458398102
-0.312343490000387,0.131404259174914,0.183143533531288
0.66034354309479,-0.518033091470311,-0.344736554508951
0.522828746995828,-0.106369418433021,-0.43037050908283
0.176836696553706,-0.812374946883488,0.0961606955896734
-0.320758854205724,0.191491077153826,0.17059736965909
0.488800906947289,0.267920921148813,-0.693845396282167
0.329378270817328,0.0470525466137311,-0.650521618356288
0.341127398089272,0.106215754049462,-0.663456531651179
-0.16678344225357,0.0392485612219807,0.0593240041076274
0.333046179711323,0.0708971976526512,-0.671223834851392
-0.366983275397639,-0.112942121229895,-0.0676985919103064
0.482490352793255,-0.226395542016646,-0.640171982732757
0.560813201183418,0.359375106302728,-0.634787578990206
-0.359428218401587,-0.251168348067244,-0.151290185708859
0.332256454578025,0.0409935228658321,-0.657486250718328
0.602817742018894,0.40025819416319,-0.473031395099982
-0.326579085531159,-0.291546913832338,-0.168946292955263
0.584366347645646,0.372308456454138,-0.602377287248518
-0.19941687622513,0.0346222309872833,0.0443895702271474
-0.386257887211055,-0.168594004903707,-0.0986105757438898
-0.357850419862167,-0.0448608000026067,-0.0253450441071927
0.654851754981994,0.412064716306452,-0.178299830974544
0.668210874800237,0.379166868350604,-0.100017065686737
0.498217964600661,-0.145648467515489,-0.695812782545166
-0.290642786736862,-0.354212056519982,-0.211158596934096
0.585408617029634,0.370460376420177,-0.583698365557278
0.66070624653094,0.406912188558436,-0.251336978467892
0.563268738444958,0.327417132354979,-0.656811050182189
-0.364985410722018,-0.0738926290316912,-0.0459884001710609
-0.377933952244366,-0.213088863237359,-0.125273345237626
-0.0417787949206938,0.40737146727747,0.421985044043091
0.492499566217051,-0.350948903568267,-0.12193146167196
-0.0569928354641602,0.296705941010149,0.241568823715016
-0.081780609286263,0.337762190481697,0.412848039282441
0.581499717610011,-0.136597394959296,0.0173557678156908
0.569352014978243,-0.0699686394831427,0.224304379518859
0.0494671607710025,0.197076102486172,0.210340678048343
0.433502821382761,-0.573315983985785,0.11433103481841
0.031032430234304,0.311176286533124,0.27544904454464
0.4923458593749,-0.278959657182375,-0.121009239884012
-0.0435578712972031,0.34839055146186,0.274571648561758
0.547639365731651,-0.146710725987769,-0.0216158970473137
0.523137921528816,-0.555028747808005,0.0225387508967537
0.032104411265837,0.236654655189352,0.254976491252334
0.307169291978606,-0.382971484937822,0.0143715178881045
0.632384547861865,-0.0993254983006373,-0.19655785816315
-0.32695686213876,0.119099892920337,0.188314260023765
0.28848313732554,-0.394058106672897,-0.277691208675682
0.437969791967987,0.213863556011321,-0.428561893782588
0.202017704981538,0.145151809489741,-0.26558825273378
-0.286286881350533,-0.332393022286901,-0.182725317815903
0.149121135005256,-0.082638830995013,-0.399425592293361
0.127987540825146,0.0312603066671382,-0.243325896277192
0.207625093514689,0.0138848552973344,-0.0229079598227668
-0.305306314594624,-0.476512538833836,0.10172648043997
0.349981253826885,-0.23341747199139,-0.340889459822453
0.406878408782327,-0.0210988788582704,-0.695883363736874
-0.0292923104183713,-0.443799773809773,-0.317391939312888
0.476368717783642,0.267797722395111,-0.620449984323314
0.655246236543259,0.398996616899127,-0.240497076179122
-0.223145763806549,0.105033079189591,0.173906674359193
0.396389840141395,0.162373993734121,0.125707979920094
0.233920892072903,-0.38658452573508,0.0986070220963164
0.292284453667041,0.168653152830882,0.054567837043469
-0.242848738398891,-0.0869783957023087,0.182722793558949
-0.0976095741282264,-0.274255498228553,0.15145529783438
0.532929155562749,-0.022263629879907,0.270544703584398
0.557590256567064,0.15650835322052,-0.200846758965409
0.613815334450531,0.207003500619665,0.0832783239143392
0.581665951623456,0.124073225436573,-0.198096464912697
0.455205103790119,-0.354886453724826,-0.514301618095898
0.574351262244513,0.213387820136543,-0.219266727048512
0.568751571921332,0.0882638562813978,-0.574220534146504
-0.405959312437352,0.0256401781343594,-0.030899574784494
0.547354216698919,-0.206111091299058,-0.442631486689729
-0.286269921865572,0.147395702854542,0.0135577187228695
0.556325222106228,-0.0456064619952063,-0.524406608770292
-0.194878092090204,-0.333657878201742,-0.0992538500585667
-0.464377816204624,-0.120649758428677,-0.0754675030586922
0.212419485505889,-0.436622476363284,-0.183101350848579
0.364389513894766,0.151875577298934,-0.398579720492544
-0.448560830711535,-0.0418271979396421,-0.0502317440816591
-0.150769540129786,0.151477997394426,0.0398625321783069
0.401906696763173,0.145159557047005,-0.492651267127086
0.353090982292002,0.184398320199612,-0.504016851598297
0.386105629090996,0.2346497007969,-0.476977818767396
0.131872746660603,-0.612552151099494,-0.385258680529364
-0.407056273223394,-0.108644149233351,-0.0375347584786894
0.406266872575054,-0.441597932595968,-0.509899808970952
0.386043289761056,0.225128442476771,-0.463692811192068
0.313816406425781,0.186473269464823,-0.43697889517188
0.459313770398277,-0.361232652575592,-0.559048483641842
0.355473790385075,0.237063706310831,-0.451079344928588
0.350171634876927,0.234136410848976,-0.455492255257036
-0.0564238192265316,-0.0460632301068478,-0.131507914822463
0.144248840099983,-0.557817504026736,-0.403856727209975
0.248222612037394,0.122043125180723,-0.395829948174754
0.340811245170513,0.17024489089843,-0.499971285862202
0.383795877088419,0.298216990680396,-0.328452967891918
0.259062053078045,0.140239020957251,-0.394294163426943
0.341091411046615,-0.53582396505126,-0.44901132095939
0.457893821413662,-0.369507380363601,-0.565815829451629
-0.407013669679529,-0.108736320957944,-0.0375037176173414
0.304000443195757,0.12251957294801,-0.51340361109552
0.376320592692559,0.235136829322622,-0.473785987237535
0.28725078450283,0.109359560281026,-0.470689969353246
0.278874834767407,0.0985019197430057,-0.467275564584558
0.44171879766162,0.310906659506528,-0.350162554271421
0.328561976738865,0.187620748435363,-0.463638340285953
0.329125585443254,0.161908394754307,-0.509886427932261
0.324288314616734,0.135799813596661,-0.510641201083992
0.300120457466876,0.105172573532007,-0.515552640077567
-0.454933761966587,-0.143002384304228,-0.0477642047347469
-0.524401368144232,-0.102643407915114,0.0477462946197245
0.614356639736025,0.374926044203792,-0.426509370728254
0.405068789973654,-0.422902567889721,-0.502549165744789
0.35578367944647,0.228533974482326,-0.470670693918124
0.653380846405636,0.387666000374038,-0.192754042605296
0.500580927204869,0.13210289911768,-0.724699594091758
0.444068658565802,0.230837804426078,-0.447943475069067
-0.14955316277604,0.15705570988856,0.060948907706021
0.499565435229567,-0.11665039231588,-0.623391157095779
-0.287995158831652,0.0670269621034918,0.00394741271169086
0.610766973164131,0.402456525473832,-0.295951095076783
0.430291703009779,0.263136319452398,-0.5387167765202
-0.0908496607435063,-0.319144370391576,-0.0894457479443027
-0.0974819055101359,-0.0546763902834719,0.102776510424853
-0.113270964526314,0.00745114208609521,0.166204630052414
0.404917564345139,-0.0530244488354334,-0.358995437455899
-0.211702461108716,-0.120128432113442,0.0211441433675522
-0.0883084485188417,-0.216400321134449,-0.0496040941673244
-0.0940559885529451,-0.000727563727370262,0.147773233081806
0.259302252461558,-0.373933062528485,-0.232075027311172
0.404756289574985,-0.250829125859543,-0.311267525396607
0.258109407499833,0.184495107940372,-0.221763684631257
0.161113712338399,0.0756973862106178,-0.202990570675871
0.361776345146232,-0.341872213148218,-0.234804075989437
0.109009764095281,-0.363312080893983,-0.160429693310651
-0.151657615077049,-0.0430565459903514,0.106846472098399
0.565285065829412,0.505484813414684,-0.242691393730623
0.431578255577115,-0.0738820599940535,-0.656405263879346
-0.317886977724768,0.072380898482799,0.0261114439660586
-0.34816653270548,0.137259242266132,0.0408955967348361
-0.286658564489574,0.246281865764634,0.078330666224072
-0.328608743444636,0.229551023137903,0.0631029922741323
-0.361306988542154,0.122746075271905,0.0439049882302706
-0.401394504764332,-0.3245305892891,-0.096015046144688
-0.245061023570526,0.354296847439086,0.0773554509114056
-0.365260399064766,-0.195679001555507,-0.00408266673628677
0.358305279226164,-0.35160858111008,-0.54820798377729
0.397238926503532,0.368489502585251,-0.387041944630409
-0.411466364822743,-0.195082938821808,-0.0396204184679771
-0.275743231465551,0.280528012604853,0.0751316287322877
0.120425065376795,-0.159165827031021,-0.477196120377471
-0.175648292020369,0.411379444608195,0.0856411177708537
-0.340582382097609,0.0668554679107011,0.0519330653957635
-0.317272188926299,-0.00164785779864718,0.0155611923976152
-0.347296055019061,0.035329254221348,0.0189207646801497
0.44114257969263,-0.384211530187783,-0.202150464461204
-0.129094559756075,-0.616417930255553,0.0222270544164336
-0.41987329572849,-0.227454505760372,0.0763540928779685
0.206636833908886,-0.283242788122436,-0.233813065052262
-0.35828662418641,-0.0968605318438047,0.117525455897126
-0.393478780985961,-0.220186021478291,0.13288081149141
-0.356861089249206,-0.0601401993701032,0.126294246284697
0.487173552868169,-0.639643564894977,-0.200802443468544
-0.360811062037709,-0.333935182056784,0.154188471395309
0.431578296171845,-0.223624227275893,-0.409153095252675
-0.298025407938182,0.013646682874901,0.143760556244508
-0.0989533970177634,-0.615812356260688,0.0306017247140173
0.439479213252037,-0.23272140565412,-0.417143359565319
0.485416259648951,-0.685907333601837,-0.127646391920422
-0.0178061570044123,-0.673883531944676,-0.0606347029855021
0.365049038215354,-0.116960031575843,-0.362031973475113
-0.247482155024518,0.055150488718418,0.147277005167056
-0.383057349108037,-0.27194709728715,0.140873535108213
-0.227590445185558,-0.342037730194739,0.0591610543765282
0.187513429940589,-0.0675323875787674,-0.0972754067508732
0.357446822531783,0.399304771623606,-0.267833948739329
0.234033918479411,-0.089048703015278,-0.555458654079428
0.287378811326108,0.314460771099773,-0.344094153878603
0.202535379420218,-0.118866738381217,-0.530149364098597
0.260689183916342,0.0356502608333092,-0.539188261726434
0.247969620443946,0.0334870369867623,-0.522894192012712
0.43966472315662,0.442594938041772,-0.23322594691382
0.377991742711174,0.401342412041274,-0.260046698109649
-0.259672441927302,-0.332929332427577,-0.29998803399015
-0.235170316715942,-0.33849104141538,-0.331474586217013
-0.198766535314122,-0.357451634596255,-0.360910967703306
0.259432649271897,-0.00905477863140813,-0.584588601135954
0.221363696927971,0.0464339227673658,-0.483069049652662
0.558182292726916,0.577878281860449,-0.112251026459383
-0.433015300351376,-0.131274073851554,-0.0239293867320036
-0.197041315995249,0.0644274707345346,0.103132323624932
0.613279276640353,0.143846446905894,0.0353002314820342
0.423412736333083,-0.488343278759324,-0.363611661420709
-0.292140097814981,0.0174662241354175,0.0732563148171281
0.416435953680796,-0.346749949993248,-0.391850818088423
-0.273639826022357,-0.0250784968963442,0.0503295676688597
0.551771390794725,0.284285566584022,-0.611604048963675
0.558606745119417,0.290359452396222,-0.616923693226968
-0.39365961002082,-0.217529812654649,-0.0873138050890678
-0.244329485094726,0.0170989957112119,0.108567009792665
-0.416211740124058,-0.0534498183410226,0.0746714960380817
0.321166377236028,-0.0588030096324037,-0.505743223342606
0.460955262629877,-0.20039950659213,-0.575287315404735
0.379432398240071,-0.368390752544556,-0.460284805162221
0.404324289553394,-0.117313389839317,-0.694642272783637
0.469439779623029,-0.159152992901431,-0.685744131377841
-0.34272078623255,-0.319202873470692,-0.185459239837436
0.232688208213515,-0.435462361683279,-0.415856209393674
-0.32937658273414,-0.061621029160404,0.00860792668090726
-0.404379300583517,-0.138904289935186,-0.143099087682143
-0.330336342603816,-0.331711034737745,-0.24120656041698
0.71767534485537,0.555976344460964,0.00424541051472904
-0.226956372779809,-0.434182599439391,-0.373834957651421
-0.244536191458945,-0.374564639840642,-0.275816117859444
-0.382796540396868,-0.0741457886604917,-0.114075130333898
0.4416574940565,-0.247765037879208,-0.643706578339701
-0.398852886430405,-0.0963511065249363,-0.117525579721766
-0.400500193193421,-0.0891658610869859,-0.0964661099734225
0.318618761417641,0.22134397691823,-0.616520690350798
-0.393876191805504,-0.22112382997001,-0.176788334051363
-0.396782161674956,-0.154529337341396,-0.137996649485181
0.379423470296047,0.193606127278484,-0.731650925121412
-0.440756828405934,-0.127473619421192,-0.0937442070552783
-0.388684637519668,-0.176048755250626,-0.146444380007395
-0.247084073424499,-0.404086235360305,-0.285706367470878
0.356457601152772,-0.401609425810718,-0.601493309376293
-0.320565585840917,-0.393690470964956,-0.271647811859396
0.343422195265667,0.220065638844705,-0.699738233046501
-0.346296069618623,-0.290086563621888,-0.209015098080406
0.498019821565334,-0.0162785741765619,-0.744328854951332
0.354632390929003,0.294347112382346,-0.513521237290029
0.348930007188477,0.203465856559028,-0.670790185055823
-0.403703901217111,-0.164069488516973,-0.138654379619206
-0.227548076816613,-0.451431198456791,-0.386732015900882
0.486733148498826,-0.112163024054081,-0.736839131998283
0.133870459371779,-0.536410962690896,-0.508405760319492
0.425356275982102,0.215536899354535,-0.73897399698996
0.452265223431171,0.177819489311106,-0.79054110702252
0.563290455326177,0.581345299712156,-0.456301099950785
-0.402139802351668,-0.223183631783473,-0.175714497139656
-0.398709963192231,-0.0162592668538217,0.00445174749183186
-0.408269090015331,-0.0483727197260737,-0.0641558219768255
-0.402627115568602,-0.128994917916172,-0.103328032640216
0.514756299003266,0.100624666992339,-0.819319769442844
-0.264382997236458,-0.425281767447653,-0.309515249017327
0.74386372129471,0.513523273223969,-0.232469731097512
-0.450582094878383,-0.033379553534072,0.0560508256539978
-0.381884566064246,-0.0740641395027661,-0.113736366375524
0.726235800954397,0.607019081324105,-0.115483896757802
0.415038878973139,0.444496716649718,-0.500421433428609
-0.41876547287994,-0.275342724948325,-0.211552763141919
0.406171242835828,0.352368701346729,-0.551700301503888
-0.388315707100277,-0.302053116578269,-0.231326601098398
-0.397267812055673,-0.185842579070829,-0.154187320643812
-0.420069029977425,-0.00461917653497679,0.0510572517074576
-0.360223504035117,-0.24854349667722,-0.185263033674823
-0.414918303505404,-0.187603766156169,-0.165308723808187
-0.4037092231916,-0.0506927524769927,-0.0835286737122094
-0.383343335012032,-0.0418983614386854,-0.0164664461839699
0.416092882592073,0.350193264711676,-0.528775628897114
-0.399807789006235,-0.0262714855441997,0.0224999272256665
-0.39591153596303,-0.120483752950198,-0.116607221050566
-0.401059108107314,-0.0888227042262508,-0.0965788708063526
0.432414130752823,0.151517970024814,-0.789469950158731
0.505743303267307,-0.121177211044922,-0.681666623732366
-0.398335160782137,-0.0970985070912622,-0.116755959003068
-0.420030096464788,-0.00469140245009059,0.0510827701340654
-0.128385151233968,-0.46555796610467,-0.381506015652067
0.371502974453855,-0.392164255704929,-0.61378948440971
0.374796216145792,0.16366649417597,-0.76464983030961
-0.399658956060411,-0.0167949721702654,-0.0263052736187903
-0.401603182171875,-0.128383391487357,-0.102560191401491
-0.409709274761696,-0.0805106661552843,-0.0956338131534842
-0.398189328257491,-0.102371684906445,-0.108047495293599
-0.402899687923586,-0.164136160454502,-0.138555431762768
0.316874319407258,0.174028284349463,-0.670703096402057
-0.247103461626493,-0.404493096904061,-0.285615357529293
-0.349563333645259,-0.0145098765930862,-0.0033975159836801
-0.392943612904929,-0.220791460577874,-0.175754173908593
-0.425022713565377,0.0234349765858408,0.132652391609917
0.306099500091784,0.186096718480171,-0.598590365424232
-0.0491486742524154,0.638231700547918,-0.0505345998237525
-0.187142727784689,-0.503830294348269,-0.385119074567496
-0.155644803523831,-0.528553542024032,-0.465389150820186
-0.277579219954094,-0.409241940976095,-0.264383952985625
0.0111894389305258,0.189169256920951,0.206572237400405
-0.284303850283034,-0.338638826924273,-0.214353389739885
-0.155093174939079,0.176892229000713,0.097810390331613
-0.263089937321031,-0.483881340768436,-0.357496214889327
-0.0423536306205807,0.160109234999376,0.198761545056975
-0.119044527978243,0.179777365410577,0.0839885015391784
-0.0195172338567084,0.193634576006775,0.199754788607641
0.00361850736943514,0.194995975667932,0.235448878305242
0.555250135768462,0.672533388488456,0.0538114735883005
-0.323235092922894,-0.311353362126006,-0.0860760575158945
-0.337621905788633,-0.201711170067891,0.0157031803835826
-0.319356480320609,-0.25249202412752,-0.0109422061119075
0.694011002280589,0.302739512270539,-0.142048267573223
-0.347185608274093,-0.189901239279052,-0.0300997417129907
0.427633103195299,-0.242275512552893,-0.658368630989848
0.356182050432256,-0.185106901300046,-0.610003164355031
0.242853824693912,0.586727653509708,0.230642652246799
0.0330179350002129,-0.748346597812243,-0.166633261667809
0.277680341183725,0.602627070411418,0.229652419223296
0.305028056315335,-0.0758534173299783,-0.55919467583621
0.0137509688630018,-0.605474598425862,0.251226263183264
0.345317521113758,0.333772720064811,0.146119587612009
0.415133266758157,0.437214287473096,-0.366902595784778
0.345034636344877,-0.282515407612548,-0.470319957839407
-0.258221031848927,-0.308675023111594,-0.01982096283597
0.57705141358059,0.402206549142024,-0.545236084583383
-0.0940091536696319,-0.465157758074041,-0.352996348458994
0.437437451395666,0.173138701846825,-0.567614337074562
0.433513270121252,-0.658421243028456,0.0809919301092917
-0.388882818490112,-0.190539945918363,0.115073022754543
-0.16120252947911,0.0500406767581809,0.138262217427706
0.202832361116677,-0.519317883430165,-0.271476223889038
0.0290111226919961,-0.762144265260519,-0.024159422767321
0.474211105688272,-0.046589365314553,-0.529228191435314
0.580318453989871,0.464642792861399,0.418242064301861
-0.0791513173177765,-0.271400380927113,0.106520435404561
0.171894385051367,0.24034425722076,0.0864189943771911
-0.312846005206875,-0.0210800172623149,-0.0102956349875789
0.15545555391864,0.269643264118504,0.0783683457212638
-0.23135184024697,0.10377516593361,0.0338071654590053
0.0802402208233254,-0.319171266243273,-0.0249080010277789
0.356394715388909,0.00233452501222609,-0.487633668629381
0.523721595480314,0.033185415292681,-0.269738597234321
0.606823506976404,-0.505487032448617,-0.272561859786983
0.38435720043675,-0.324404187946764,-0.589889193652445
-0.544932389621319,-0.251923721226919,-0.176439834291663
0.102674535666781,-0.0700914202330982,-0.0240011550476107
0.346332243971153,-0.139880062155185,-0.723580466588992
0.532815594259838,0.196927894350112,0.261533873283685
-0.230830974708707,0.227417832005401,0.156779025416576
-0.384569289644596,0.0168187322690969,0.0694884433886527
0.392439058668144,-0.591481679428433,-0.540194619433182
0.326328188000355,-0.207800530597962,-0.733232871183391
0.558095759819861,0.173278747237173,0.0665784919076401
0.382529227975661,-0.483380081541344,-0.273379171799772
-0.377942385520686,0.0739139340277561,-0.0129162227293429
0.314998008588132,-0.0115101970407963,-0.274186445333374
0.436893545294746,-0.458486353510173,-0.344419212083914
0.550563964888175,-0.302226362185955,-0.336971909671173
0.582626767659608,0.58176809363951,-0.134933356826294
0.149829648131129,0.153663315964784,0.0905555213831444
0.242322044976703,-0.543886629807299,-0.397780048226497
