-1.270165199796840019e-02 4.140276167704019794e-02 1.671245541036340057e-02 -1.017874311906669972e-02 9.967268595947960386e-02 -7.974710441219129420e-02 2.888476246450320112e-02 1.607693301332510094e-01 -1.603459239602830072e-02 6.990075334715829813e-02 -1.716905063546559848e-02 9.104073602076880392e-03 6.553037485275829688e-02 6.396003190148209783e-02 -1.130992446705869972e-02
-5.635966450807610162e-01 5.118651403468400529e-01 3.468053418495140039e-01 1.612628754886579960e-02 2.999696166480950166e-01 -1.376104529586729963e-01 -9.563731180984480496e-02 2.429355191025829863e-01 -1.470128397575679868e-01 2.253854860599809884e-01 -3.568939148769429970e-01 2.015122981764330135e-01 3.929974584371579982e-01 -1.548535143447239970e-01 3.437020160970740146e-01
1.324583212243889974e-01 1.383149920201769967e-01 -3.381685588940069875e-01 2.857274321969290043e-02 -1.453609120434130042e-01 2.426670350439439836e-02 2.474121203332809993e-01 1.803197627454919960e-01 1.450991385437659931e-01 3.995239357908860200e-01 4.739644696959420186e-03 4.434610862214130034e-01 -3.083041531024620086e-01 3.741918575187019869e-01 2.857598461322309949e-02
-1.845597276767189932e-01 1.641263838912870032e-01 -1.320176379448450010e-01 -3.816771997551379747e-01 5.856803433313410162e-03 2.288504460668999985e-01 2.882457211647789785e-01 3.169447027882260071e-01 -7.801210789267430668e-02 2.635726933141980255e-01 -6.013387450515780136e-02 4.008925537446880183e-01 -8.311707953822390638e-02 4.086076881555770202e-01 5.873865922658910027e-02
1.995093834831780100e-01 9.589455041305010308e-02 -3.189565726520879885e-01 2.769475109260399748e-01 -1.072857879026059974e-01 -1.677512958102169993e-01 2.872460813981870253e-01 2.374037719371530075e-01 3.648170292333050013e-01 1.657268106195979862e-01 1.095427604664139937e-01 3.936297915822369875e-01 -9.764839457681649681e-02 2.299214238355559992e-01 -1.849769181808040008e-01
-4.801495728972209887e-01 3.995095645033939769e-01 3.881031696045649793e-01 1.915229506033220008e-01 5.041398822008610198e-02 -1.076149100946109938e-01 -6.496382491801909465e-02 1.173199544658029975e-01 -2.471272489152140095e-01 -6.450354479138489805e-02 -2.499627297966650064e-01 2.273806720259559933e-01 4.849681672548150080e-01 1.938873258962260093e-01 3.546486446665800263e-01
2.218924784349740054e-01 6.192913542336939831e-02 -2.486610197019029911e-01 3.084857796560599996e-01 -6.949612865076160162e-02 -3.133386179488330259e-02 2.351021548616619994e-01 3.125467953090639850e-01 3.148236466472459916e-01 3.268466897994400100e-02 1.678578717863029868e-01 3.115513340762099959e-01 5.892776111340809753e-02 1.324538271744399864e-01 -2.641387688910610265e-01
1.721167547741579984e-01 1.154755704375430014e-01 -3.434349670927490106e-01 1.825751812432100107e-01 -1.249199102416440055e-01 -1.326012647142059964e-01 2.593218094785870176e-01 1.575514269244220056e-01 2.955365937389319853e-01 2.727924759729929982e-01 7.921287641042160099e-02 4.223476347070819759e-01 -2.064191970307129864e-01 2.891524128709609953e-01 -1.100163033817840030e-01
-4.121866213374559829e-01 4.120315998320849826e-01 3.413237670425660064e-01 1.060335238986230000e-01 1.901823443491680032e-01 -1.437471838473209917e-01 -1.784302431479639905e-01 2.366088894471589932e-01 -2.524812144055539886e-01 6.721739250436679913e-02 -2.638773000728790175e-01 3.359361475311239964e-01 4.354585559454710042e-01 4.411228933191900167e-03 3.432863301415550183e-01
2.208995681780779874e-01 7.389198109408469384e-02 -2.089974150596690117e-01 3.166335051130260148e-01 -2.683080522669520004e-02 1.185641179997620059e-01 1.490438988815639965e-01 3.431036851652979891e-01 2.228932194967049862e-01 -7.687427334891830388e-02 1.532659049612959956e-01 2.754470311914339886e-01 7.931848360686159782e-02 8.264572763532129773e-02 -2.785942013392960215e-01
2.931949679585850177e-01 1.632829702985720000e-01 -6.065191087961220064e-03 3.389853742141030191e-01 4.386992641798780068e-02 2.577316830560310024e-01 6.944999977910640276e-02 1.869136228743260020e-01 9.683058538255930048e-02 -2.109695517423449962e-01 1.334074139013269877e-01 1.714962942717060124e-01 -1.187091826909539988e-01 1.048976955716660053e-02 -2.296016518464379930e-01
3.818380902193159732e-01 2.086350255920360053e-01 9.272424680220910098e-02 3.573635547639509857e-01 -1.606827046891640132e-01 -2.063781704360040103e-01 4.026492360221179956e-01 -5.863716607978550210e-02 -1.312758939727469987e-01 -1.028889669729539935e-01 3.692294169129929915e-01 1.860919518779280135e-01 -4.838489931439030056e-01 1.526861983272919943e-01 -2.265825738133979972e-01
1.678902026493860056e-01 -5.052146981605030313e-02 -8.538379399848119999e-02 4.020438869077769817e-01 -3.913450232405619733e-01 -2.589135651388420056e-01 -3.249083079708099953e-01 -1.198681767471919957e-01 1.127868895926280035e-01 -1.502218072589829867e-01 1.761365088188129868e-01 4.937572176246110001e-01 -3.319293842299230191e-01 -2.673906775090260091e-01 -2.682331597997770212e-01
