"DF.L3.C1","DF.L3.C2","DF.L3.C3","DF.L3.C4","DF.L3.C5","DF.L3.C6"
0.0787784126670753,-0.209559669505935,-0.098195686499509,-0.040719850820282,-0.132236416591216,0.455591101315926
-0.249781361091385,0.147238307292361,0.541661948184107,0.120831957763787,0.24821280658567,-0.232631079475197
-0.1916872090449,-0.00749401856161636,0.332940969699421,0.095956438329331,0.0289073256983595,-0.587666095572734
-0.200203656549454,0.13485312764792,0.591160516829818,0.233624733217442,0.413786180294508,-0.136100405862289
-0.159857953766433,-0.0315903729007463,0.233917253682064,0.127389435466977,0.0334893665500127,-0.56596002047448
-0.0979339021166352,-0.051687219950542,0.185571889478435,0.204990570706941,0.0435728507208276,-0.606363526467351
0.24656250976002,-0.310638638350561,0.0537616434220407,0.158406353267059,-0.115750141567661,-0.585927660831238
-0.272883069562666,-0.276022855486773,-0.755286635956619,-0.604487995579003,-0.0917177343473201,0.135807711183076
0.0934059211389004,0.0190857255534526,0.0346408493808487,0.0316387329490334,-0.0235644864829285,-0.370272169056626
0.157920501927924,-0.166543497597417,0.086487405602186,0.0636891959646414,-0.41065156796021,0.647855583348405
-0.380877881784643,-0.270300451052467,-0.461491359295685,0.0218105861613149,-0.613743396580983,0.759429298698619
0.366372437679223,-0.312856228858233,-0.0755252713572458,0.180778037230881,-0.0427650198474889,-0.546999605017703
0.392034149258086,0.0313424759214865,-0.0376005712807845,-0.130052544846276,-0.56844589481513,0.750713048223161
0.165234180111023,-0.24087520120079,0.0357570751524537,0.11657552272929,-0.342185055727415,0.645687047208522
0.524786619643323,0.0946443943476087,-0.3348909679048,-0.11237349453594,-0.679451158180264,0.0896726635156546
0.465868272794144,-0.00358077446763705,-0.145613807926646,-0.15279387861434,-0.664323319592597,0.434441722233201
-0.114014954938294,-0.290794621506736,-0.147466910372499,0.0424186563573351,-0.477898757987852,0.56750649282487
0.136389107189063,-0.315958973177388,0.0647922296839409,0.0741964833525182,-0.0962930255938059,-0.537412146771371
0.0351501276483331,-0.213471065109036,-0.00724957196618536,0.0706923440102087,-0.347049292262613,0.512851966242764
-0.049953671404148,-0.203529161071901,-0.0800271053051833,0.12241860722851,-0.360425502264844,0.624827697641878
-0.330618932816348,-0.321815491861292,-0.408739287868108,0.0470596461219662,-0.622711681638001,0.690814216186017
0.374016074257288,-0.058634853567568,-0.0985838292719312,-0.137244425360209,-0.553716853370509,0.621848790510922
0.138538763795832,-0.321949093817191,0.0637295258614295,0.10351056045674,-0.077089934583797,-0.469924091213167
-0.446509014065644,-0.384779281156932,-0.6760555756043,-0.324581019409794,-0.311898176196653,0.275904271056798
0.646182414158189,0.00128861293368521,0.0164418089223346,-0.336120145187899,0.0776128882541617,0.463428604801311
-0.140915280384486,-0.128656544790609,0.219409086807826,-0.221939766497087,-0.00437142383334099,-0.286157598145966
0.47590516901429,-0.0207472808268729,-0.183882679746431,-0.174460772074863,-0.276050167351036,-0.354119086763631
0.274425617432727,0.00278960025336816,-0.315657208257656,-0.398240691144711,-0.638436530745929,0.322830607719532
-0.121978836712519,-0.0801912803249405,0.206183420102403,-0.172427148271383,0.0626867246294179,-0.25369885329638
-0.00861417097329187,-0.284885971212525,0.152750003882849,-0.101408611412938,-0.0399789221406825,-0.391372720604974
-0.0615706344566247,-0.234187121668553,0.191004004089891,-0.156329893012233,-0.0391005525470927,-0.358352084449646
0.0601429885285819,-0.318719662038317,0.118403567183366,0.0105814745789353,-0.0452416760676242,-0.442860746683455
0.541391933737519,0.0447012462999966,-0.238686638281417,-0.257906220492024,-0.309186314505573,-0.313713104044608
-0.380277054032455,-0.329583132383301,-0.57715597302664,-0.0789011773945818,-0.508718157503538,0.524097212676494
0.47742849855791,-0.110383309900143,-0.0485959915731435,-0.316610878156669,-0.55694715667743,0.636933267804186
0.0936446821978283,-0.26854996294443,-0.0108833693875543,0.0115131261293396,-0.589800959475347,0.65135516558163
0.437107390474415,-0.0655088237432662,-0.155679894472841,-0.109732301824792,-0.242192207947256,-0.389766211082454
0.453775759009674,-0.053809078515058,-0.138005828047556,-0.346282850619701,-0.663285372965394,0.49454134965396
0.56793479048793,0.580718203361871,-0.361477612346654,-0.47154965174302,0.150585333327817,-0.132027615681682
0.389024356341357,0.0336580280647127,-0.199904603311899,-0.385601205799311,-0.704791783018699,0.388837895460914
0.0828977388868818,-0.321960593127445,0.0873608982471136,0.0226480994631562,-0.0402823699760357,-0.433519850114049
-0.296323211219189,-0.197622409085251,-0.43599067797657,-0.0630630233026621,-0.671514868585223,0.643958115027482
-0.0886634331537273,-0.236757267915348,-0.187969227147396,0.0541249909455115,-0.762356607118759,0.707592523651279
0.470846938651231,-0.232623474858126,0.0613578332613248,-0.152297724362444,-0.547453648839327,0.754266619421353
-0.0780109880338156,-0.189451852316522,-0.09990786702641,0.00605448182930945,-0.764789074536637,0.709458064426818
0.26737864552796,-0.229958787169857,-0.0178682523617766,0.0891897542835425,-0.117159894500215,-0.460041612534313
0.274758209853383,-0.253131619608841,0.0306208480906329,-0.0620436611549338,-0.482944344701782,0.595407489634193
0.0481522966146902,-0.317887821163746,0.120285233907177,0.0294325488071535,-0.0612330092109656,-0.433280675717666
0.384432675152344,-0.109385850028434,-0.110755575462314,-0.0275794798353812,-0.210261175357538,-0.408041435263316
0.137682087425238,-0.137099670829465,-0.0558095092571609,0.444826735723002,0.267047707900313,-0.046756239748031
-0.029975722590704,-0.116348381096915,0.00263601078683628,0.246189842075462,-0.400420308534203,0.639766861406937
0.0871011800064735,-0.105823142455267,0.0132896921235407,0.301576558980872,-0.185343248835623,-0.336003723899441
0.231828758722519,0.134784860040186,-0.196227125082299,0.258268762655581,-0.589999580661435,-0.1853609160563
0.203574196876843,0.18332399244999,-0.155755884299628,0.0641232636808693,-0.742852548375377,0.471739561724669
0.112303813826323,0.0799509190150007,-0.00265622501193108,0.166722769958755,-0.58007152953291,0.771849938774745
-0.0115297841273032,-0.569146427295189,-0.528645184208167,0.0238108087844053,-0.0619405560931079,0.475902472269501
-0.502842803840574,0.30002362572685,0.321234004871562,-0.0981655519292695,-0.0305778154586762,-0.0762541533569336
-0.164990789888533,-0.519847074706938,-0.189729843646191,-0.00074110438188657,0.243580104950518,0.376449864468936
-0.0835603389398911,-0.410284679790403,-0.233765306612392,0.0241952467697552,-0.0510590166659259,0.483716629440712
0.366729810421911,0.352771873909097,-0.317559406665198,-0.135136622415525,0.0572425752062918,-0.186166574944702
0.153866700387849,0.320127783667068,-0.0339331018586597,0.346661931998176,-0.584305389438462,0.33733417657084
-0.238867233767514,0.143342765414451,0.167487139355875,-0.109671368079229,0.0450855201335197,-0.0191727225279745
0.297204583508382,-0.0786482802564896,-0.167046695694311,-0.411054816001159,-0.325059195680953,0.497738918279801
0.534097808484131,-0.00226080561804731,0.149954220410976,-0.0151618667051787,0.0128020133560142,0.54688888634142
0.662265269002662,0.0333791351361458,0.112382501187834,-0.0451068490534436,0.2641058120412,0.537101778822486
0.554561323971019,0.399059221196552,-0.332821146783202,-0.485178792901871,-0.142576041932035,0.248509669054711
0.727021296737313,0.0878173456907878,0.12615767184528,-0.0305069652369965,0.257348082605775,0.592023863903888
0.521074304462383,0.594695248490362,-0.412192977349631,-0.327313017038836,0.0481196871619569,0.0733159597006754
0.0240676218717217,0.208513205511854,-0.066236469264588,0.286766104914328,0.234138490223065,-0.217974691217827
0.635332543925294,0.0363507434832308,0.160990519505557,0.0119608736210338,0.106911265948134,0.577041084821032
0.152244739662442,0.514816756308129,-0.273892996619846,0.265191649478404,0.330258201183248,-0.172440699828483
0.671023310031173,0.0472924792976721,0.127140489014424,-0.0207437783740161,0.230120069885868,0.541442040201388
0.454428250103551,0.639024379240201,-0.412406924891716,-0.151052465103001,0.134511342186701,0.0238021677824621
0.214790601552303,0.445576436643447,-0.259851219972588,0.172488665331154,0.28494358910261,-0.125035686970475
-0.235273748121078,-0.228769938636792,0.458401639402118,-0.267462370361282,0.00125200766028455,-0.517479034952797
-0.00842686419268834,-0.138238067509134,-0.457568803811145,-0.32271984679685,-0.3415681478498,0.370665091213885
-0.407369040230084,0.11684213842978,0.477053167800209,-0.280398230515809,-0.0340891766958353,-0.295464316981686
-0.217050676557924,-0.171151206247281,0.452936333080235,-0.247933265086086,-0.0332016178021319,-0.55391849502486
-0.215580059924123,-0.180318605120087,-0.593536019342661,-0.592219534785746,-0.118416577574597,0.232097333534647
-0.214337351954539,-0.290801366745181,-0.552631810134443,-0.667559733850248,-0.103633285993163,0.0788482803950109
-0.211824298986059,-0.306553722822427,-0.54968666640532,-0.677828370838445,-0.0854934180146332,0.0141780708757276
0.504864171989958,0.032932491847532,-0.0873331054893636,-0.454379262027445,-0.288539682500965,0.370424140995923
-0.405628183659783,0.0942319004229496,0.298307297060586,-0.28472417453184,0.361418662277313,0.115385541137214
-0.124795137730512,-0.140137922643345,-0.535929537425846,-0.388407050835629,-0.29100766369507,0.296897304261473
-0.310851702564371,-0.231404773861649,0.430489428172686,-0.252135800784288,-0.0956826516275819,-0.474982010284047
-0.215675452065617,-0.214432805913553,-0.61909396185,-0.54824920553006,-0.170399890783938,0.190329021508431
0.393782334792167,-0.0912169777331762,-0.189672352749788,-0.424552996468307,-0.387324627846137,0.446361319209449
-0.417873871007204,0.160911206449985,0.313497661840218,-0.144994563909782,-0.0838770985847128,-0.14467869987776
-0.39548781124629,0.121973836869771,0.310440541735121,-0.0974478023171919,-0.0833329897173885,-0.20393164705559
-0.168957287032877,-0.0850398348141121,-0.642411550336394,-0.547926056373852,-0.149572363422035,0.0424589214664757
-0.376302068928618,0.32639163508966,0.218778042730253,-0.215097188642192,-0.0479759392882964,-0.00571604366897205
-0.435775687425934,0.236387942001804,0.314436366389845,-0.192488988694836,-0.0912456819751728,-0.0889301769833892
-0.375915200223246,0.285843508974995,0.256967068558609,-0.220762727406155,-0.0332601669000061,0.0125956386676102
0.617462951418256,-0.163296908820849,0.0949648335623868,-0.173996401397733,0.0376165775055669,0.491386766564706
0.300289794886228,0.805377152357486,-0.497150530053363,0.19982338385157,0.14880821979233,-0.0687226112892771
-0.0913853910237998,-0.539320511860959,0.230009693176678,-0.0409298435536831,0.0951662950808512,0.174452409847996
-0.238850431422869,0.63475879336786,-0.0799766839497247,0.351419203890623,0.363060747455217,-0.139879176282468
-0.0534935030650299,-0.589239275447428,0.253862235329662,-0.113082453209847,0.111301787982243,0.252697002111307
0.568240027236091,-0.00364306616655008,-0.173974674430839,-0.49483519085236,-0.285314527871934,0.594473498566938
-0.0990186825559722,-0.412068608120608,-0.386754006713657,-0.191699544968823,-0.614646143301961,0.489749260935466
0.60891483156972,-0.0926754201231033,-0.0846690327650723,-0.418106825943977,-0.269769953963507,0.678492090107315
-0.200362419442242,-0.445289998716333,-0.5853175862648,-0.270028158054333,-0.355737393173216,0.41921598831323
-0.378915985194009,0.176650621323065,0.320797878369245,-0.21334352331018,-0.00204134716306559,-0.194566115991953
0.606606035743895,-0.136307389342831,-0.0493950801984948,-0.377361433115028,-0.297349128812383,0.731295511446428
0.0127344035296739,-0.341755763750997,-0.24636091239156,-0.205025623794291,-0.497926298668297,0.48167806009635
0.545354189476291,0.0764692857856655,-0.261166088783189,-0.537135983523837,-0.325991188012874,0.465630443642761
0.0344187969279357,-0.276062587385571,-0.17374475827147,-0.186245079923709,-0.459944537646884,0.526657143506094
0.177444952707472,-0.257438964246167,-0.104310639718151,-0.219785876645886,-0.425315300027283,0.48968418308127
0.429922237863509,-0.229057566934327,-0.0151464537447032,-0.276571162440334,-0.274825362658124,0.592592740598331
0.066346292965714,-0.313269670403758,-0.230437426758796,-0.242624992460987,-0.493590697941416,0.498015454019961
-0.0609863270727029,-0.316325043688732,-0.288694630465383,-0.229261060458193,-0.514195619047077,0.51443077384224
0.585124015620105,0.0168179214998985,-0.224952243903517,-0.524190684625798,-0.315484048138585,0.555408026404383
0.506057086295348,0.315704188210458,-0.359587791728001,-0.309096124081182,-0.0266649260334098,-0.136243324864352
0.588323629831453,0.343667729037902,-0.42228322603546,-0.405322446688098,-0.125692732014217,-0.084893622161673
0.485296351531027,-0.220903322265892,-0.0277162799458275,-0.2785040705428,-0.243655939431322,0.615314163299739
0.611065398821796,-0.0638829536011385,-0.128738926156849,-0.459600823049968,-0.274712227952503,0.63046144316658
-0.311863203017673,-0.501850597169782,-0.71904847513454,-0.436077462962883,-0.113094252704601,0.320711697502775
0.0891783942644926,-0.295430891323776,-0.183233894693855,-0.206748689859714,-0.459794950883198,0.444615865096523
-0.358120806203263,0.185608887015654,0.293557736111406,-0.114389481016483,0.18405474633099,-0.0836047156940698
0.548370870060367,0.133527971359054,-0.317763471713794,-0.551877120722973,-0.311152480416278,0.400292624899568
-0.266170870979341,-0.506896432368198,-0.618893142350929,-0.28701653048521,-0.296000216042005,0.404166397812647
0.604175015510562,0.325443883256367,-0.455508009249218,-0.466802963520721,-0.185216044878143,-0.00566694818471092
-0.379644822264515,0.173609090300053,0.285037309998336,-0.082112192802273,0.214788692371825,-0.058723217727024
-0.330917103046902,0.0553893990772609,0.293234350456261,-0.188989155740977,-0.0280793317955297,-0.363493341941701
0.597505834317595,-0.024240858941833,-0.175197472580847,-0.4921357273815,-0.28697399122856,0.615775920682426
0.0462310531922209,-0.384088052128567,-0.320939901643718,-0.189740744461701,-0.570403956415272,0.493104462617471
-0.37847144027996,0.223931068374062,0.317051555664708,-0.21112469819248,0.0438401132366756,-0.122283529473054
0.497197858073943,0.290102630060637,-0.298034976388782,-0.198170540016438,0.0836950544428442,-0.26521559871024
-0.363040462778667,0.144335745873235,0.313232923675509,-0.200363078035706,-0.0270097954238562,-0.231138776283455
-0.381994359371687,0.191548059767198,0.303787451740327,-0.208371658884037,0.0850511275426998,-0.12517812726696
-0.363155645341408,0.209497111684224,0.317382933337046,-0.162026702665178,0.121275484060067,-0.106401410178507
-0.00242371469587521,-0.349210576514438,-0.306725117936203,-0.221754931817137,-0.561261634049055,0.520110839656056
-0.241250545126965,-0.505346058447619,-0.630286020893942,-0.294523704691901,-0.322868325478197,0.414868285009
0.502803050996121,0.292244591036218,-0.332919753742223,-0.245415590854849,0.0630024053407698,-0.201944519715455
-0.364424047248399,0.120795643591559,0.320598271402225,-0.214520496258267,-0.0310636737406011,-0.283212537093117
0.554823088551331,0.0213662830229332,-0.21996469746866,-0.507262527455237,-0.289668642264628,0.532194068787739
-0.49727260556239,0.177125284932525,-0.373597655122983,0.426530930403114,-0.45502410760165,0.793169873371837
-0.399796392757171,0.0542573077180821,-0.468320655566238,-0.180109059738584,-0.042971819277619,0.316099419947827
0.163157041701725,0.497755859044177,0.116054536833536,0.43397535244213,-0.540650475838536,0.0816731246010646
-0.488005495155022,-0.00791914295900709,-0.298704310007646,0.378882857849406,-0.208605228320131,0.686177057583669
-0.533678795777244,-0.0275595655853462,-0.415955639171994,0.306089276959505,-0.192079450795559,0.699301793734059
-0.580323682282512,0.0241497063267556,-0.37912005048981,0.330273876040142,-0.213694237145641,0.752495867783173
0.349338893342787,0.252901742740586,0.114846426759372,0.147511392434925,-0.48510898430731,-0.1347815863784
-0.578207446781574,-0.0299328301579251,-0.511494542463429,0.372107086166149,-0.19048175873879,0.760711985273596
0.103636122823198,-0.0251596507315703,0.0788813426619813,0.275286121674737,-0.318649214829399,0.417594286030475
-0.0846845091981345,-0.0803491818989974,0.0360476567841612,0.15133987193258,0.330444361934259,0.0239441458022962
-0.113779002717729,-0.818094376313805,-0.423593265930256,-0.306921301222597,0.760137463499676,0.398996070430285
-0.37114404369195,-0.795939690235817,-0.58557862165543,-0.220199024850391,0.568981644418961,0.43390977073009
-0.0540264531213219,-0.0914215498491737,0.0449312324333782,0.112516020430075,0.305383200956154,0.0539854508994376
-0.413306730926862,-0.687847474166119,-0.611334441441507,-0.243539878580073,0.361901290683937,0.450806341184682
-0.396607252735625,-0.808675350454663,-0.679056594188809,-0.248629869911983,0.523873836477154,0.533150999741806
-0.118188598537974,-0.817000079048558,-0.431232913741926,-0.290568556199087,0.729264733512007,0.388864016099576
-0.0516884387113818,-0.00533225849274022,-0.122491645737595,0.185666828629626,0.317419300858851,0.0369917685118636
-0.0560343606274611,-0.0255715657367683,-0.0762665435876497,0.205371909395902,0.330541015949231,-0.00392917743031629
-0.096161250278463,-0.823724156790271,-0.439253066115616,-0.260135727057707,0.729089876953811,0.391952291714273
-0.348450152154694,0.0463403702219175,0.312645720175313,-0.112508904215299,0.0981143707551366,-0.474782604521716
-0.383339205251902,0.104066774589706,0.53427515854099,0.157022797170227,0.454527214646916,0.0505122330233555
0.592864991931689,0.503754952518689,-0.517384205832079,-0.257693211335554,-0.0322093849085077,-0.155170831947506
-0.380771098362634,0.12956840357915,0.540122007111131,0.0768232545180447,0.34566815320982,-0.0344807038460022
0.67044201046168,0.439499797286879,-0.570903591787182,-0.510802743683687,-0.25831547328802,0.103156777690002
-0.154558309087077,-0.485621257734043,-0.489442951698369,-0.328481386620236,-0.0345616733833991,0.437272796280719
-0.423914023989236,0.167454976399911,0.450165575668411,0.0118119143073476,0.342579672579109,0.0661640859707795
0.309044042689565,-0.185613125545231,-0.0857010023735809,-0.235169567053462,-0.0728689034177146,0.440086698459341
-0.374720616443521,0.0867963511317108,0.320770891463408,-0.0783431592814869,0.157260099067765,-0.284425412872098
0.702699721099181,0.21702621506661,-0.391996009595965,-0.495167437048106,-0.206778996927896,0.447848507634291
0.514506204531657,-0.178334280195614,-0.0772370766556036,-0.275583209644859,-0.055367611257777,0.65185101727867
0.567767840111332,0.511355554917627,-0.467984534481932,-0.158084432494664,0.0614629451830706,-0.322675114955555
-0.461294594897879,0.192042858810531,0.427604424129133,-0.138337460626402,0.120843779280206,-0.239193995119785
0.0831137690630203,-0.253164930420171,-0.0930786179983099,-0.0206755066425883,-0.746095284352768,0.665096544596251
0.374384962594625,-0.254015556723433,0.103038090466345,-0.0622267909601277,-0.34813077264958,0.605630890841603
0.304145310114055,-0.256951920331926,0.0791238036340099,-0.0381064640708249,-0.436846988127163,0.605705050374616
-0.190338765428438,-0.0360035825527765,0.202089167477137,-0.28758301840582,0.017274470208545,-0.215552394437807
0.330212037191077,-0.230614802220878,0.0881226291480844,-0.0647825406336919,-0.443699629077833,0.586456775439255
0.0212574826572792,-0.316246090394946,0.143153614837271,-0.0473743670496938,-0.0506263327859802,-0.452568986892081
0.470440198933859,-0.00100820347782293,-0.0937205356643387,-0.439007799857375,-0.596467955431695,0.454636221016075
-0.0579336759084208,-0.247145225058294,-0.212099009595311,0.00434978572007716,-0.816215140902379,0.662999751027662
0.186531283408115,-0.327459080917697,0.0843849714846735,-0.0347021184007545,-0.10393363640928,-0.485096677086933
0.376195885240228,-0.25052152193749,0.0934855676156516,-0.07021446580929,-0.370341616256124,0.595522921167048
-0.174770257621075,-0.240610202755866,-0.317996788098841,-0.0244937907240177,-0.769919090136799,0.61299065985614
0.230163570559957,-0.300481479372493,0.0600561600015285,-0.0622487677726273,-0.122155051620806,-0.471780636677063
-0.0895568994168725,-0.231981046273759,-0.245303352242508,-0.00381586701349002,-0.816481779217416,0.660932207015821
-0.192219635987214,-0.0464079837190765,0.216834816696692,-0.265095987075067,-0.00112427618341981,-0.242507275929678
0.0850028187217376,-0.344762724802084,0.117340774084969,-0.0240728938248411,-0.0739604863032501,-0.491626518152352
-0.0724375337718044,-0.27143437053058,0.18101595135863,-0.0848986239993779,-0.0329170366389038,-0.423607516071521
-0.292932604663372,-0.267698874480044,-0.498928885348683,-0.128013637838185,-0.591909629430857,0.485062857823584
-0.328736151908887,-0.217073665616474,-0.562511573058077,-0.183968521946045,-0.601967631931512,0.401168702611063
0.508355764051889,-0.0800346532416278,-0.0253132249481545,-0.341628571070503,-0.518924376149357,0.613427111261851
0.301480487785961,-0.282334177493685,0.0179241270185146,-0.0845571867255592,-0.175220530743801,-0.468560109234776
-0.103043354955024,-0.22579227324734,-0.265892319457532,-0.00995264638297844,-0.82129756086522,0.638040092951595
-0.271436511610614,-0.243896565770914,-0.48405009253801,-0.104511428823925,-0.678315469704984,0.513767494789965
-0.00626708615482752,-0.235161919302784,-0.176203251384615,-0.0249851326754069,-0.797919748586617,0.68847759014867
-0.0309243162493664,-0.296539587257539,0.158413971136285,-0.0524731256446809,-0.0477288155726852,-0.442204810919612
0.138132399116218,-0.339061590197439,0.100378528332876,-0.0257133676904584,-0.0889679687125977,-0.493919209419505
-0.511952592572452,0.0145056627656358,0.307116447516424,-0.251314373293905,0.514784937611063,0.120146175100212
0.346589787193465,0.373978917971851,-0.341319464400054,-0.252921455547117,-0.157015049785048,0.241915813157706
-0.344883299310113,0.00376241330340277,0.287509583602755,-0.0796988723258096,0.493767190747944,0.186841951410587
-0.484198596023202,0.0689388917806139,0.332221263622194,-0.245064950468122,0.515497185846665,0.0661399725361942
0.0192249852741543,0.29312972794582,-0.510356425051068,-0.248042038144327,-0.306136443238932,0.206340573009556
-0.102208316813495,0.128296882466491,-0.618156630237755,-0.384321775108861,-0.199945484531262,0.0662081856724337
-0.217317205064969,-0.104458795049895,0.115067406095204,-0.170008968495359,0.420335394053234,0.147550986021744
0.558819352482981,0.59184698949545,-0.319502054820783,-0.0893740910961642,0.373265599630188,0.217768883113284
-0.382316822905777,0.0508307277729352,0.246833471871447,-0.218588408547337,0.426485252246586,0.195614824301998
0.231042482897162,0.336201269900367,-0.35847923282769,-0.251397672417735,-0.269991361408081,0.209498538486026
-0.470936857414015,0.102977643590219,0.352816685796702,-0.304198056854171,0.354909153209975,0.12140223866055
0.0367985505622148,0.279303523269594,-0.465092604711564,-0.253590536637685,-0.33272721597696,0.186538805720939
0.575260109990437,0.56892967542558,-0.332132088662314,-0.219771548623238,0.236988422949096,0.295344850815765
-0.301234345092714,-0.00444280687263698,0.198038997344826,-0.244993812385407,0.420251437460997,0.151940699102391
0.507483071933377,0.30680539594765,-0.189734175988791,0.0489967360069478,0.391471752331673,0.249232537728751
0.184026435688016,0.0645826468007348,-0.409421514292479,-0.373859907141861,-0.365781833071871,0.38914576455712
-0.317240712641004,0.0490060646900308,0.319835657339942,0.051449940763065,0.256026793583595,-0.261196581027327
0.457496346291668,-0.14873151751723,-0.207451897555041,-0.554411428129602,-0.22442591212956,0.0417673397404335
0.104967026531759,-0.210153378523605,-0.0857003718492302,-0.0137891202646734,-0.327850947405385,0.614073378072341
-0.00839716020767556,0.0858474839909777,0.00696943712583287,0.23179823353775,-0.145548231732229,0.379793112266531
0.207990434516112,-0.0139690250874389,0.116432060574924,-0.0602892832879538,-0.139413788751422,-0.408013722489371
0.147763222771709,0.412124560381531,0.0855142114831069,0.307078725876833,-0.302042723839559,0.304730586640807
0.140120643809438,0.104809275264614,0.0947448933644075,0.224200317957895,0.0569711576294784,0.347646715894138
0.205131550335587,-0.265583412797082,-0.181233250060181,0.130990036478733,0.297395062319866,0.266199269171854
0.146977301409763,0.652697890054514,-0.00820560297688067,0.534461422747717,0.175690841407543,-0.471112442630311
0.335115899655621,-0.019881624949718,-0.308187067630227,-0.107501830460747,-0.399027204049031,0.173881320142682
0.475948290682305,-0.136789289846105,0.043133317500942,0.0689773869067425,-0.355153116723066,0.714763736705021
0.412229769930957,-0.103421278608032,-0.23836558229072,0.0719308545417829,-0.362384438966026,-0.288673687963189
0.0517049081354518,-0.129707109928298,-0.108817100354784,0.15088132826542,-0.654535305145964,0.681669366706925
-0.290993462206401,-0.122752245241804,-0.460582569426596,-0.0313625875069488,-0.650158344351424,0.549344540857591
-0.249922372212021,0.071911153518574,0.25184317127279,0.12524807150808,0.309462438082947,-0.13200608313034
-0.04571960016829,-0.277521716198187,-0.347672938593564,-0.0807233872976434,0.149111024514591,0.277729963296114
0.295340121107655,0.346415271718435,-0.388268674692469,0.105094856776115,0.117618488751714,-0.0429635145886187
-0.029075995291679,-0.275612733295467,-0.222982465116519,-0.0297331344737894,0.163021676222894,0.270773806125745
-0.103717237270376,0.18895207708371,0.172704741301751,0.194068279411943,0.331796227713827,-0.235513734791988
0.0945685352459886,0.357975839531082,-0.0264131281578461,0.213198988695043,0.268809709837581,-0.209641529502753
-0.134099354366425,-0.00945468812169192,-0.457033738814216,-0.681999853164404,-0.031321212858384,0.0757229419219794
-0.106261362280544,-0.148590696296813,-0.438116277572373,-0.217986208942312,-0.536892165123991,0.320519249815596
-0.254294894113949,-0.223210621688794,-0.628459726960126,-0.340307129084372,-0.380316622521029,0.202252278825941
-0.0843849743958294,-0.151912419886969,-0.43128469374891,-0.389586159459449,-0.5756210121085,0.289195038321798
0.620301682191943,0.0349037685599308,-0.113933742040891,-0.4283135450719,-0.319633517013463,0.422048952134927
0.11688590299617,-0.0615281087455672,-0.182361818917274,0.105742056419157,0.03399674406492,0.73873469442238
0.316814867753102,0.00636681185845833,-0.0702161195955342,0.0151026340853102,-0.388306299536015,0.790248862078422
-0.154554716870453,-0.11883809446168,0.267143465626243,0.173405077724404,0.00643466528479775,-0.36411298081956
0.348591299886194,0.254580118859837,-0.253532504740169,-0.232499155630469,-0.519803315030054,0.461976067399289
-0.308909021615359,0.0536523199796496,0.361864795773035,-0.036153406199172,0.00817818336080367,-0.193277293605214
0.330017188660856,0.107882114987438,-0.134115244161315,-0.145454574042434,-0.459012058774333,0.653186432333738
0.189398819261775,0.108435426717739,-0.145331102802322,0.343530045313639,-0.138909400969902,-0.392735965025001
-0.0344867489223593,-0.0792660590803425,0.139209326795516,0.411272409582875,-0.0489756126344116,-0.488754013121252
0.340403089610604,0.29077242523327,-0.335800008972459,-0.0195906329107058,-0.323908412255427,-0.0988779734699237
