4.280549774620809877e-01 1.173515902386439991e-01 6.998236086385809518e-01 -5.538634627199939819e-01 -1.674591884177099865e-01 -3.621664819569079818e-01 7.330521286880590237e-01 -7.537345307008399553e-01 5.515896884100119912e-01 -2.734168141765990212e-01 3.120525228821089889e-02 4.842626587927230108e-01 -4.877570399536250156e-01 4.194042721367710058e-01 7.044063508711220223e-01 7.846463159827250511e-01 -6.615965150683249529e-01 2.374938508454310093e-01 -3.757875759669250249e-01 7.226038644598760108e-01
5.788428023229520436e-01 4.132852385093550018e-01 1.708309002590510106e-01 -7.062466252700749791e-01 -7.450052647457859889e-01 -6.095526586610919839e-01 -1.860852634342199940e-01 -8.334241369167909586e-01 7.154981493489139671e-03 7.963051176258879593e-01 8.593365328240070156e-01 1.837855773751150001e-01 7.412435370872309803e-02 -7.306434518598740047e-01 3.870090247537429917e-01 8.166502909021310375e-01 -3.179160085229920107e-01 4.475093787665569978e-01 1.628286275634479863e-01 5.035460213910399885e-01
8.045961091594080461e-01 6.914189969245989609e-01 -2.823531373791169918e-01 -2.430668786989459984e-01 3.328815465307889965e-01 -5.232659487497259843e-01 7.056779359796560014e-01 -1.756441507542000069e-01 6.233236389652859755e-01 -6.634130293139559598e-01 -3.518155577403029866e-01 6.537992991228610551e-01 -3.527291260248909821e-01 6.590181332952510518e-01 5.217236673817250425e-01 5.957873780266840225e-01 -6.634735964128659624e-01 4.613204772896580264e-01 -2.344297296771880035e-01 1.159933460519319975e-01
8.145571970138250073e-01 6.985931812666239527e-01 -1.213232806406309983e-01 -3.668844123943519886e-01 2.273511159874949950e-01 -7.300277766043850036e-01 7.162951457041399905e-01 1.266098199880990038e-01 3.727409212626360269e-01 -5.694679948045240359e-01 4.128801034282180149e-01 5.195090215351909624e-01 -1.385910369934379993e-01 -2.363735505371169880e-03 4.139631684738039885e-01 7.325336115917620017e-01 -6.058667458151429930e-01 -1.185755420778560054e-01 -5.554648136904409839e-01 3.242481588543940085e-01
6.989229162223310476e-01 5.987466082366430520e-01 -2.934724588655160046e-02 -1.025227719132749959e-01 -8.661416662805180439e-03 5.273773713624670123e-02 8.144672332792030067e-01 -5.548770052351189586e-01 5.109944507588850549e-01 -6.882131224773689882e-01 -5.947974021606650119e-01 5.324581466098600169e-01 -1.547796643755829926e-01 7.688702440171679697e-01 7.110841415436800483e-01 6.280180372624220020e-01 -6.983318241579350438e-01 5.184549294689100307e-01 -1.703765647178160092e-01 1.778458874416380120e-01
6.700560349107610447e-01 4.252750623448010026e-01 5.811845559113749671e-01 -7.876822384405699484e-01 -5.112132501436019716e-01 -2.795724173472809992e-01 -2.081318748083700043e-01 -8.795288568255450468e-01 2.997999748587319990e-01 7.447881324541310022e-01 5.548678361012010507e-01 6.154062800303260472e-01 -2.756622523190749852e-01 -4.299119612224739928e-01 1.416709367258019991e-01 8.201106588279549747e-01 -3.944499371991210257e-01 -4.088056927634339810e-02 -4.593261057004439929e-02 1.633795504576200097e-01
5.622401730647860196e-01 4.416272179649839980e-01 3.012972462688700004e-01 -1.952623886178189994e-01 -2.857822967305139739e-01 1.632842356463450051e-01 8.150039713226659988e-01 -6.549882824704450490e-01 4.329796185194980107e-01 -7.096827369579139511e-01 -6.346368940499279576e-01 4.988377501180740192e-01 -1.907080610974639934e-01 7.419282975992900209e-01 8.098560489636740245e-01 7.456222775245999745e-01 -6.158177912572260215e-01 3.112726956144939994e-01 -4.072230266757619899e-01 3.471810005875429761e-01
7.381506174591929703e-01 6.318647603258350509e-01 -1.238875930558279992e-01 -1.772928310094309956e-01 1.840416340736019951e-01 -1.901016706517530130e-01 7.899620411907359863e-01 -4.502123209577870155e-01 5.898331140959730545e-01 -6.570983619854310342e-01 -5.326879725677859945e-01 5.899840950050110333e-01 -2.568909870583159782e-01 7.449362357119190259e-01 6.451685051898520262e-01 5.975924274316080087e-01 -7.202800193370989534e-01 5.483798773222420264e-01 -1.436516781562600098e-01 1.711503443744510078e-01
5.423692756654989733e-01 4.128499818018480094e-01 3.455696109591340215e-01 -6.759166603800590423e-01 -5.983887114562149723e-01 -5.040876065929249528e-01 -1.685005339549200121e-01 -8.655513063082840297e-01 2.413745751219530111e-01 7.219740782298500470e-01 6.240289108675930452e-01 5.015178414162889675e-01 -4.253274577778560217e-01 -4.752489477252549999e-01 5.350163874603709457e-01 8.460611680016909553e-01 -3.242228231582339748e-01 2.325163455620370134e-01 -2.781601387080899837e-02 3.708854120299849844e-01
4.380836433515600259e-01 2.938430188638079810e-01 5.114808816641619460e-01 -2.531945762299019909e-01 -4.192896000414230162e-01 9.909988457510300608e-02 7.897975713621240290e-01 -6.755917389975859555e-01 4.623026764976250202e-01 -6.983776857209860189e-01 -6.239684396191279570e-01 5.306345838327299891e-01 -2.917271668147840002e-01 6.998661629385080074e-01 8.399939741489079736e-01 7.937593166215269891e-01 -5.292967857892789674e-01 1.826711187723719931e-01 -4.723426309434590187e-01 4.991659815469710049e-01
2.465521535795910102e-01 5.405540556311869832e-02 7.591920377157329591e-01 -1.645208594442489902e-01 -4.994090390630990250e-01 -1.142819122865760054e-02 6.965375523331099883e-01 -6.539661397289620037e-01 7.091190410392469445e-01 -6.800875241047099617e-01 -5.770601933178429732e-01 6.418905552484449606e-01 -5.137563471436470408e-01 7.393516258488389559e-01 7.461211292144620533e-01 7.253525686849560117e-01 -3.540967972843189759e-01 1.888871627680200060e-01 -2.949440850596760089e-01 6.467530603197769734e-01
6.858458102515080368e-01 5.657147312082480006e-01 5.038914086758079502e-01 4.276911900340000239e-01 -2.855634158485820251e-01 2.964433951650419785e-01 4.673708174607509869e-01 -4.420308466307489859e-01 8.099720181921490347e-01 -8.149218795623970335e-01 -7.588764919503779849e-01 8.011711235326229863e-01 -5.097419205963980016e-01 9.306743676957529576e-01 5.948943853727830522e-01 3.951052402391139751e-01 -1.272102484410080059e-01 6.065250312080999739e-01 4.441724856012689848e-01 1.059971149616859981e-01
