-4.724573347960577159e-03 1.366432745024184162e-03 9.412129779260935275e-03 1.278344210081210769e-02 4.247312066510699341e-03
-1.139762147148114420e-02 9.429118754282307191e-04 6.639687753576382738e-03 1.232385886690312918e-02 8.567780340798582597e-03
2.021847927533346190e-02 1.799306330097735470e-03 -2.277872810560646957e-02 -9.014654808150217302e-03 1.337954944799138804e-02
1.860569082205376298e-02 6.062133817267061249e-03 -1.787253916495121567e-02 -2.509806735200108101e-03 8.404861144274727164e-03
1.554517562143745840e-02 6.529237409249499108e-03 -2.077842862804775773e-02 -1.971318732476419477e-03 8.583229274195750685e-03
2.147087541470049307e-02 3.080275867614683596e-03 -1.724371780674455179e-02 -5.308312386289938982e-04 5.529054615385109450e-03
-1.679603148689805259e-02 1.921763602279062330e-02 -3.376559608140189579e-03 9.183004518787814610e-03 3.510208339411701340e-03
-3.610672052575065061e-03 4.047957106532371063e-03 1.080183958241967036e-02 1.010775688363625517e-02 2.693566573520147708e-03
2.712893872756208091e-03 2.115683542760644301e-03 1.311370270162827423e-02 8.840417836714638267e-03 -4.653928101751203701e-04
8.291850908721331388e-04 2.099331572704714235e-03 1.239862002740652926e-02 7.824672479233877806e-03 -2.237435316431963335e-04
-1.210177715592234554e-02 4.552081291020702684e-03 6.363395407369004837e-03 6.714779881349008245e-03 2.126952821819565621e-03
-1.417721081304570627e-02 -1.187930001496823561e-02 3.881391545024612776e-03 1.383566906233069278e-02 9.677291778565265401e-03
-3.888597508833122052e-03 -1.786890106688967736e-02 -9.271794837502069300e-03 7.077509535768928411e-03 1.899330920761618498e-03
-1.244324588548473449e-02 -1.937213715164359459e-02 -1.953142490739377332e-02 4.133915208877673997e-03 -1.446530972096589764e-03
-1.413654871990703381e-02 -1.809381730883362002e-02 -1.641943804717022060e-02 5.280130459507075685e-03 -6.559255704636010945e-03
2.082944841969682631e-02 -2.557935878928554313e-02 7.687246983898098421e-03 7.991939887545316634e-05 -1.422780483672384140e-02
1.978702029470728874e-02 -3.198847377425304006e-02 -3.558389318523440172e-03 9.610076487189854813e-04 -1.696465264436924567e-02
2.232148732961784440e-02 -1.283721270040047956e-02 1.616491215214840502e-02 9.027922811946603558e-04 -7.982855852590687792e-03
-5.302154797020195570e-02 -3.550706447850988240e-02 8.862368678944821179e-03 -2.334145233139758857e-02 -8.418768425427622035e-03
-4.349958082666772335e-02 -1.378148985999489914e-02 7.842064161511138817e-03 -1.628135031017765438e-02 -2.001367300216227996e-02
6.428562453501785248e-03 8.543578338736419362e-04 1.507292742450568913e-02 5.134963558614303453e-03 -1.190167454256825302e-03
3.733058581193551655e-03 4.081969520407717315e-03 1.433546734180569590e-02 4.139377091601600077e-03 1.056764236035927966e-03
9.654197632690224642e-03 -1.778699331318556046e-03 1.608403320401739778e-02 4.249719191310218427e-03 -3.375274721870973743e-03
7.798558351341615229e-03 -7.727205953807047677e-04 1.593847659968109648e-02 4.119966329319294136e-03 -3.854121286363547307e-04
1.257563139730168145e-03 5.120084841538433129e-03 1.303989481208893235e-02 3.452098043241760231e-03 1.023293110906402107e-03
3.463287525882992324e-02 -3.317865795016020081e-02 -2.434360806868315213e-02 3.671534053623343782e-03 4.721581683182481809e-03
2.786436784514826834e-02 -3.073517625697331709e-02 -3.354201506997139121e-02 3.709749713658255788e-03 1.284748565086145464e-03
7.342064213121013601e-03 -1.417544126650849452e-02 6.093765570002936463e-03 1.097395421079968257e-02 2.495267038013956797e-03
-4.072244386719105127e-04 -7.058597722715167014e-03 -1.390881246740644905e-03 8.571620251294266926e-03 1.087726302580454933e-02
4.630467470560905435e-03 -1.014213484659889745e-02 2.486317592458215774e-03 1.031386750444785241e-02 6.440528370047125806e-03
6.280491321642357738e-03 1.325181456378576525e-02 1.266886816352169425e-02 -3.482124837428818200e-03 3.207719686711059046e-03
1.470644906745000730e-02 -2.799626222267477798e-03 9.451913172722590725e-03 -5.415538890977390947e-03 6.454710065169578723e-03
4.324791839421535458e-04 1.932878986264771615e-02 8.102163984617985135e-03 -3.873178659678291891e-02 1.823500186626372116e-02
-1.726276828864228494e-02 1.345764682288848151e-02 4.300077233971832599e-03 -3.763765071171358556e-02 1.991818191149494904e-02
4.607895696976625592e-03 2.230950364635649573e-03 -9.092487129934802292e-03 1.578737574087391363e-02 1.047450118124478306e-04
8.231965675309768984e-03 4.438509230195003888e-03 -9.696503549221639068e-03 1.369760333601268386e-02 3.753837772300213250e-03
1.911915328632356192e-02 -5.569956543453186137e-03 1.898408937738685397e-03 1.234385454360875656e-02 3.808393474600076014e-03
1.799750835728624460e-02 -3.276408394351864716e-03 2.084868915086217009e-03 1.278766739908980023e-02 4.335464794309519553e-04
2.163774409384220526e-02 -2.740795455876807955e-03 5.451318062627257682e-03 1.266319351974240157e-02 -2.494578070141190932e-03
-1.031118048079986832e-02 1.616911409278741496e-02 -1.748114734710234583e-02 -1.314327392018172988e-02 -4.630575421469051989e-03
1.325550724331906079e-02 2.332272770585274921e-02 -6.573457377056154093e-03 -2.046658619927462647e-02 -2.100390348330750251e-03
1.898733448492750595e-02 1.968658315347638493e-02 -1.071699929731455454e-02 -1.523253522562204552e-02 -3.737461515145148842e-03
4.815467201302648520e-03 7.300114400218429486e-03 -1.098594941109921203e-02 1.581676037991381050e-03 -4.253432529723070663e-03
-4.689804542714025304e-02 -4.512536701984575654e-02 1.049423586084733719e-02 -1.958275756044053698e-02 -7.907057784492776617e-03
-4.793839155453480383e-02 -4.168177407523663419e-02 9.401550573991453164e-03 -2.017232398374307900e-02 -8.345073517409519470e-03
1.113256012652217262e-02 1.002214983286334529e-02 5.166736758981355093e-03 5.114846992123765236e-03 -9.335264805257698431e-03
3.477972857165727901e-03 9.315582761517487292e-03 3.628948076625346155e-03 9.131228354261508931e-03 -7.297367835366988173e-03
-1.672355699275180230e-03 4.493951963262656640e-03 1.388640604691382223e-02 1.095037528693765076e-02 2.282532451994536294e-03
-1.741529812017642703e-02 7.334319087835869388e-03 8.907882890471422940e-03 9.019853537501051899e-03 7.469218267593467908e-03
-9.077517371317284436e-03 6.449145409461259915e-03 1.183094725022809830e-02 9.461771478529935192e-03 8.422151654956151062e-03
-3.429624441476537226e-03 4.796057335793310096e-03 1.384192689389547939e-02 9.443011235580172844e-03 3.120977638472576497e-03
-1.292943320069610096e-02 6.901900886272678386e-03 9.912316938895639196e-03 1.109579773368355414e-02 6.519751785811018531e-03
-1.228163156496446876e-03 4.637419499735507579e-03 1.349085060666740769e-02 9.473543874707630180e-03 -7.940864530484036154e-05
