-7.441269178507474713e-01 8.297042970245116500e-01
3.360694325495227064e-01 -1.253895775711004745e-01
2.601599739651897503e-01 2.585394049173639353e-01
4.002740642065473198e-01 -2.434256815718380818e-01
-8.846622227949541006e-01 -2.804375703893609018e-01
4.548310187526587445e-01 -3.293906133679462833e-01
3.602696889671200831e-01 -1.995203565416641123e-01
-9.681751727083200976e-01 6.024125411172152056e-01
5.273863899138286904e-01 -3.912926715239748443e-01
7.589941264904024321e-01 -3.893025070905020701e-01
9.172880004980614732e-01 -1.751614065183639823e-01
9.352026962105799424e-01 -9.552300495658274659e-01
8.646456514131941606e-01 -1.982216204366473722e-01
-6.426165365982146049e-01 -6.367181906496062194e-01
-5.797950013618378140e-01 -3.339119913673356255e-01
9.005504955746036488e-01 -1.331670886168778711e-01
7.933341409815205525e-01 -4.516960291295519792e-01
9.412921839409200686e-01 -9.483901312125329053e-01
8.372891802877689971e-01 -2.725411219470159629e-01
-5.682294770297942055e-01 -5.387516795273648018e-01
8.193188543955609582e-01 -6.952865107473666928e-01
7.964942896841333830e-01 -4.126950330614214124e-01
9.011739406802532493e-01 -8.871931919909330500e-01
8.016940143665909346e-01 -3.769083533060908486e-01
8.184832437282700823e-01 -3.211304706389230823e-01
5.038122270011342607e-01 5.295283770121128608e-02
1.123735133637415728e-02 -9.543215580910102691e-01
2.945841634959209809e-01 -3.352166486072678531e-01
-9.087555524084036662e-01 6.524160669386864786e-01
-7.687595566849281248e-01 -7.547556114884392819e-01
4.093267178184359922e-01 -7.934046245160275568e-02
-3.173856641891916741e-01 3.926668569379965223e-01
-9.371407653506662605e-01 6.609129787754715046e-01
1.134644883251413328e-01 2.672428271559752488e-01
-1.216439005535032702e-01 3.403085019436210557e-01
-7.728679360061723180e-01 -6.407237543869723773e-01
4.616177449155307588e-01 -2.378871994672182577e-01
-5.514396123755460621e-01 -1.549123438872028746e-01
-6.081398776435360531e-01 -2.576216710961047873e-01
-7.638102253791509977e-01 -7.481285467631411112e-01
-2.191864102877572051e-01 3.449705194792401786e-01
4.179809539735626078e-01 -2.435409709569689163e-01
-7.154097512475146026e-01 -9.389205005439760221e-01
-4.905939582291478640e-01 2.336231139799710421e-01
5.444524466947191499e-01 -5.255981224085537473e-01
4.103664993385128801e-01 2.956329910629700297e-01
-1.541816749573610146e-02 4.969381076804556541e-01
5.856447863681670807e-01 -5.519397565035677466e-01
4.992788382914069567e-01 -3.816178934089324848e-01
5.305904617719008343e-01 -4.499585728755561842e-01
4.700291473924900210e-01 -2.943054548475485532e-01
3.942805794918351481e-01 3.430843186140098977e-01
-7.539209641398094686e-01 -8.474399848848730432e-01
-2.316784538976017771e-01 4.787780883926422426e-01
-9.051648078398804032e-01 9.493592909638692845e-03
4.173141708576380005e-01 2.634546654003229182e-01
-1.420683646708649217e-01 4.253417074445565715e-01
4.896874742916728085e-01 5.089474125542814420e-01
-8.981599893131431145e-02 4.034038729437877668e-01
4.624884705207110702e-01 -2.855561154355956699e-01
-7.933088284131186718e-01 -7.992179276100737084e-01
-8.684152278675576486e-01 -6.445804861621831083e-01
-6.636485088912311703e-01 9.232063743385864329e-01
-9.435754207875148847e-01 -3.589358751048681295e-01
4.611458429169842388e-01 8.840487230478455416e-02
-9.218762525515713513e-01 2.968674236126246369e-01
4.560385467313967656e-01 -2.995677708492865410e-01
4.322778502125019795e-01 2.243583334537289087e-01
1.635431982739440349e-01 -2.620186913722657440e-01
-6.185025528516865378e-01 -2.306696126065410635e-01
2.969557577069124044e-01 -2.237930332697779523e-01
2.367194026232716242e-01 1.785393629674331128e-01
-1.841246037107355793e-01 2.836444748014640416e-01
