PCS 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 0.369394032966 	 1.50818906206 	 1.22279595138 	 1471.03483617
2 	 3 	 0.36396266039 	 1.34904175367 	 1.33780118469 	 2154.72789534
2 	 4 	 0.378280465483 	 1.3481993905 	 1.24350909573 	 3409.76541942
2 	 5 	 0.375530596252 	 1.51292682492 	 1.05294906154 	 4651.92738541
2 	 6 	 0.393951378609 	 1.2824624479 	 1.06828220658 	 5622.3752397
2 	 7 	 0.394110200126 	 1.25625983501 	 1.06984318744 	 8214.7336728
2 	 8 	 0.381045775908 	 1.08452136059 	 1.24892221415 	 9278.20571813
3 	 2 	 0.322744984814 	 1.29876982455 	 1.44257341522 	 1150.81229291
3 	 3 	 0.348452981934 	 1.24458862267 	 1.52845475279 	 1654.36543788
3 	 4 	 0.359872996589 	 1.3813110144 	 1.36996047454 	 2510.30892032
3 	 5 	 0.371079406938 	 1.29065275222 	 1.30865678183 	 3145.8875733
3 	 6 	 0.360713012243 	 1.16466690301 	 1.27962822692 	 4022.63312783
3 	 7 	 0.359477236356 	 1.14470149917 	 1.32681728629 	 5527.3418393
3 	 8 	 0.336564496416 	 0.994314607075 	 1.44173256191 	 5974.88804488
4 	 2 	 0.296878444147 	 1.21603581717 	 1.56948319211 	 1011.24450022
4 	 3 	 0.311438542044 	 1.13653617082 	 1.6781565446 	 1392.37378681
4 	 4 	 0.330786228411 	 1.12092074042 	 1.60210588087 	 2187.51675673
4 	 5 	 0.314037064421 	 1.11453061975 	 1.51262157323 	 2654.51393843
4 	 6 	 0.327977932283 	 1.10051720467 	 1.49439507359 	 3234.59081775
4 	 7 	 0.321366800806 	 1.02245442731 	 1.49181344979 	 4269.12522768
4 	 8 	 0.307430884634 	 0.834412736252 	 1.71698396137 	 4506.96390653


*** Final results ****

Silhouette 	0.394110200126 	 2PC_7g
Dunn 	1.51292682492 	 2PC_5g
Davis  	1.05294906154 	 2PC_5g
vrc 	1011.24450022 	 4PC_2g
