PCS 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 -0.00741240869946 	 0.356919975271 	 4.97739160615 	 1879.06378431
2 	 3 	 -0.0210967243843 	 0.368089510704 	 4.5679096355 	 1472.00652058
2 	 4 	 -0.0578404151607 	 0.292024878589 	 5.24299988552 	 1872.89645131
2 	 5 	 -0.0665894675566 	 0.199060131397 	 6.70915809931 	 1536.9663834
2 	 6 	 -0.0679546542639 	 0.154378691082 	 7.921090318 	 1702.20778792
2 	 7 	 -0.10335562148 	 0.149218310636 	 8.41345502111 	 1569.34904051
2 	 8 	 -0.0919268122676 	 0.149218310636 	 8.59266800421 	 1404.7937132
3 	 2 	 0.00131117516276 	 0.446842773955 	 4.11221905743 	 2577.55884344
3 	 3 	 -0.0166347841116 	 0.475621020677 	 3.73234713203 	 1720.20591725
3 	 4 	 -0.0408579583316 	 0.32217340311 	 4.51603216468 	 1682.3379523
3 	 5 	 -0.0487999798727 	 0.31610830374 	 4.50106747269 	 1636.30704603
3 	 6 	 -0.0535982129472 	 0.278806283377 	 5.39498064435 	 1610.8001744
3 	 7 	 -0.0860272428025 	 0.337044223859 	 4.80768245003 	 1779.02144751
3 	 8 	 -0.0754780765683 	 0.269808269657 	 5.37371396353 	 1678.02851907
4 	 2 	 -0.00980123891121 	 0.64248728972 	 2.66242253497 	 2625.70914554
4 	 3 	 -0.0179485389323 	 0.407879519115 	 3.75722624802 	 2132.29103355
4 	 4 	 -0.0314728111793 	 0.368059933475 	 3.87534735401 	 1976.99653805
4 	 5 	 -0.0348181941575 	 0.277392274535 	 4.71182362266 	 1808.672724
4 	 6 	 -0.0579320748088 	 0.283996060536 	 4.41710599209 	 2021.806602
4 	 7 	 -0.0567378234911 	 0.279285399278 	 4.52100719578 	 1867.34086393
4 	 8 	 -0.0796995888162 	 0.265120799984 	 4.90450094144 	 1830.96522334
5 	 2 	 0.000256343989617 	 0.403038818116 	 4.58289524252 	 2253.92287913
5 	 3 	 -0.00843954746341 	 0.390206135252 	 4.188139419 	 1767.78169132
5 	 4 	 -0.0187933113393 	 0.408350784897 	 4.07778217969 	 1628.18717715
5 	 5 	 -0.0236772216185 	 0.256890475613 	 5.51415126043 	 1608.72694439
5 	 6 	 -0.0329177262048 	 0.280415957991 	 4.76746897738 	 1567.75565338
5 	 7 	 -0.0406556105017 	 0.272794675802 	 4.76551552669 	 1626.53590543
5 	 8 	 -0.0503369461031 	 0.265556952493 	 4.67136457383 	 1620.7052116
6 	 2 	 -0.00100817832967 	 0.436819662129 	 4.27796652531 	 2159.33994173
6 	 3 	 -0.0177476257052 	 0.419099695461 	 4.04030765854 	 1693.98516212
6 	 4 	 -0.0330543960829 	 0.393301754816 	 4.28693855481 	 1733.13265069
6 	 5 	 -0.0439757533627 	 0.335156360047 	 4.30425223291 	 1687.63010441
6 	 6 	 -0.0448459782812 	 0.329069965885 	 4.60447130398 	 1817.53716296
6 	 7 	 -0.0511349959411 	 0.326230232096 	 4.43431413773 	 1924.77969824
6 	 8 	 -0.0597888012733 	 0.318202049229 	 4.61742542076 	 1876.70461601
7 	 2 	 -0.00529488543718 	 0.439327385489 	 4.36630615455 	 2079.69008265
7 	 3 	 -0.0159738693252 	 0.363656776239 	 4.65279005583 	 1765.80466479
7 	 4 	 -0.0254964067322 	 0.340525898287 	 4.70919093304 	 1652.1784613
7 	 5 	 -0.0322426374422 	 0.326288007646 	 4.69697670198 	 1555.43497914
7 	 6 	 -0.0389292358951 	 0.315771692206 	 4.72358774914 	 1553.66864965
7 	 7 	 -0.0402429906674 	 0.313195416658 	 4.64066630219 	 1619.12534759
7 	 8 	 -0.0563869563105 	 0.301040753056 	 4.68703928411 	 1595.85498317
8 	 2 	 -0.000648598087887 	 0.470063219082 	 4.16383294283 	 2457.41650142
8 	 3 	 -0.0131868070356 	 0.431760578061 	 4.04674253467 	 1889.60501388
8 	 4 	 -0.0172431933412 	 0.410348036885 	 4.21701643442 	 1855.22435952
8 	 5 	 -0.0518783994486 	 0.41127476102 	 3.83029687531 	 1881.45077328
8 	 6 	 -0.0634776611136 	 0.40811819282 	 3.7708229603 	 1860.49774421
8 	 7 	 -0.0615113342456 	 0.310727312794 	 4.15760771393 	 1810.85435039
8 	 8 	 -0.0653369058895 	 0.307958340315 	 4.5463219087 	 1820.59304026
9 	 2 	 0.000277859255413 	 0.457561298895 	 4.31747478108 	 2133.27141043
9 	 3 	 -0.011593298694 	 0.399201178587 	 4.51297567526 	 1778.14597439
9 	 4 	 -0.0166706429038 	 0.374681886133 	 4.46314875783 	 1729.57809099
9 	 5 	 -0.0225073641549 	 0.372897192427 	 4.47697509392 	 1767.20862848
9 	 6 	 -0.038282026309 	 0.37297719585 	 4.24253297875 	 1659.82874514
9 	 7 	 -0.0426529594562 	 0.358693454989 	 4.45144230127 	 1617.9482
9 	 8 	 -0.0608647183242 	 0.351996790322 	 4.28897206399 	 1656.79726997


*** Final results ****

Silhouette 	0.00131117516276 	 3PC_2g
Dunn 	0.64248728972 	 4PC_2g
Davis  	2.66242253497 	 4PC_2g
vrc 	1404.7937132 	 2PC_8g
