3.617545177503005416e-01 7.449460818551654206e-01 1.016145125561641605e-01 -2.025807410533664310e-02 -8.176230349980666556e-01 -6.076803803736083864e-01 -2.218368607131333547e-01
-6.959450608632438140e-01 5.545469378595730969e-01 2.682247320003018354e-01 -8.628987153395297760e-01 -1.136643791964326855e-01 -6.389337157819301449e-01 7.338263233622236426e-01
-3.094330878090907344e-01 4.739634534283896361e-01 5.339855960355073261e-01 -6.175333859078333543e-01 -5.467704905260037940e-01 -8.291686094568606613e-01 5.883743656626316820e-01
-3.916364140309565034e-01 5.916062952125895613e-01 8.879056909234939177e-02 -8.140265409617311043e-01 5.533333995428564300e-01 -5.707818484833691031e-01 7.175567118129058120e-01
2.321650200975249323e-01 7.267066744129141442e-01 -8.484189236008266022e-01 2.222885837580604873e-01 -7.365552413925773312e-01 3.551245055877658707e-01 -1.560250418585811261e-01
-5.818954403979037515e-02 3.600862021678087332e-01 1.726368166249622194e-01 -7.441362848199726265e-01 6.713231389075043909e-01 -5.777579433795492214e-01 6.776653324301592507e-01
-5.899006837206803855e-01 6.295794862000116954e-01 1.399605056027205530e-01 -8.524459421029075834e-01 2.847347882963873200e-01 -5.733174508339868858e-01 7.254467118916521073e-01
2.487542209464714826e-01 8.626057500258067501e-01 -5.689335449367582953e-01 -1.584039022569336819e-01 -7.454249533233843206e-01 1.642006272114316934e-01 -6.544267204473421806e-01
-3.413621972393410253e-02 6.132115202184951208e-02 3.038029636389882882e-01 -6.652706969992217001e-01 6.967014350048628124e-01 -5.815720825153440909e-01 6.890946364975408800e-01
-1.151777073097133286e-01 -3.142045236283441678e-01 2.210696303776026328e-01 -5.379964433810167090e-01 5.362834017554840571e-01 -2.194862527570031752e-01 7.299272508190820519e-01
-5.827436696185581688e-01 1.498519513564259276e-01 -3.068994297205427380e-01 -7.512994887869410832e-01 4.832207095140612640e-01 7.267227140343335279e-01 7.590521556854824548e-01
1.241473609554468727e-01 2.767550130278029208e-02 -9.544524803889462561e-01 -6.248056954748908431e-01 3.374017911884952259e-02 1.459081171890266315e-01 4.459365424346901641e-01
-5.037573290713523999e-01 2.167358465997513139e-01 -2.643792343571671477e-01 -7.902412072155233780e-01 4.917781565940765320e-01 5.468318811556241998e-01 8.102324821370088248e-01
3.158635723839057219e-01 5.084428255120841955e-01 -2.034177799419694121e-01 2.595910164392679631e-01 -6.431880849556375068e-01 6.158359392490311279e-01 -4.884839072771396395e-02
3.947980661057749474e-01 6.036576440353165207e-01 -2.316291678706274837e-01 -2.370171222888497464e-01 -5.528909853984615985e-01 7.937543007337173329e-01 -4.795669025128610485e-01
-5.953528249113471116e-01 1.151791748628044898e-01 -2.233219206027530213e-01 -7.801475537893201029e-01 3.832585973108508792e-01 5.550551624115318550e-01 8.324653491131285277e-01
-4.715410279620679823e-02 -8.726666944807148774e-02 -3.993214836968801418e-01 -7.484702385715433781e-01 7.030228343024551574e-01 4.500687410531445387e-01 7.824327450867628597e-01
1.516529485314082049e-01 -1.214840243330803649e-01 -9.525455700379328317e-01 -6.738145892083784450e-01 -1.984432336097285976e-02 2.372765538140390040e-01 4.172485673750354618e-01
-4.336291384595187814e-01 1.137321113264271322e-01 -3.010954704492014855e-01 -7.953348199776197891e-01 5.135467831462452448e-01 4.739730374968041948e-01 8.161591243783552496e-01
3.577148205318700924e-01 5.510662575581631861e-01 -3.054570249933332704e-01 1.488982994031297080e-01 -5.998582392405540364e-01 7.328136306020649471e-01 -1.961691450147167171e-01
2.504627384356074016e-01 -4.971085586027970127e-01 -7.439698148849165360e-01 -7.938736405654023276e-01 4.224841815435605996e-01 2.277571200598563772e-01 7.134228884069534482e-01
-1.448503079821936712e-01 1.614187095099872682e-02 -4.101611364980837227e-01 -7.752374960046339858e-01 7.347414618793214336e-01 4.612472025534336550e-01 8.439042498044023732e-01
2.087681968460676218e-01 -3.272396798138952345e-01 -9.225121983994608588e-01 -7.582470098924900537e-01 7.811340551491319228e-02 1.857302596816541307e-01 4.723945210729184607e-01
-2.202766085497145365e-01 1.074941166241973889e-01 -3.860674708114166798e-01 -7.770163490729431466e-01 6.251905148033594095e-01 4.189799944347949445e-01 7.945733474637857174e-01
-3.678828997874519224e-01 1.048023548162086982e-01 -3.490081392678126004e-01 -7.899877138992548176e-01 6.092208170895596631e-01 4.759076845805226830e-01 8.163730034096388088e-01
-2.998698466543991970e-01 6.770328450032888634e-01 5.419270067069781316e-02 -8.599447935822730482e-01 -3.816328160012272264e-02 -1.782920483366514652e-01 9.012912980308469546e-01
4.527613031703247026e-01 -7.030299262276231698e-01 1.819778792397531708e-01 4.568230977153021621e-01 -2.113310021692142993e-01 -9.484465057738746818e-01 2.253480959468352474e-01
-2.608520408113352840e-01 -1.420302342243271454e-01 3.944843623762070983e-01 -6.589701657311670679e-01 5.644322534249073264e-01 -4.637910545303935983e-01 6.784000464053266954e-01
2.171691858132657194e-01 7.542004387040535107e-01 -2.612526273073363381e-01 -3.360801259030048449e-01 -6.237620820651352815e-01 1.815388223307838889e-01 -6.805131010649971834e-01
1.651989264394652102e-01 5.464640119871637669e-01 -5.852299196204577836e-01 8.201084192180128074e-01 -8.536553249965881385e-01 -7.013322545647371342e-02 3.786856893272778635e-01
-7.486785108681177636e-01 5.618781912840989934e-01 5.676313285634009276e-01 -8.074472445610527682e-01 4.603783206945779582e-01 -4.402554568213052910e-01 8.253548209942241920e-01
3.949228778176009369e-01 7.521234564952312684e-01 6.357718332801849392e-01 -4.297631198463660596e-01 -8.227155474080594111e-01 -8.245636233544229032e-01 -4.106951724746663590e-01
2.401859398493825237e-01 8.098806840469456869e-01 -3.702597057937464520e-01 -4.327783300706100622e-01 -7.049401173477565230e-01 1.817919399698468830e-01 -8.400048457868389828e-01
-3.352878064410325099e-01 5.557426273725556420e-01 7.600950663156020859e-01 -5.865421233960217418e-01 -6.539690058649370030e-01 -8.144595546553199394e-01 2.608025004053773355e-01
5.348474343370512862e-02 7.167806577956897796e-01 7.727671742134919475e-01 -5.501627754340050469e-01 -7.854247486353480578e-01 -7.432120114016584900e-01 -1.159827574040099840e-01
1.791346992663658266e-01 7.016555493188734172e-01 -7.726680650691559737e-01 4.761700677619080668e-01 -8.623025567462507812e-01 4.734600150142854735e-01 6.138022291893430182e-02
-3.268712599019520937e-01 4.600989036667625376e-01 2.997861813422681987e-01 -7.098871145739595878e-01 6.482658094604705212e-01 -5.178613118021562212e-01 8.087458840531335236e-01
2.776536033848724383e-01 7.710107392462028919e-01 -6.877354886692725877e-01 -1.827225235955765026e-01 -6.003316144636785534e-01 6.274261035049484292e-01 -5.111662025347214477e-01
7.612178975059868957e-02 6.405331895617278892e-01 -7.263684820234033168e-01 1.414071819320129597e-01 -7.506069359299116783e-01 5.253733251362442402e-01 -1.846758764843605682e-01
1.818133041856352383e-01 5.829426678886070468e-01 -5.261731704166447976e-01 8.549560674264411464e-01 -8.731905097857284304e-01 -7.970368786192216781e-02 4.073066743520739053e-01
2.335389773936634716e-01 6.924306496010257383e-01 6.569997918700474226e-01 -5.104360457982459742e-01 -6.785437545013379701e-01 -6.212133304470170980e-01 -2.383088716565679999e-01
-2.414577962602344474e-01 6.216993455240614752e-01 1.232107458331065386e-01 -8.386598096156652193e-01 2.813304168152969131e-01 -4.817155483481010414e-01 7.761568702950315535e-01
4.447197269547835674e-01 -1.268877412000704030e-01 -7.962037773243224592e-03 7.952295269621817431e-01 -4.482012038380818186e-01 -8.627981674536251422e-01 4.238086358373022167e-01
8.121260793762149488e-01 2.783438905152588738e-01 -6.732072253944587636e-02 -7.931758015005030416e-01 -8.739392812901283225e-01 2.121413472852206050e-01 -3.474906205771717271e-01
3.342792005017356516e-01 1.616981195724331855e-01 9.297798349257235806e-02 -7.035046706812311257e-01 6.787749448141224828e-01 -4.822647374668027620e-01 5.414565937169861787e-01
