Pair	 Nspec	 mean epoch	 epoch std
(0,0)	 37			 0.98			 1.76
(0,1)	 7			 -0.86			 2.03
(0,2)	 19			 0.44			 1.93
(0,3)	 19			 1.71			 1.59
(0,4)	 56			 0.25			 1.68
(1,0)	 9			 1.08			 1.74
(1,1)	 9			 0.46			 1.71
(1,2)	 7			 0.93			 1.87
(1,3)	 9			 -0.54			 1.72
(1,4)	 17			 -1.31			 1.12
(2,0)	 29			 0.61			 1.54
(2,1)	 21			 -0.02			 1.47
(2,2)	 12			 -0.07			 2.04
(2,3)	 4			 1.82			 1.83
(2,4)	 19			 -1.26			 1.68
(3,0)	 21			 -0.65			 1.74
(3,1)	 21			 -1.09			 1.83
(3,2)	 10			 0.01			 1.59
(3,3)	 7			 0.21			 1.42
(3,4)	 10			 -1.52			 1.44
(4,0)	 40			 0.13			 1.61
(4,1)	 48			 0.28			 1.51
(4,2)	 32			 -0.63			 1.82
(4,3)	 17			 -1.39			 1.93
(4,4)	 6			 -1.02			 1.02
