#################################################################
# SOM run with 200000 iterations on a 20x20 grid with sigma=0.8,#
#learning_rate=0.5 for out_DeepLearning.dat available on 		#
#/MLSNeSpectra/data_all_types			#
#																#
#################################################################

Pair = (17,6)	 Nspec=11	 epoch mean=28.12	 epoch std=0.81
Pair = (17,7)	 Nspec=7	 epoch mean=29.60	 epoch std=2.03
Pair = (17,8)	 Nspec=14	 epoch mean=28.80	 epoch std=3.48
Pair = (17,9)	 Nspec=10	 epoch mean=29.79	 epoch std=6.94
Pair = (17,10)	 Nspec=9	 epoch mean=32.61	 epoch std=8.74
Pair = (17,11)	 Nspec=9	 epoch mean=18.56	 epoch std=4.37
Pair = (17,12)	 Nspec=9	 epoch mean=23.68	 epoch std=4.38
Pair = (17,13)	 Nspec=4	 epoch mean=16.19	 epoch std=4.79
Pair = (17,14)	 Nspec=15	 epoch mean=15.19	 epoch std=2.35
Pair = (17,15)	 Nspec=8	 epoch mean=16.95	 epoch std=2.47
Pair = (17,16)	 Nspec=8	 epoch mean=14.73	 epoch std=1.66
Pair = (17,17)	 Nspec=11	 epoch mean=12.32	 epoch std=1.56
Pair = (17,18)	 Nspec=6	 epoch mean=12.06	 epoch std=0.98
Pair = (17,19)	 Nspec=10	 epoch mean=8.44	 epoch std=3.75
Pair = (18,0)	 Nspec=8	 epoch mean=28.28	 epoch std=5.31
Pair = (18,1)	 Nspec=0	 epoch mean=28.28	 epoch std=5.31
Pair = (18,2)	 Nspec=4	 epoch mean=17.49	 epoch std=1.57
Pair = (18,3)	 Nspec=3	 epoch mean=18.52	 epoch std=1.52
Pair = (18,4)	 Nspec=9	 epoch mean=16.11	 epoch std=2.88
Pair = (18,5)	 Nspec=5	 epoch mean=23.91	 epoch std=2.25
Pair = (18,6)	 Nspec=8	 epoch mean=24.09	 epoch std=2.47
Pair = (18,7)	 Nspec=8	 epoch mean=25.23	 epoch std=2.79
Pair = (18,8)	 Nspec=7	 epoch mean=22.28	 epoch std=3.33
Pair = (18,9)	 Nspec=0	 epoch mean=22.28	 epoch std=3.33
Pair = (18,10)	 Nspec=6	 epoch mean=27.47	 epoch std=2.86
Pair = (18,11)	 Nspec=7	 epoch mean=23.60	 epoch std=3.15
Pair = (18,12)	 Nspec=10	 epoch mean=16.24	 epoch std=1.87
Pair = (18,13)	 Nspec=4	 epoch mean=16.91	 epoch std=1.96
Pair = (18,14)	 Nspec=10	 epoch mean=20.77	 epoch std=2.82
Pair = (18,15)	 Nspec=8	 epoch mean=18.07	 epoch std=1.43
Pair = (18,16)	 Nspec=11	 epoch mean=16.61	 epoch std=18.63
Pair = (18,17)	 Nspec=5	 epoch mean=10.26	 epoch std=3.11
Pair = (18,18)	 Nspec=7	 epoch mean=6.46	 epoch std=1.22
Pair = (18,19)	 Nspec=14	 epoch mean=3.00	 epoch std=1.52
Pair = (19,0)	 Nspec=16	 epoch mean=41.29	 epoch std=10.48
Pair = (19,1)	 Nspec=5	 epoch mean=24.33	 epoch std=4.10
Pair = (19,2)	 Nspec=8	 epoch mean=17.98	 epoch std=2.77
Pair = (19,3)	 Nspec=24	 epoch mean=11.46	 epoch std=3.85
Pair = (19,4)	 Nspec=9	 epoch mean=20.10	 epoch std=4.75
Pair = (19,5)	 Nspec=12	 epoch mean=22.46	 epoch std=3.94
Pair = (19,6)	 Nspec=4	 epoch mean=18.63	 epoch std=7.15
Pair = (19,7)	 Nspec=17	 epoch mean=24.14	 epoch std=4.03
Pair = (19,8)	 Nspec=7	 epoch mean=24.89	 epoch std=2.82
Pair = (19,9)	 Nspec=13	 epoch mean=31.22	 epoch std=4.58
Pair = (19,10)	 Nspec=10	 epoch mean=29.13	 epoch std=2.08
Pair = (19,11)	 Nspec=10	 epoch mean=25.51	 epoch std=2.01
Pair = (19,12)	 Nspec=16	 epoch mean=22.31	 epoch std=2.34
Pair = (19,13)	 Nspec=7	 epoch mean=24.13	 epoch std=2.41
Pair = (19,14)	 Nspec=9	 epoch mean=19.83	 epoch std=2.48
Pair = (19,15)	 Nspec=6	 epoch mean=nan	 epoch std=nan
Pair = (19,16)	 Nspec=14	 epoch mean=0.92	 epoch std=16.80
Pair = (19,17)	 Nspec=1	 epoch mean=nan	 epoch std=nan
Pair = (19,18)	 Nspec=17	 epoch mean=6.76	 epoch std=2.24
Pair = (19,19)	 Nspec=8	 epoch mean=3.37	 epoch std=1.00

