Pair	 Nspec	 mean epoch	 epoch std
(0,0)	 5			 -1.12			 1.08
(0,1)	 7			 0.29			 1.88
(0,2)	 6			 -0.74			 1.59
(0,3)	 6			 -1.44			 1.10
(0,4)	 6			 -1.15			 1.51
(0,5)	 2			 0.77			 1.85
(0,6)	 8			 -0.77			 1.66
(0,7)	 12			 -0.11			 1.24
(1,0)	 18			 -1.49			 1.30
(1,1)	 7			 -1.67			 1.15
(1,2)	 8			 -0.08			 2.19
(1,3)	 12			 0.03			 1.51
(1,4)	 6			 0.65			 1.78
(1,5)	 5			 -0.54			 2.35
(1,6)	 7			 -2.20			 0.69
(1,7)	 6			 1.79			 0.80
(2,0)	 16			 -0.72			 1.40
(2,1)	 7			 0.73			 1.50
(2,2)	 7			 -0.62			 1.04
(2,3)	 3			 1.57			 1.42
(2,4)	 12			 -0.01			 1.81
(2,5)	 7			 -1.25			 1.00
(2,6)	 3			 -0.67			 0.47
(2,7)	 4			 0.20			 1.83
(3,0)	 11			 0.21			 1.41
(3,1)	 14			 0.59			 1.67
(3,2)	 5			 -0.41			 2.15
(3,3)	 8			 1.37			 0.94
(3,4)	 6			 -1.51			 1.61
(3,5)	 9			 0.55			 1.35
(3,6)	 6			 2.41			 0.37
(3,7)	 5			 0.34			 2.14
(4,0)	 10			 1.20			 1.38
(4,1)	 3			 0.81			 0.49
(4,2)	 13			 -0.56			 1.70
(4,3)	 6			 0.30			 1.65
(4,4)	 10			 0.27			 1.66
(4,5)	 8			 -1.15			 1.61
(4,6)	 5			 0.09			 1.32
(4,7)	 4			 1.02			 2.03
(5,0)	 14			 -1.06			 1.63
(5,1)	 4			 2.29			 0.17
(5,2)	 10			 0.18			 1.45
(5,3)	 5			 0.42			 1.15
(5,4)	 3			 -0.85			 1.90
(5,5)	 9			 -1.01			 1.69
(5,6)	 6			 1.59			 0.94
(5,7)	 13			 -0.98			 1.55
(6,0)	 6			 -1.40			 1.65
(6,1)	 12			 -0.09			 1.43
(6,2)	 5			 0.23			 1.83
(6,3)	 3			 0.08			 1.12
(6,4)	 2			 2.43			 0.09
(6,5)	 8			 0.30			 0.70
(6,6)	 6			 1.32			 1.81
(6,7)	 11			 0.20			 1.82
(7,0)	 13			 0.22			 0.97
(7,1)	 10			 0.47			 1.82
(7,2)	 11			 1.49			 1.13
(7,3)	 9			 1.85			 1.06
(7,4)	 7			 1.58			 1.23
(7,5)	 4			 -1.81			 1.04
(7,6)	 8			 0.61			 1.49
(7,7)	 4			 2.50			 0.51
