PCS 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 0.455454871743 	 1.76874056927 	 1.09469784128 	 3089.1067127
2 	 3 	 0.403495199195 	 1.18994038448 	 1.10029571056 	 3547.09568858
2 	 4 	 0.380907917244 	 1.12752428589 	 1.30393163162 	 3778.04799403
2 	 5 	 0.394135780817 	 1.56543372816 	 1.11096715305 	 5455.2130498
2 	 6 	 0.354848574987 	 1.21494852099 	 1.21272617187 	 5386.54532869
2 	 7 	 0.351084903891 	 1.13843585216 	 1.20100063498 	 7945.00884199
2 	 8 	 0.32442625247 	 0.780986755787 	 1.49093359265 	 8406.40125365
3 	 2 	 0.367231802216 	 1.39120773521 	 1.35569283935 	 2097.30001623
3 	 3 	 0.323040247361 	 1.03378527541 	 1.33379893109 	 2256.79036106
3 	 4 	 0.307564639587 	 1.10951396707 	 1.24526913996 	 2637.31761965
3 	 5 	 0.306778929209 	 1.16784021989 	 1.24106217262 	 2968.48333224
3 	 6 	 0.308158441778 	 1.30859475696 	 1.34634785564 	 3192.15452331
3 	 7 	 0.30590708522 	 1.12563197403 	 1.35914133953 	 4140.96974226
3 	 8 	 0.306841310344 	 1.02762362682 	 1.35832292488 	 4723.62645171
4 	 2 	 0.341250107776 	 1.24818706553 	 1.5289043887 	 1531.66205227
4 	 3 	 0.326437266984 	 1.04253605349 	 1.57275961586 	 1742.85507543
4 	 4 	 0.30902123324 	 0.950724980818 	 1.54044160361 	 2015.64113715
4 	 5 	 0.327968239326 	 0.968274947593 	 1.43468849798 	 2439.17975942
4 	 6 	 0.290249274941 	 0.866083326761 	 1.6774239471 	 2767.21383497
4 	 7 	 0.281671575441 	 0.866083326761 	 1.67392148507 	 2840.02831997
4 	 8 	 0.284193430882 	 0.864128585288 	 1.73257095064 	 3338.35953529


*** Final results ****

Silhouette 	0.455454871743 	 2PC_2g
Dunn 	1.76874056927 	 2PC_2g
Davis  	1.09469784128 	 2PC_2g
vrc 	1531.66205227 	 4PC_2g
