PCS 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 0.455769312905 	 1.72679022974 	 1.14880714815 	 2559.58567479
2 	 3 	 0.472864778121 	 1.49162634977 	 1.00217301512 	 3975.68175672
2 	 4 	 0.42320838607 	 1.06255045689 	 1.04789042339 	 4684.61613965
2 	 5 	 0.422774786008 	 1.59499943538 	 1.06397946751 	 5996.71404847
2 	 6 	 0.403946535638 	 1.21973477214 	 1.10698547869 	 7512.74407067
2 	 7 	 0.406821891539 	 1.39850210121 	 0.96739185698 	 8295.56822814
2 	 8 	 0.356745501309 	 0.830797104195 	 1.23082979889 	 10213.2237933
3 	 2 	 0.393354257129 	 1.42849980875 	 1.3618207137 	 1930.08454129
3 	 3 	 0.392695607762 	 1.20330525781 	 1.28492831662 	 2429.31649837
3 	 4 	 0.393280888452 	 1.28212260071 	 1.15006482836 	 3129.72585132
3 	 5 	 0.38287580566 	 1.36521107882 	 1.20321654307 	 3848.83254887
3 	 6 	 0.362072289113 	 1.06093460962 	 1.37618918595 	 4309.31465456
3 	 7 	 0.34930200148 	 1.09697809253 	 1.20396131217 	 4595.37362719
3 	 8 	 0.345642676708 	 0.945011417771 	 1.34570146767 	 5786.39388225
4 	 2 	 0.343556880418 	 1.26022645742 	 1.51939678864 	 1550.59658401
4 	 3 	 0.334540879965 	 1.0552792926 	 1.66232899727 	 1786.64707278
4 	 4 	 0.348605533079 	 1.02107489529 	 1.48071846684 	 2235.05729601
4 	 5 	 0.350309080475 	 1.04594654334 	 1.37337857046 	 2743.80333297
4 	 6 	 0.310813881206 	 0.90494517334 	 1.53548309746 	 3035.39804244
4 	 7 	 0.300652600479 	 0.869301189 	 1.62259132614 	 3393.67416661
4 	 8 	 0.259692759457 	 0.711583845753 	 1.82480616784 	 3546.21441099


*** Final results ****

Silhouette 	0.472864778121 	 2PC_3g
Dunn 	1.72679022974 	 2PC_2g
Davis  	0.96739185698 	 2PC_7g
vrc 	1550.59658401 	 4PC_2g
