comp 	 groups 	 silhouette 	 dunn 	 davis 	 vrc 
2 	 2 	 -0.00626343811178 	 0.506246447096 	 3.40959342897 	 2895.01815887
2 	 3 	 -0.0164537514682 	 0.435734657439 	 3.67068161035 	 1579.39284475
2 	 4 	 -0.0279358413679 	 0.217417660506 	 5.7733411632 	 1328.4782712
2 	 5 	 -0.0418880794964 	 0.23702427002 	 5.85617448941 	 1015.21190146
2 	 6 	 -0.0723005362984 	 0.209303631571 	 6.09681714594 	 976.903052032
2 	 7 	 -0.0704642920908 	 0.203397691508 	 6.88839156568 	 1214.43396131
2 	 8 	 -0.0834854320475 	 0.192371653315 	 6.68066947963 	 1477.69282483
2 	 9 	 -0.251445027076 	 0.174179640587 	 6.78638217343 	 2198.29757544
3 	 2 	 0.0055467975622 	 0.383300164666 	 4.25777826039 	 2342.88202652
3 	 3 	 -0.0219919391621 	 0.302633339241 	 4.90525481488 	 1833.83750193
3 	 4 	 -0.0518029118981 	 0.267176163208 	 5.17239107561 	 1657.14659708
3 	 5 	 -0.0496082082023 	 0.23610051083 	 5.71256698853 	 1718.84827112
3 	 6 	 -0.0733890042717 	 0.238952129231 	 5.34030091222 	 1978.44699269
3 	 7 	 -0.0912101255723 	 0.239811506271 	 4.9684344989 	 1737.1280254
3 	 8 	 -0.0921783831755 	 0.231021139034 	 6.11003440121 	 1678.94424576
3 	 9 	 -0.108600394325 	 0.231576699067 	 5.77518831277 	 1739.07003936
4 	 2 	 0.00156980767915 	 0.463077579243 	 3.90786092477 	 2292.93317708
4 	 3 	 -0.0193002208099 	 0.489785388415 	 3.40186963419 	 1842.60695065
4 	 4 	 -0.0346684163885 	 0.35602315259 	 4.31303325911 	 1788.76213336
4 	 5 	 -0.0460445305796 	 0.360956502178 	 4.6610352407 	 1759.82171324
4 	 6 	 -0.0470470853084 	 0.357218465968 	 4.25798918683 	 1735.46559748
4 	 7 	 -0.0865281743855 	 0.358525580814 	 4.30565469286 	 1977.7830541
4 	 8 	 -0.0880540201035 	 0.282572431591 	 4.67938927043 	 1901.592983
4 	 9 	 -0.0961347195817 	 0.239442964389 	 4.93821695957 	 1920.19568759
5 	 2 	 0.000197700384974 	 0.499690842873 	 3.76423846824 	 2330.38672022
5 	 3 	 -0.018377590905 	 0.538613696054 	 3.51016812251 	 1927.58495455
5 	 4 	 -0.0285503093547 	 0.417864569121 	 3.85897657278 	 2044.02086793
5 	 5 	 -0.0266434981116 	 0.306798849188 	 4.6638790803 	 1965.84461572
5 	 6 	 -0.0431836152887 	 0.312002616446 	 4.7562530265 	 1861.42099195
5 	 7 	 -0.0400289676398 	 0.314889764203 	 4.92994353351 	 1785.2973521
5 	 8 	 -0.0538069424454 	 0.300261489135 	 4.59650186839 	 1850.37100235
5 	 9 	 -0.0601934859313 	 0.294286450747 	 4.9476730705 	 1784.21833744
6 	 2 	 -0.00196239867566 	 0.462403857092 	 4.29387086986 	 2435.3494505
6 	 3 	 -0.0115872384846 	 0.478102841044 	 3.71955938633 	 1814.40434922
6 	 4 	 -0.0214503465283 	 0.448222910893 	 4.01503524682 	 1653.33433913
6 	 5 	 -0.0252801092412 	 0.380662835308 	 4.10072886927 	 1862.62303995
6 	 6 	 -0.0328066961247 	 0.367527998529 	 3.93704524404 	 1809.72423907
6 	 7 	 -0.0436995325362 	 0.340283110612 	 4.32339340515 	 1848.67224587
6 	 8 	 -0.0527862407288 	 0.309468331889 	 4.5733238083 	 1720.75839688
6 	 9 	 -0.0567235205924 	 0.292704117257 	 4.5768132206 	 1751.15093976
7 	 2 	 4.58566516842e-05 	 0.505137718186 	 3.88784128283 	 2220.8891237
7 	 3 	 -0.0128691619027 	 0.369747790288 	 4.54397613627 	 1810.36062631
7 	 4 	 -0.0208546190982 	 0.366524297427 	 4.45467219645 	 1781.15418665
7 	 5 	 -0.0386265066227 	 0.343902872779 	 4.36606989812 	 1673.74154179
7 	 6 	 -0.046060394238 	 0.318781511181 	 4.64882481573 	 1656.79595684
7 	 7 	 -0.0559241588515 	 0.32917527958 	 4.49084779004 	 1675.21184828
7 	 8 	 -0.0629625303367 	 0.333664012425 	 4.30948015988 	 1675.79199173
7 	 9 	 -0.0693667306955 	 0.243957736156 	 5.42045905935 	 1630.76328416
8 	 2 	 -0.000289316921012 	 0.508877863375 	 3.90725061981 	 2256.44718778
8 	 3 	 -0.0116872860921 	 0.366523376022 	 4.67399816771 	 1843.45759788
8 	 4 	 -0.0167204687956 	 0.374244579276 	 4.35229003938 	 1898.84873879
8 	 5 	 -0.0232786311144 	 0.323564437008 	 4.75917613814 	 1788.13101979
8 	 6 	 -0.0306104844709 	 0.324940015564 	 4.97178434507 	 1737.68797093
8 	 7 	 -0.0619827606717 	 0.322916748786 	 4.68928265372 	 1649.87847612
8 	 8 	 -0.065274340515 	 0.329527294407 	 4.53794525508 	 1669.94216521
8 	 9 	 -0.0563679239559 	 0.295634305972 	 4.88218781511 	 1689.01132604
9 	 2 	 0.00300679590756 	 0.407443207815 	 4.71682017399 	 2147.87630552
9 	 3 	 -0.0231363948905 	 0.330872875411 	 5.00813989501 	 1837.5777375
9 	 4 	 -0.0310030448557 	 0.320940827692 	 5.21732607113 	 1747.18358151
9 	 5 	 -0.0458008079401 	 0.333069184596 	 4.68029583366 	 1660.61673433
9 	 6 	 -0.0469845282447 	 0.312232264739 	 4.90327729044 	 1576.96000304
9 	 7 	 -0.0541279266247 	 0.304383814117 	 4.90957039304 	 1575.97212238
9 	 8 	 -0.064206699638 	 0.296791269582 	 5.15754819212 	 1544.73406021
9 	 9 	 -0.0562349051444 	 0.234637140871 	 5.65498391939 	 1570.3535698


*** Final results ****

Silhouette 	0.0055467975622 	 3comp_2g
Dunn 	0.538613696054 	 5PC_3g
Davis  	3.40186963419 	 4comp_3g
vrc 	976.903052032 	 2comp_6g
