Pair	 Nspec	 mean epoch	 epoch std
(0,0)	 87			 -0.79			 1.67
(0,1)	 14			 0.72			 1.68
(0,2)	 7			 0.44			 2.18
(0,3)	 7			 -0.86			 1.70
(0,4)	 39			 0.98			 1.81
(1,0)	 37			 0.49			 1.82
(1,1)	 6			 -1.26			 1.83
(1,2)	 2			 0.88			 0.17
(1,4)	 2			 -1.42			 0.70
(2,0)	 41			 -0.77			 1.62
(2,1)	 20			 -0.89			 1.37
(2,2)	 14			 0.88			 1.04
(2,4)	 5			 1.55			 1.60
(3,0)	 15			 -0.34			 1.27
(3,1)	 11			 -1.69			 0.92
(3,2)	 12			 1.72			 0.82
(3,4)	 6			 1.91			 0.85
(4,0)	 100			 -0.13			 1.73
(4,1)	 18			 0.67			 1.68
(4,2)	 17			 0.59			 1.55
(4,3)	 9			 2.19			 1.27
(4,4)	 15			 -0.19			 1.62
