#Wavelength     Flux
#[Angstrom]   [Counts]
3913.05     0.000000
3914.68     0.000000
3916.32     0.000000
3917.95     0.000000
3919.59     0.000000
3921.23     0.000000
3922.86     0.000000
3924.50     0.000000
3926.14     0.000000
3927.77     0.000000
3929.41     0.000000
3931.04     0.000000
3932.68     0.000000
3934.32     0.000000
3935.95     0.000000
3937.59     0.000000
3939.22     0.000000
3940.86     0.000000
3942.50     0.000000
3944.13     0.000000
3945.77     0.000000
3947.41     0.000000
3949.04    4900.240000
3950.68    3614.192000
3952.31    3014.072000
3953.95    2804.224000
3955.59    2922.153000
3957.22    3042.092000
3958.86    2975.966000
3960.49    2761.952000
3962.13    2375.074000
3963.77    2230.986000
3965.40    1624.555000
3967.04    1727.383000
3968.68    1845.218000
3970.31    2451.020000
3971.95    2859.356000
3973.59    2891.447000
3975.22    3228.095000
3976.86    3118.036000
3978.49    3182.809000
3980.13    3181.487000
3981.77    3143.299000
3983.40    2925.322000
3985.04    2668.950000
3986.67    3204.083000
3988.31    2755.487000
3989.95    3075.476000
3991.58    2895.140000
3993.22    2557.926000
3994.86    2576.271000
3996.49    2373.502000
3998.13    1879.364000
3999.76    1470.610000
4001.40    1609.038000
4003.04    1619.767000
4004.67    1965.211000
4006.31    1965.007000
4007.95    2365.041000
4009.58    2630.494000
4011.22    2805.344000
4012.85    3062.297000
4014.49    3056.682000
4016.13    3566.454000
4017.76    3057.031000
4019.40    3507.833000
4021.03    3434.629000
4022.67    3748.774000
4024.31    3612.177000
4025.94    3338.116000
4027.58    3273.268000
4029.22    3248.703000
4030.85    3082.773000
4032.49    3626.590000
4034.12    3832.792000
4035.76    3778.586000
4037.40    3627.490000
4039.03    3435.274000
4040.67    3630.337000
4042.30    3809.676000
4043.94    4061.283000
4045.58    3475.362000
4047.21    3501.242000
4048.85    3470.757000
4050.49    3697.464000
4052.12    3565.048000
4053.76    3984.651000
4055.39    3810.931000
4057.03    3328.475000
4058.67    3663.547000
4060.30    3828.023000
4061.94    3557.047000
4063.58    3630.801000
4065.21    3392.393000
4066.85    3621.146000
4068.49    3792.502000
4070.12    3943.051000
4071.76    3778.693000
4073.39    3956.644000
4075.03    3867.439000
4076.67    3373.786000
4078.30    3422.930000
4079.94    3545.571000
4081.57    3442.379000
4083.21    3416.312000
4084.85    3575.606000
4086.48    4026.826000
4088.12    3799.457000
4089.76    3466.312000
4091.39    3536.219000
4093.03    3329.573000
4094.66    3376.996000
4096.30    3693.998000
4097.94    3726.536000
4099.57    3662.236000
4101.21    3549.607000
4102.85    3605.088000
4104.48    3607.593000
4106.12    3546.812000
4107.75    3566.539000
4109.39    3514.714000
4111.03    3242.504000
4112.66    3321.980000
4114.30    3492.240000
4115.94    3562.439000
4117.57    3166.142000
4119.21    3354.219000
4120.84    3363.115000
4122.48    3390.232000
4124.12    3403.478000
4125.75    3058.010000
4127.39    3058.023000
4129.02    3106.200000
4130.66    2932.854000
4132.30    2832.921000
4133.93    2860.806000
4135.57    2759.960000
