#  lambda      flux
#   [A]        [erg cm^-2 s^-1 A^-1]
 7177.8522     1.028105e+00
 7181.7987     1.006363e+00
 7185.7451     9.840593e-01
 7189.6915     1.007852e+00
 7193.6379     9.687182e-01
 7197.5844     9.664832e-01
 7201.5308     9.633275e-01
 7205.4772     9.483465e-01
 7209.4236     9.805738e-01
 7213.3701     9.886804e-01
 7217.3165     9.610762e-01
 7221.2629     9.826089e-01
 7225.2093     9.779531e-01
 7229.1558     1.007087e+00
 7233.1022     1.040723e+00
 7237.0486     1.041237e+00
 7240.9950     1.029280e+00
 7244.9415     1.027809e+00
 7248.8879     1.019682e+00
 7252.8343     1.012204e+00
 7256.7807     1.009850e+00
 7260.7272     1.027173e+00
 7264.6736     1.042053e+00
 7268.6200     1.049767e+00
 7272.5664     1.060835e+00
 7276.5129     1.089930e+00
 7280.4593     1.087542e+00
 7284.4057     1.048553e+00
 7288.3521     1.077173e+00
 7292.2986     1.102877e+00
 7296.2450     1.054293e+00
 7300.1914     1.055084e+00
 7304.1378     1.071164e+00
 7308.0843     1.113025e+00
 7312.0307     1.135187e+00
 7315.9771     1.121749e+00
 7319.9235     1.115260e+00
 7323.8700     1.114776e+00
 7327.8164     1.099792e+00
 7331.7628     1.110620e+00
 7335.7092     1.114655e+00
 7339.6556     1.135354e+00
 7343.6021     1.138566e+00
 7347.5485     1.148524e+00
 7351.4949     1.146964e+00
 7355.4413     1.140073e+00
 7359.3878     1.153862e+00
 7363.3342     1.156434e+00
 7367.2806     1.156332e+00
 7371.2270     1.145316e+00
 7375.1735     1.161155e+00
 7379.1199     1.205813e+00
 7383.0663     1.198483e+00
 7387.0127     1.225363e+00
 7390.9592     1.203235e+00
 7394.9056     1.186688e+00
 7398.8520     1.167567e+00
 7402.7984     1.164480e+00
 7406.7449     1.194708e+00
 7410.6913     1.192595e+00
 7414.6377     1.194219e+00
 7418.5841     1.198879e+00
 7422.5306     1.203872e+00
 7426.4770     1.188691e+00
 7430.4234     1.231933e+00
 7434.3698     1.226473e+00
 7438.3163     1.177728e+00
 7442.2627     1.203640e+00
 7446.2091     1.188917e+00
 7450.1555     1.227479e+00
 7454.1020     1.226644e+00
 7458.0484     1.224932e+00
 7461.9948     1.213636e+00
 7465.9412     1.224722e+00
 7469.8877     1.170055e+00
 7473.8341     1.197378e+00
 7477.7805     1.221191e+00
 7481.7269     1.199433e+00
 7485.6734     1.202839e+00
 7489.6198     1.196020e+00
 7493.5662     1.189244e+00
 7497.5126     1.172531e+00
 7501.4591     1.177357e+00
 7505.4055     1.218590e+00
 7509.3519     1.191837e+00
 7513.2983     1.187600e+00
 7517.2448     1.221987e+00
 7521.1912     1.241039e+00
 7525.1376     1.237161e+00
 7529.0840     1.212834e+00
 7533.0305     1.228996e+00
 7536.9769     1.180211e+00
 7540.9233     1.161392e+00
 7544.8697     1.013258e+00
 7548.8162     7.841329e-01
 7552.7626     5.388244e-01
 7556.7090     3.527553e-01
 7560.6554     3.254358e-01
 7564.6019     4.297680e-01
 7568.5483     5.586457e-01
 7572.4947     6.233581e-01
 7576.4411     6.659765e-01
 7580.3876     6.441216e-01
 7584.3340     5.609326e-01
 7588.2804     5.591610e-01
 7592.2268     6.023717e-01
 7596.1732     6.487861e-01
 7600.1197     7.295857e-01
 7604.0661     7.855179e-01
 7608.0125     8.639048e-01
 7611.9589     8.810120e-01
 7615.9054     9.514123e-01
 7619.8518     9.781928e-01
 7623.7982     9.939503e-01
 7627.7446     1.015202e+00
 7631.6911     1.034189e+00
 7635.6375     1.054115e+00
 7639.5839     1.088867e+00
 7643.5303     1.092650e+00
 7647.4768     1.085629e+00
 7651.4232     1.084267e+00
 7655.3696     1.113642e+00
 7659.3160     1.107363e+00
 7663.2625     1.096706e+00
 7667.2089     1.061200e+00
 7671.1553     1.060187e+00
 7675.1017     1.046725e+00
 7679.0482     1.063491e+00
 7682.9946     1.047305e+00
 7686.9410     1.076929e+00
 7690.8874     1.065741e+00
 7694.8339     1.063701e+00
 7698.7803     1.092805e+00
 7702.7267     1.062832e+00
 7706.6731     1.045103e+00
 7710.6196     1.002750e+00
 7714.5660     1.027357e+00
 7718.5124     1.028411e+00
 7722.4588     9.916292e-01
 7726.4053     9.938890e-01
 7730.3517     1.017909e+00
 7734.2981     1.052279e+00
 7738.2445     1.065548e+00
 7742.1910     1.027285e+00
 7746.1374     1.030147e+00
 7750.0838     1.042467e+00
 7754.0302     1.054356e+00
 7757.9767     1.050006e+00
 7761.9231     1.046218e+00
 7765.8695     1.034600e+00
 7769.8159     1.054184e+00
 7773.7624     1.057220e+00
 7777.7088     1.043617e+00
 7781.6552     1.007334e+00
 7785.6016     1.035698e+00
 7789.5481     1.037575e+00
 7793.4945     1.028630e+00
 7797.4409     1.047701e+00
 7801.3873     1.097657e+00
 7805.3338     1.096030e+00
 7809.2802     1.099504e+00
 7813.2266     1.118577e+00
 7817.1730     1.061380e+00
 7821.1195     1.049721e+00
 7825.0659     1.061657e+00
 7829.0123     1.024531e+00
 7832.9587     1.008886e+00
 7836.9051     1.048007e+00
 7840.8516     1.020571e+00
 7844.7980     9.944764e-01
 7848.7444     1.028409e+00
 7852.6908     1.062084e+00
 7856.6373     1.025592e+00
 7860.5837     1.061191e+00
 7864.5301     1.014371e+00
 7868.4765     1.049737e+00
 7872.4230     1.024590e+00
 7876.3694     1.016209e+00
 7880.3158     9.779782e-01
 7884.2622     1.009547e+00
 7888.2087     9.961346e-01
 7892.1551     1.005064e+00
 7896.1015     1.031647e+00
 7900.0479     1.030787e+00
 7903.9944     1.026358e+00
 7907.9408     1.015804e+00
 7911.8872     1.000772e+00
 7915.8336     1.028229e+00
 7919.7801     1.048512e+00
 7923.7265     1.026106e+00
 7927.6729     9.912723e-01
 7931.6193     9.498215e-01
 7935.5658     9.808666e-01
 7939.5122     9.259217e-01
 7943.4586     9.346471e-01
 7947.4050     1.001452e+00
 7951.3515     9.591699e-01
 7955.2979     9.277289e-01
 7959.2443     9.826009e-01
 7963.1907     1.002892e+00
 7967.1372     1.045743e+00
 7971.0836     1.073074e+00
 7975.0300     1.057089e+00
 7978.9764     1.070695e+00
 7982.9229     1.032104e+00
 7986.8693     9.951774e-01
 7990.8157     1.007658e+00
 7994.7621     9.967438e-01
 7998.7086     1.030428e+00
 8002.6550     1.041856e+00
 8006.6014     1.025206e+00
 8010.5478     1.085396e+00
 8014.4943     1.020137e+00
 8018.4407     1.053142e+00
 8022.3871     9.961293e-01
 8026.3335     9.453851e-01
 8030.2800     9.589219e-01
 8034.2264     9.929367e-01
 8038.1728     9.711429e-01
 8042.1192     1.016952e+00
 8046.0657     1.074455e+00
 8050.0121     1.066960e+00
 8053.9585     1.059157e+00
 8057.9049     1.042528e+00
 8061.8514     1.038336e+00
 8065.7978     1.012339e+00
 8069.7442     9.910066e-01
 8073.6906     9.573594e-01
 8077.6371     9.574544e-01
 8081.5835     9.877545e-01
 8085.5299     1.006203e+00
 8089.4763     1.005228e+00
 8093.4227     9.790522e-01
 8097.3692     9.819033e-01
 8101.3156     9.306157e-01
 8105.2620     9.105925e-01
 8109.2084     9.076796e-01
 8113.1549     8.645151e-01
 8117.1013     9.083022e-01
 8121.0477     9.608266e-01
 8124.9941     9.884919e-01
 8128.9406     9.569581e-01
 8132.8870     1.006725e+00
 8136.8334     1.018648e+00
 8140.7798     9.817778e-01
 8144.7263     9.423305e-01
 8148.6727     9.347310e-01
 8152.6191     1.004222e+00
 8156.5655     1.027970e+00
 8160.5120     1.107842e+00
 8164.4584     1.146418e+00
 8168.4048     1.112729e+00
 8172.3512     1.039520e+00
 8176.2977     9.924840e-01
 8180.2441     9.775501e-01
 8184.1905     9.307340e-01
 8188.1369     9.623622e-01
 8192.0834     9.620277e-01
 8196.0298     9.473593e-01
 8199.9762     9.385991e-01
 8203.9226     9.671933e-01
 8207.8691     1.014499e+00
 8211.8155     1.018855e+00
 8215.7619     1.045156e+00
 8219.7083     1.112647e+00
 8223.6548     1.054149e+00
 8227.6012     1.009481e+00
 8231.5476     9.930307e-01
 8235.4940     9.560175e-01
 8239.4405     9.365246e-01
 8243.3869     9.774867e-01
 8247.3333     1.010025e+00
 8251.2797     1.050803e+00
 8255.2262     1.047077e+00
 8259.1726     1.055613e+00
 8263.1190     1.085069e+00
 8267.0654     1.037022e+00
 8271.0119     1.008581e+00
 8274.9583     1.048567e+00
 8278.9047     1.051641e+00
 8282.8511     1.063438e+00
 8286.7976     1.085660e+00
 8290.7440     1.086546e+00
 8294.6904     1.067206e+00
 8298.6368     1.096598e+00
 8302.5833     1.076800e+00
 8306.5297     1.094216e+00
 8310.4761     1.079548e+00
 8314.4225     1.047388e+00
 8318.3690     1.058351e+00
 8322.3154     1.029545e+00
 8326.2618     1.036479e+00
 8330.2082     1.008210e+00
 8334.1547     1.017589e+00
 8338.1011     1.045537e+00
 8342.0475     1.018498e+00
 8345.9939     1.049441e+00
 8349.9403     1.017403e+00
 8353.8868     1.020851e+00
 8357.8332     1.090368e+00
 8361.7796     1.043138e+00
 8365.7260     1.076419e+00
 8369.6725     1.112740e+00
 8373.6189     1.135218e+00
 8377.5653     1.172115e+00
 8381.5117     1.111586e+00
 8385.4582     1.107434e+00
 8389.4046     1.082824e+00
 8393.3510     9.872656e-01
 8397.2974     1.041170e+00
 8401.2439     1.015963e+00
 8405.1903     1.097749e+00
 8409.1367     1.041689e+00
 8413.0831     1.051934e+00
 8417.0296     1.022489e+00
 8420.9760     1.059670e+00
 8424.9224     1.094973e+00
 8428.8688     1.075159e+00
 8432.8153     1.144426e+00
 8436.7617     1.138622e+00
 8440.7081     1.110857e+00
 8444.6545     1.139414e+00
 8448.6010     1.177485e+00
 8452.5474     1.148410e+00
 8456.4938     1.047559e+00
 8460.4402     1.050010e+00
 8464.3867     1.000609e+00
 8468.3331     9.825528e-01
 8472.2795     9.803223e-01
 8476.2259     1.002079e+00
 8480.1724     1.003314e+00
 8484.1188     1.031699e+00
 8488.0652     1.088944e+00
 8492.0116     1.104520e+00
 8495.9581     1.065236e+00
 8499.9045     1.081602e+00
 8503.8509     9.520135e-01
 8507.7973     9.908850e-01
 8511.7438     1.062056e+00
 8515.6902     1.099125e+00
 8519.6366     1.053372e+00
 8523.5830     1.018955e+00
 8527.5295     1.010134e+00
 8531.4759     1.012390e+00
 8535.4223     9.933776e-01
 8539.3687     9.586740e-01
 8543.3152     9.104120e-01
 8547.2616     9.248884e-01
 8551.2080     9.350120e-01
 8555.1544     9.742724e-01
 8559.1009     1.027423e+00
 8563.0473     1.134312e+00
 8566.9937     1.122945e+00
 8570.9401     1.153251e+00
 8574.8866     1.164332e+00
 8578.8330     1.184968e+00
 8582.7794     1.249677e+00
 8586.7258     1.237313e+00
 8590.6722     1.177484e+00
 8594.6187     1.147591e+00
 8598.5651     1.045786e+00
 8602.5115     1.027563e+00
 8606.4579     9.348224e-01
 8610.4044     9.351663e-01
 8614.3508     9.776297e-01
 8618.2972     9.799677e-01
 8622.2436     1.049463e+00
 8626.1901     1.064268e+00
 8630.1365     1.082883e+00
 8634.0829     1.157963e+00
 8638.0293     1.253750e+00
 8641.9758     1.130950e+00
 8645.9222     -8.399263e-03
 8649.8686     -1.000523e-02
 8653.8150     -6.360489e-03
 8657.7615     -5.340079e-05
 8661.7079     1.306651e-04
