#Wavelength     Flux
#[Angstrom]   [Counts]
3923.59    -1125.298000
3925.22    -311.324000
3926.84    -1181.432000
3928.46    -964.374500
3930.09    -874.896900
3931.71    -385.611300
3933.34    -766.990500
3934.96    -541.101400
3936.58    -1004.262000
3938.21    -692.134300
3939.83    -243.180600
3941.46    -798.079100
3943.08    -716.825300
3944.70    -482.333500
3946.33    -834.139000
3947.95    -1280.704000
3949.58    -1116.439000
3951.20    -886.973000
3952.82    -904.805500
3954.45    -406.325600
3956.07    -491.215200
3957.70    -693.879500
3959.32    -1184.468000
3960.94    -1016.757000
3962.57    -766.442700
3964.19    -941.196500
3965.82    -469.066500
3967.44    -631.137900
3969.06    -317.626700
3970.69    -854.795800
3972.31    -286.403200
3973.94    -352.706200
3975.56    -596.544800
3977.18    -671.270600
3978.81    -491.337800
3980.43    -501.401300
3982.06    -618.248100
3983.68    -413.047500
3985.30    -460.742800
3986.93    -364.682500
3988.55    -397.448400
3990.18    -754.760900
3991.80    -343.396000
3993.43    -476.223000
3995.05    -466.167500
3996.67    -1007.213000
3998.30    -728.505700
3999.92    -820.352300
4001.55    -418.095600
4003.17    -406.327800
4004.79    -678.183100
4006.42    -523.932500
4008.04    -235.910400
4009.67    -738.934600
4011.29    -861.482600
4012.91    -895.723300
4014.54    -895.719900
4016.16    -418.315900
4017.79    -375.100900
4019.41    -449.186500
4021.03    -333.453000
4022.66    -447.058200
4024.28    -390.852700
4025.91    -293.225100
4027.53    -522.874500
4029.15    -442.581300
4030.78    -506.351800
4032.40    -638.531900
4034.03    -479.601500
4035.65    -431.983200
4037.27    -769.561600
4038.90    -513.560400
4040.52    -370.920600
4042.15    -753.399500
4043.77    -685.264000
4045.39    -353.031200
4047.02    -417.346300
4048.64    -784.501900
4050.27    -505.596900
4051.89    -447.037600
4053.51    -416.364800
4055.14    -513.073200
4056.76    -361.765900
4058.39    -124.004200
4060.01    -570.508500
4061.64    -389.142900
4063.26    -145.706000
4064.88    -359.523100
4066.51    -566.196700
4068.13    -612.485000
4069.76    -388.770100
4071.38    -276.619200
4073.00    -367.882000
4074.63    -413.772100
4076.25    -363.168900
4077.88    -228.289900
4079.50    -503.348000
4081.12    -577.610400
4082.75    -396.703600
4084.37    -364.771200
4086.00    -475.199800
4087.62    -535.202900
4089.24    -442.205600
4090.87    -364.643200
4092.49    -425.991300
4094.12    -379.389000
4095.74    -314.901900
4097.36    -388.721500
4098.99    -333.871900
4100.61    -345.939900
4102.24    -379.974100
4103.86    -375.074200
4105.48    -243.272700
4107.11    -251.020800
4108.73    -55.099380
4110.36    -277.493800
4111.98    -394.212700
4113.60    -403.299900
4115.23    -329.366700
4116.85    -189.730100
4118.48    -403.291400
4120.10    -470.807300
4121.73    -436.145100
4123.35    -452.184600
4124.97    -295.983900
4126.60    -381.881100
4128.22    -286.022800
4129.85    -273.212800
4131.47    -287.016000
4133.09    -371.147100
4134.72    -510.373500
4136.34    -486.086600
4137.97    -440.847200
4139.59    -324.752600
4141.21    -200.037800
4142.84    -319.719500
4144.46    -367.206900
4146.09    -397.241200
4147.71    -358.670600
4149.33    -248.413300
4150.96    -223.080800
4152.58    -142.628300
4154.21    -227.621200
4155.83    -142.481700
4157.45    -239.193200
4159.08    -395.878400
4160.70    -78.318430
4162.33    -192.488900
4163.95    -192.938000
4165.57    -100.680800
4167.20    -346.312500
4168.82    -381.584200
4170.45    -394.269100
4172.07    -156.435000
4173.69    -35.819140
4175.32    -523.041800
4176.94    -282.777900
4178.57    -421.904500
4180.19    -281.865700
4181.81    -124.623100
4183.44    -408.673300
4185.06    -206.882100
4186.69    -137.516300
4188.31    -171.291000
4189.94    -295.570700
4191.56    -359.464300
4193.18    -336.391500
4194.81    -295.184500
4196.43    -70.839520
4198.06    -180.400700
4199.68    -334.448500
4201.30    -326.988100
4202.93    -377.550300
4204.55    15.780160
4206.18    -115.949200
4207.80    -114.297400
4209.42    -134.412900
4211.05    -188.574000
4212.67    -545.543600
4214.30    -214.920500
4215.92    -325.833200
4217.54    -120.395100
4219.17    -294.189800
4220.79    -470.483000
4222.41    -343.694200
4224.04    -341.838400
4225.66    -269.788800
4227.29    -272.178100
4228.91    -46.986130
4230.54    -241.712300
4232.16    -33.801900
4233.78    -281.737400
4235.41    -93.850350
4237.03    -311.254900
4238.66    -280.908800
4240.28    -298.344300
4241.90    -245.795800
4243.53    -164.234100
4245.15    -130.289000
4246.78    -253.870100
4248.40    -136.462100
4250.02    -277.460200
4251.65    -298.218800
4253.27    -76.723750
4254.90    -185.548300
4256.52    -171.836900
4258.14    -219.215200
4259.77    -388.907400
4261.39    -319.391800
4263.02    -223.206700
4264.64    -425.178400
4266.26    -123.046900
4267.89    -163.561800
4269.51    -343.363900
4271.14    -145.227600
4272.76    -266.825300
4274.39    -322.485300
4276.01    -154.497500
4277.63    -376.474300
4279.26    -333.458200
4280.88    -326.011800
4282.51    -339.425900
4284.13    -144.815400
4285.75    -225.705200
4287.38    -152.093200
4289.00    -327.003000
4290.62    -376.266300
4292.25    -253.558200
4293.87    -160.142300
4295.50    -182.651300
4297.12    -188.828600
4298.74    -59.281210
4300.37    -216.442400
4301.99    -121.926100
4303.62    -41.434900
4305.24    -203.005100
4306.86    -117.667600
4308.49    -250.548100
4310.11    -370.257300
4311.74    -228.763300
4313.36    -222.240700
4314.99    43.671260
4316.61    -184.011500
4318.23    -146.317900
4319.86    -214.707400
4321.48    -261.859400
4323.11    -32.578680
4324.73    -39.465830
4326.35    -149.554200
4327.98    -45.067080
4329.60    -194.665100
4331.23    -102.527400
4332.85    -69.846320
4334.47    -191.879900
4336.10    -171.264100
4337.72    -132.024700
4339.35    -267.908600
4340.97    -266.793900
4342.59    -131.123000
4344.22    -259.391600
4345.84    -220.546700
4347.47    -284.072700
4349.09    -206.146300
4350.71    -236.230600
4352.34    -191.703600
4353.96    -241.103100
4355.59    -243.518200
4357.21    -211.543600
4358.84    -238.094400
4360.46    -316.884800
4362.08    -285.744000
4363.71    -165.796700
4365.33    -33.154080
4366.95    -81.803050
4368.58    -188.140500
4370.20    -150.160900
4371.83    -296.244100
4373.45    -329.923400
4375.07    -184.524000
4376.70    -284.996400
4378.32    -313.421500
4379.95    -67.671980
4381.57    -150.155600
4383.19    -199.222300
4384.82    -197.934900
4386.44    -16.263950
4388.07    -62.352370
4389.69    -191.990600
4391.31    -144.303300
4392.94    -214.894900
4394.56    -334.649700
4396.19    -257.500900
4397.81    -206.160900
4399.44    12.871630
4401.06    -43.906780
4402.68    -122.929000
4404.31    -251.641900
4405.93    32.527420
4407.56    54.792640
4409.18    -220.233300
4410.80    -146.776200
4412.43    -248.555800
4414.05    -61.011040
4415.68    -118.111800
4417.30    -187.861900
4418.92    -120.226900
4420.55    -190.955500
4422.17    -183.473400
4423.80    -143.147200
4425.42    -280.422500
4427.04    -103.471900
4428.67    -132.029500
4430.29    -56.903730
4431.92    36.294370
4433.54    -32.372460
4435.16    -64.444490
4436.79    -47.267270
4438.41    -41.258650
4440.04    -109.927800
4441.66    -262.734400
4443.28    47.966240
4444.91    -149.084000
4446.53    -253.851400
4448.16    -147.910000
4449.78    -136.306100
4451.40    -115.427200
4453.03    -152.947800
4454.65    -31.076830
4456.28    -135.832100
4457.90    -40.811490
4459.52    -25.135350
4461.15    101.475300
4462.77    71.191700
4464.40    139.997600
4466.02    119.505200
4467.65    176.184600
