#Wavelength     Flux
#[Angstrom]   [Counts]
3923.59     0.000000
3925.22     0.000000
3926.84     0.000000
3928.46     0.000000
3930.09     0.000000
3931.71     0.000000
3933.34     0.000000
3934.96     0.000000
3936.58     0.000000
3938.21     0.000000
3939.83     0.000000
3941.46     0.000000
3943.08    -1347.829000
3944.70    6901.983000
3946.33    16792.810000
3947.95    12826.690000
3949.58    12258.100000
3951.20    11411.250000
3952.82    11469.770000
3954.45    10073.900000
3956.07    8209.223000
3957.70    6998.713000
3959.32    6052.355000
3960.94    6440.595000
3962.57    7380.750000
3964.19    8066.675000
3965.82    8802.434000
3967.44    10261.800000
3969.06    11249.880000
3970.69    11491.270000
3972.31    12645.800000
3973.94    14591.810000
3975.56    14635.260000
3977.18    15074.970000
3978.81    16060.860000
3980.43    15826.830000
3982.06    14282.480000
3983.68    14777.920000
3985.30    14277.880000
3986.93    13367.360000
3988.55    11338.040000
3990.18    9527.492000
3991.80    8705.375000
3993.43    8377.685000
3995.05    7970.591000
3996.67    7973.066000
3998.30    8829.408000
3999.92    9997.748000
4001.55    12333.220000
4003.17    14665.470000
4004.79    15047.690000
4006.42    17405.770000
4008.04    18562.160000
4009.67    18743.730000
4011.29    17819.630000
4012.91    18886.270000
4014.54    18573.600000
4016.16    19118.030000
4017.79    19938.230000
4019.41    19061.690000
4021.03    19737.870000
4022.66    20508.890000
4024.28    20811.950000
4025.91    22517.700000
4027.53    20593.720000
4029.15    20517.940000
4030.78    21466.030000
4032.40    21515.700000
4034.03    20757.270000
4035.65    21610.380000
4037.27    22462.180000
4038.90    22579.760000
4040.52    21840.290000
4042.15    21865.210000
4043.77    21743.140000
4045.39    23197.870000
4047.02    22793.210000
4048.64    23058.110000
4050.27    22827.800000
4051.89    22092.560000
4053.51    22562.510000
4055.14    22309.460000
4056.76    21457.880000
4058.39    21815.570000
4060.01    20098.400000
4061.64    20210.070000
4063.26    21233.610000
4064.88    21628.400000
4066.51    22794.120000
4068.13    21917.890000
4069.76    21400.750000
4071.38    20440.410000
4073.00    20317.750000
4074.63    21325.700000
4076.25    20874.190000
4077.88    21971.590000
4079.50    21535.760000
4081.12    21638.730000
4082.75    21381.590000
4084.37    19553.410000
4086.00    20408.910000
4087.62    20432.840000
4089.24    19303.650000
4090.87    20203.700000
4092.49    20167.680000
4094.12    19481.350000
4095.74    20516.680000
4097.36    21026.920000
4098.99    20760.780000
4100.61    20639.890000
4102.24    19895.450000
4103.86    19640.460000
4105.48    20664.230000
4107.11    21456.040000
4108.73    21817.800000
4110.36    22262.800000
4111.98    22194.080000
4113.60    23050.190000
4115.23    23390.490000
4116.85    23304.120000
4118.48    22717.190000
4120.10    22501.190000
4121.73    21047.440000
4123.35    21303.630000
4124.97    19154.130000
4126.60    19253.940000
4128.22    18826.480000
4129.85    18482.470000
4131.47    17894.670000
4133.09    18623.370000
4134.72    20089.120000
4136.34    20578.800000
4137.97    20732.840000
4139.59    21561.010000
4141.21    22046.410000
4142.84    21850.290000
4144.46    22606.030000
4146.09    21576.670000
4147.71    21187.620000
4149.33    21324.170000
4150.96    21051.150000
4152.58    21720.600000
4154.21    22331.220000
4155.83    21825.140000
4157.45    21243.940000
4159.08    20779.460000
4160.70    21571.410000
4162.33    20749.480000
4163.95    20349.400000
