#Wavelength     Flux   Variance  Subtracted Sky
#[Angstrom]   [Counts]     [Counts]    [Counts]
6544.32    731.049900    699.818400    111.057700
6548.63    715.453500    733.296000    127.929500
6552.94    782.105400    811.390700    154.627100
6557.25    724.494600    714.512200    121.856200
6561.56    725.434400    663.978300    95.540220
6565.87    771.132900    709.311500    102.956200
6570.18    763.596800    717.168800    110.222100
6574.49    735.373500    753.373000    133.869500
6578.80    732.872000    735.593900    129.225600
6583.11    700.507800    651.376100    96.335710
6587.42    769.146200    657.401400    79.503470
6591.73    740.492500    663.207800    84.703130
6596.04    792.905800    715.442700    100.379800
6600.35    778.596400    728.453900    111.801200
6604.67    764.660200    714.404900    111.349800
6608.98    720.910900    647.607800    85.406110
6613.29    757.657700    646.556100    74.719410
6617.60    755.381300    646.419200    76.781230
6621.91    748.403500    652.194100    78.279500
6626.22    721.598000    652.009900    86.503430
6630.53    723.713400    656.278800    93.419240
6634.84    720.845900    656.813000    97.214100
6639.15    742.632200    646.777600    82.185060
6643.46    717.862900    619.886900    74.135120
6647.77    758.155200    645.133700    74.108060
6652.08    727.247600    625.549800    73.846730
6656.39    760.673200    643.501000    71.455330
6660.70    759.031400    652.184500    79.936810
6665.01    780.921600    667.266300    79.376200
6669.32    769.815200    658.007800    78.830680
6673.63    737.336200    634.202700    78.053240
6677.94    786.472500    659.697300    73.634190
6682.25    804.537200    662.716200    73.152140
6686.57    719.139800    623.417100    74.007080
6690.88    750.252700    633.631800    73.974130
6695.19    719.193900    632.336300    78.709730
6699.50    759.125800    654.678000    80.350230
6703.81    751.929300    647.869600    78.727510
6708.12    763.502700    646.413400    73.645090
6712.43    749.670500    642.861800    78.213450
6716.74    776.824900    657.695300    77.653500
6721.05    742.034200    633.792100    77.106380
6725.36    768.990300    645.634900    75.233440
6729.67    743.495700    634.219600    74.343270
6733.98    751.614800    632.732400    72.904930
6738.29    724.712900    624.961800    77.643120
6742.60    754.746500    645.616000    81.859160
6746.91    754.642800    630.776700    70.873540
6751.22    749.560500    626.700900    68.019540
6755.53    712.005200    607.279700    68.517650
6759.84    736.996300    617.987500    72.822590
6764.16    748.018700    620.827000    68.542160
6768.47    679.783700    582.322500    65.420330
6772.78    687.266400    590.779700    68.299510
6777.09    751.748400    623.687300    67.917690
6781.40    743.835000    621.609200    70.187030
6785.71    724.532700    615.549200    71.669530
6790.02    767.976000    631.131500    71.393470
6794.33    701.714800    593.843900    68.177900
6798.64    711.863300    595.468900    69.480410
6802.95    727.864000    603.115800    68.479990
6807.26    754.579700    626.811100    68.267190
6811.57    762.358800    633.748600    69.809780
6815.88    739.795200    613.001800    66.448850
6820.19    805.788100    676.021300    77.877310
6824.50    778.780100    832.887300    164.877000
6828.81    776.536000    1010.887000    259.637100
6833.12    787.571200    963.857300    238.433400
6837.43    762.375500    788.638500    156.201200
6841.75    762.413600    705.780100    111.463100
6846.06    721.402800    633.485200    82.193340
6850.37    752.054300    625.377800    71.408840
6854.68    816.170000    692.653700    83.370350
6858.99    889.177900    927.076800    175.706200
6863.30    779.694800    995.067300    259.428200
6867.61    586.196400    710.415800    175.456500
6871.92    527.453600    519.614500    85.170730
6876.23    575.922100    542.390100    76.932900
6880.54    625.344100    595.446300    93.178790
6884.85    640.869800    626.128200    104.449900
6889.16    644.423200    633.967900    111.383800
6893.47    652.726600    604.174100    95.559680
6897.78    677.686200    628.355500    95.250530
6902.09    712.840700    643.355800    91.059880
6906.40    678.349700    636.742200    96.556330
6910.71    686.731800    689.363300    125.457500
6915.02    686.832300    683.265000    119.451400
6919.33    681.916600    747.326700    152.546000
6923.65    708.196200    777.999800    167.657300
6927.96    705.909600    655.914900    106.788700
6932.27    724.954400    631.814900    81.748360
6936.58    726.750900    699.185200    115.626800
6940.89    716.795700    721.873300    131.511800
6945.20    716.981800    801.549000    171.737500
6949.51    729.979500    830.235300    191.372600
6953.82    729.871500    689.529900    120.030200
6958.13    700.762600    599.956100    78.044110
6962.44    695.340300    612.255400    85.502270
6966.75    697.340000    656.734700    106.880300
6971.06    742.874500    705.404400    116.241700
6975.37    686.741700    727.159400    143.509800
6979.68    701.859900    724.774400    145.968300
6983.99    679.108900    618.938700    92.636360
6988.30    669.818400    577.410500    72.779320
6992.61    688.386900    588.355000    71.063170
6996.92    722.147900    617.499200    79.764910
7001.24    713.111300    637.238200    91.364750
7005.55    682.178800    634.394000    97.057650
7009.86    703.239400    661.688400    105.071900
7014.17    720.906400    634.672100    87.533420
7018.48    744.374300    608.206300    66.676800
7022.79    715.283200    593.239000    67.015650
7027.10    725.914200    602.869700    71.158860
7031.41    690.403500    584.879900    70.200960
7035.72    647.792000    566.407600    70.098300
7040.03    716.145300    624.015300    81.336520
7044.34    688.775500    639.411900    99.284810
7048.65    666.567200    635.435300    107.248500
7052.96    664.778300    604.752300    87.872010
7057.27    704.850000    604.571500    76.970990
7061.58    728.969200    622.413200    78.044440
7065.89    666.404400    590.702800    82.473530
7070.20    662.781400    587.988900    82.392300
7074.51    663.271200    589.255700    84.895390
7078.83    659.402500    595.225000    83.085580
7083.14    672.374600    605.327500    87.352710
7087.45    647.508900    586.626000    84.421740
7091.76    669.712400    585.244100    79.558660
7096.07    670.341400    575.969000    73.184160
7100.38    681.658200    578.724400    71.302700
7104.69    740.459300    607.439600    69.539690
7109.00    692.252000    580.378900    64.804680
7113.31    666.115800    560.092500    68.118340
7117.62    697.338800    576.698000    64.869860
7121.93    672.042200    570.752600    67.663180
7126.24    669.893400    583.547800    73.240670
7130.55    665.586200    583.582000    78.118820
7134.86    651.145900    571.394600    75.759840
7139.17    639.913600    571.686100    78.726870
7143.48    644.263400    592.981400    89.323930
7147.79    686.865500    608.495100    86.231960
7152.10    683.978300    588.653900    75.468840
7156.42    640.960300    560.389600    72.816990
7160.73    668.776900    582.558200    72.604520
7165.04    624.968200    562.112100    78.202980
7169.35    581.024800    536.357200    79.410900
7173.66    640.489900    564.714500    71.672120
7177.97    648.215100    569.996300    77.454980
7182.28    589.052100    522.541800    69.242210
7186.59    571.613800    495.077900    56.907620
7190.90    577.962800    495.229300    57.916210
7195.21    599.503200    512.916900    59.273720
7199.52    595.426900    509.449400    58.358900
7203.83    565.499600    493.478200    58.383420
7208.14    561.354600    492.797600    59.060860
7212.45    629.833700    529.758100    59.839330
7216.76    637.080500    539.394800    60.116700
7221.07    628.996400    542.638200    62.368740
7225.38    615.816500    539.260000    65.536390
7229.69    567.540900    533.246700    75.337700
7234.00    583.338600    729.939900    166.130700
7238.32    598.109200    1123.812000    365.278400
7242.63    628.693700    1245.895000    441.638000
7246.94    640.807900    969.439600    303.269500
7251.25    614.517600    709.589500    163.529700
7255.56    589.284100    611.865800    114.934800
7259.87    579.330800    548.144000    87.688480
7264.18    570.648400    528.478300    73.640640
7268.49    629.368000    685.283400    129.530400
7272.80    628.851400    1032.393000    312.776800
7277.11    552.312600    1110.585000    389.869000
7281.42    595.981600    914.787500    273.533800
7285.73    634.487100    769.337000    189.286700
7290.04    625.321400    639.802400    118.278300
7294.35    588.148900    606.445800    111.640500
7298.66    594.021500    652.676600    127.179300
7302.97    579.426800    668.002400    146.071500
7307.28    621.255100    673.024000    129.370100
7311.59    608.972000    844.675200    216.381500
7315.91    572.972400    965.962200    308.531900
7320.22    644.631300    787.198600    200.539700
7324.53    642.108400    703.804400    144.886100
7328.84    647.538600    780.760900    178.105400
7333.15    707.413700    818.722800    175.893100
7337.46    722.146200    1071.143000    302.631000
7341.77    705.512900    1115.937000    351.327000
7346.08    639.766500    742.912700    179.114300
7350.39    576.202600    571.939800    94.674650
7354.70    605.184600    683.425500    143.521600
7359.01    621.650000    760.242200    188.951000
7363.32    649.490700    818.903000    198.130100
7367.63    595.562700    965.625200    298.341100
7371.94    627.843500    848.030700    240.377700
7376.25    616.630800    593.603200    102.765200
7380.56    548.764600    506.519500    66.515680
7384.87    595.659300    564.016500    83.695940
7389.18    576.786300    642.031700    128.017500
7393.50    588.865500    698.984400    155.804900
7397.81    618.808300    795.591400    192.591900
7402.12    538.000900    781.875900    216.985400
7406.43    568.650800    624.362100    132.178100
7410.74    558.125000    522.250900    77.685540
7415.05    571.275000    524.783900    72.685230
7419.36    559.925800    511.573000    70.056120
7423.67    565.777500    542.715800    78.483890
7427.98    551.104700    586.031900    106.956500
7432.29    536.742200    614.583700    124.320600
7436.60    538.859900    654.261100    147.725300
7440.91    583.535000    634.947000    128.423300
7445.22    591.040900    543.836500    74.828640
7449.53    538.443200    494.116900    61.093640
7453.84    568.858000    513.970900    64.590140
7458.15    565.287500    540.986300    79.285540
7462.46    587.806500    601.986600    102.332300
7466.77    586.857000    658.016700    135.739400
7471.08    548.877600    687.931300    156.857300
7475.40    600.691800    734.368100    168.779400
7479.71    563.643600    724.188800    175.858300
7484.02    545.232900    657.558200    149.517600
7488.33    564.513700    575.260600    101.763600
7492.64    580.818400    557.224500    85.816630
7496.95    588.251300    547.840000    79.922080
7501.26    575.869000    526.802700    74.136550
7505.57    572.128500    512.829300    65.064060
7509.88    537.322800    499.271200    68.295640
7514.19    566.649300    556.791300    85.148860
7518.50    614.895600    732.264800    160.973400
7522.81    587.961500    869.888500    247.712700
7527.12    594.170500    798.719000    219.633100
7531.43    580.016300    633.427500    128.847900
7535.74    567.153700    554.377700    93.592390
7540.05    590.098100    548.954800    77.153880
7544.36    565.528000    520.346200    71.601710
7548.67    575.401400    525.178200    70.775670
7552.99    584.073500    567.854700    90.950100
7557.30    605.178600    592.809700    94.548140
7561.61    596.281600    574.764100    87.681970
7565.92    623.706700    657.725100    121.998900
7570.23    595.913900    763.392100    182.286000
7574.54    583.565600    679.431900    160.287400
7578.85    575.409200    558.318800    91.981830
7583.16    576.402300    584.430700    99.641330
7587.47    537.003600    563.272300    106.028800
7591.78    413.711300    444.612700    77.716870
7596.09    256.243900    347.448800    68.706970
7600.40    170.981200    280.636200    63.737620
7604.71    126.681700    216.771500    41.272040
7609.02    162.876700    235.621300    39.802650
7613.33    291.504500    360.158400    64.366130
7617.64    374.054000    451.162700    87.529820
7621.95    330.553000    416.898800    88.540690
7626.26    281.409500    384.721400    83.973110
7630.58    269.443500    364.423200    75.725350
7634.89    293.556300    333.846800    52.900420
7639.20    315.931500    345.375200    53.359990
7643.51    344.674900    366.284700    54.449580
7647.82    378.743700    398.851700    62.763730
7652.13    447.872100    458.823100    73.966770
7656.44    471.765200    490.867500    82.330820
7660.75    463.141300    512.786400    97.261670
7665.06    496.491800    503.060200    86.954810
7669.37    486.006400    464.488300    67.412220
7673.68    493.026100    458.246300    61.601130
7677.99    548.883200    497.575600    67.025790
7682.30    562.778000    521.415900    78.820860
7686.61    563.625500    540.399000    82.635760
7690.92    547.973100    536.803400    88.222720
7695.23    530.304100    536.567400    94.964140
7699.54    592.779500    571.092800    91.438800
7703.85    668.023300    646.279800    107.096700
7708.17    629.722400    945.752700    261.873100
7712.48    558.718500    1349.241000    507.611100
7716.79    645.860500    1349.321000    502.410900
7721.10    647.345200    954.520400    292.291100
7725.41    577.395000    703.749100    171.437600
7729.72    536.675400    586.466600    121.239300
7734.03    540.659800    548.113000    98.720290
7738.34    564.080400    549.441700    90.930810
7742.65    631.975400    712.576400    149.202800
7746.96    578.650900    1083.190000    358.133400
7751.27    545.269700    1185.858000    445.753500
7755.58    625.083200    947.311300    295.893300
7759.89    590.387700    770.305500    200.690600
7764.20    594.703600    644.934100    136.447400
7768.51    609.804300    609.403000    115.059100
7772.82    570.842300    650.922800    146.413100
7777.13    554.016900    688.779100    175.990100
7781.44    541.619300    651.282000    156.341300
7785.75    638.760800    700.321700    148.817100
7790.07    567.110200    913.653000    279.594700
7794.38    565.188800    979.092300    327.479600
7798.69    613.846800    738.780400    190.990000
7803.00    577.923600    638.575700    137.038800
7807.31    483.203600    689.425000    186.751200
7811.62    552.872300    699.079700    176.156300
7815.93    631.504000    907.062200    258.733200
7820.24    576.348400    1109.573000    382.093700
7824.55    577.723800    896.347500    286.951900
7828.86    613.136600    605.321900    119.119300
7833.17    575.301100    560.051900    91.890720
7837.48    550.830500    657.390100    146.752200
7841.79    600.009400    740.273800    186.669300
7846.10    589.535200    848.718100    233.398500
7850.41    529.032400    1165.652000    421.070400
7854.72    633.092900    1260.885000    459.568600
7859.03    713.301700    1038.426000    313.755500
7863.34    665.838800    880.060100    241.381300
7867.66    559.073200    850.885700    257.720900
7871.97    562.769800    817.388100    239.468000
7876.28    606.626800    801.800500    215.966800
7880.59    607.370000    814.619900    219.138100
7884.90    526.412600    814.122100    244.976800
7889.21    533.458100    850.614400    264.826600
7893.52    560.054400    709.222400    190.570200
7897.83    557.134800    548.174000    96.343800
7902.14    547.255200    539.793500    85.182380
7906.45    584.426700    768.574800    188.166300
7910.76    497.143900    1158.540000    420.455300
7915.07    522.132800    1239.579000    481.198200
7919.38    524.789300    993.633300    349.743000
7923.69    628.953900    834.487500    227.045600
7928.00    512.486300    728.622600    197.440700
7932.31    545.023500    712.992200    185.601800
7936.62    526.144300    566.936800    113.566900
7940.93    541.534300    545.672200    94.477080
7945.25    490.695400    612.358800    136.248600
7949.56    524.278900    636.412000    151.427500
7953.87    570.973900    585.354200    114.221300
7958.18    556.072000    708.107700    174.819000
7962.49    482.441700    951.613200    328.898600
7966.80    569.401000    931.679800    303.212200
7971.11    595.075400    695.193500    163.185500
7975.42    488.606100    688.112500    178.248800
7979.73    452.893600    697.136900    205.383700
7984.04    -451.293300    53.155610    163.942400
7988.35    -39.959170    11.592650    12.278000
7992.66    -123.083100    26.846720    39.339000
7996.97    -2499999999999999908974073741312.000000    -2499999999999999908974073741312.000000    39.339000
8001.28    -2499999999999999908974073741312.000000    -2499999999999999908974073741312.000000    39.339000
8005.59    -2499999999999999908974073741312.000000    -2499999999999999908974073741312.000000    39.339000
8009.90    -2499999999999999908974073741312.000000    -2499999999999999908974073741312.000000    39.339000
