#Wavelength         Spectrum        Cont-Subtr-Spectrum           Error           Mask
#[Angstrom]  [1.0E-17 erg/s/cm^2/A] [1.0E-17 erg/s/cm^2/A] [1.0E-17 erg/s/cm^2/A] [Bit Array]
4869.68            39.922600            -0.350185               1.708710                0
4870.80            40.203700            -0.024288               1.715220                0
4871.92            36.965000            -3.262989               1.689758                0
4873.04            41.510000             1.294067               1.724776                0
4874.16            37.842500            -2.373432               1.663870                0
4875.28            36.750500            -3.465431               1.655790                0
4876.41            38.218600            -1.925293               1.699953                0
4877.53            39.657200            -0.398548               1.737122                0
4878.65            40.869600             0.813850               1.742335                0
4879.78            37.632400            -2.375271               1.680231                0
4880.90            35.404300            -4.526314               1.632121                0
4882.03            35.434600            -4.523960               1.621199                0
4883.15            31.690300            -8.205433               1.594819                0
4884.27            29.981900            -9.825363               1.576311                0
4885.40            30.981900            -8.731743               1.571909        1073742000
4886.52            33.560600            -6.059849               1.602988        1073742000
4887.65            54.087300            14.561630               1.905274        1073742000
4888.77            86.785000            47.330650               2.380500        1073742000
4889.90            84.181500            44.727150               2.341522        1073742000
4891.03            57.844300            18.389950               1.938210        1073742000
4892.15            36.802500            -2.590584               1.611575        1073742000
4893.28            33.691800            -5.606045               1.571828                0
4894.41            35.454700            -3.743519               1.603949                0
4895.53            34.463000            -4.636822               1.555233                0
4896.66            36.623200            -2.375423               1.587838                0
4897.79            36.095600            -2.812977               1.612119                0
4898.92            30.325200            -8.490166               1.578283                0
4900.04            35.624600            -3.097282               1.615534                0
4901.17            34.167500            -4.494255               1.623424                0
4902.30            37.481900            -1.200394               1.684328                0
4903.43            33.944800            -4.641441               1.855994                0
4904.56            38.592700             0.100555               1.939872                0
4905.69            36.270600            -2.221546               1.639851                0
4906.82            38.044200            -0.447945               1.633109                0
4907.95            40.621700             2.129555               1.638950                0
4909.08            39.169100             0.676956               1.597006                0
4910.21            36.483200            -2.006992               1.546332                0
4911.34            36.880900            -1.609291               1.533223                0
4912.47            36.915400            -1.481670               1.533326                0
4913.60            35.743100            -2.566521               1.539037                0
4914.73            36.558100            -1.748024               1.570699                0
4915.87            36.680100            -1.708317               1.575511                0
4917.00            36.642800            -1.745617               1.563351                0
4918.13            36.174400            -2.187817               1.562836                0
4919.26            34.619600            -3.660336               1.576348                0
4920.40            39.093400             0.813465               1.625189                0
4921.53            40.867200             2.587265               1.624578                0
4922.66            38.084400            -0.277817               1.572640                0
4923.80            43.039300             4.589626               1.635330                0
4924.93            40.063800             1.548981               1.613231                0
4926.06            40.910300             2.395481               1.642517                0
4927.20            40.508900             2.037132               1.639763                0
4928.33            42.142200             3.627380               1.662628                0
4929.47            42.053300             3.496391               1.660390                0
4930.60            38.994500             0.437592               1.603262                0
4931.74            41.826900             3.269993               1.633054                0
4932.87            38.469800            -0.087109               1.596117                0
4934.01            39.348100             0.791191               1.619442                0
4935.15            41.193500             2.636593               1.630324                0
4936.28            39.575800             1.018894               1.582031                0
4937.42            37.084000            -1.472908               1.576568                0
4938.56            38.687200             0.130291               1.617786                0
4939.69            38.034400            -0.522507               1.605987                0
4940.83            38.929500             0.372593               1.621694                0
4941.97            41.214600             2.657692               1.629432                0
4943.11            40.256100             1.699192               1.606607                0
4944.25            39.146200             0.548183               1.595099                0
4945.38            38.216500            -0.419590               1.586345                0
4946.52            38.003100            -0.678200               1.583091                0
4947.66            35.807400            -2.923664               1.560099                0
4948.80            35.012600            -3.759281               1.541843                0
4949.94            37.329700            -1.455959               1.563010                0
4951.08            37.592800            -1.233036               1.583077                0
4952.22            36.603100            -2.244350               1.583155                0
4953.36            35.995700            -2.866665               1.576513        1073742000
4954.50            37.813900            -1.110199               1.603165        1073742000
4955.64            41.367400             2.366261               1.661618        1073742000
4956.78            41.763500             2.762360               1.650039        1073742000
4957.93            40.827800             1.826660               1.593944        1073742000
4959.07            40.259800             1.166492               1.571224        1073742000
4960.21            42.614200             3.477619               1.603588        1073742000
4961.35            36.272700            -2.928047               1.531848        1073742000
4962.49            37.869100            -1.341255               1.565758        1073742000
4963.64            38.945600            -0.251099               1.578477        1073742000
4964.78            39.302500             0.105804               1.584726        1073742000
4965.92            37.741900            -1.454796               1.564464        1073742000
4967.07            37.981500            -1.151379               1.580961        1073742000
4968.21            35.509200            -3.561127               1.554776        1073742000
4969.35            39.130700             0.115448               1.598344        1073742000
4970.50            39.595200             0.649342               1.584205        1073742000
4971.64            41.042900             2.167065               1.578936        1073742000
4972.79            40.579900             1.740559               1.582134        1073742000
4973.93            41.494800             2.659119               1.602155        1073742000
4975.08            40.491500             1.599453               1.633647        1073742000
4976.22            42.168700             3.276653               1.668357        1073742000
4977.37            41.879000             3.064430               1.646816        1073742000
4978.52            42.133300             3.318729               1.644510        1073742000
4979.66            45.992300             7.140301               1.718957        1073742000
4980.81            43.535700             4.660938               1.743126        1073742000
4981.96            44.953200             6.083488               1.790149        1073742000
4983.10            42.752600             3.882889               1.722114        1073742000
4984.25            39.400900             0.544739               1.632906        1073742000
4985.40            39.741300             0.910603               1.607989        1073742000
4986.55            40.785000             1.884289               1.622564        1073742000
4987.70            43.312500             4.370689               1.665226        1073742000
4988.84            45.033500             6.073586               1.699680        1073742000
4989.99            43.929700             4.929447               1.685718        1073742000
4991.14            40.109700             1.090698               1.671750        1073742000
4992.29            40.375300             1.336918               1.689421        1073742000
4993.44            38.324100            -0.737499               1.631606        1073742000
4994.59            36.420200            -2.641399               1.562203        1073742000
4995.74            39.100500             0.062115               1.553065        1073742000
4996.89            39.731300             0.711601               1.540556        1073742000
4998.04            38.825200            -0.179340               1.524541        1073742000
4999.19            39.141000             0.156387               1.528480        1073742000
5000.35            38.053500            -0.951038               1.527793        1073742000
5001.50            38.366200            -0.653500               1.524723        1073742000
5002.65            40.609900             1.596943               1.559818        1073742000
5003.80            39.206500             0.177540               1.580392        1073742000
5004.95            39.044700            -0.012768               1.615549        1073742000
5006.11            38.169900            -0.906200               1.597666        1073742000
5007.26            40.960700             1.892399               1.583671                0
5008.41            38.829400            -0.185028               1.531706                0
5009.56            36.805800            -2.163509               1.499525                0
5010.72            38.184700            -0.701801               1.505464                0
5011.87            35.096600            -3.702385               1.458760                0
5013.03            35.734500            -2.967552               1.466304                0
5014.18            38.556600            -0.139900               1.514229                0
5015.34            39.102300             0.452984               1.531625                0
5016.49            39.840800             1.249565               1.545859                0
5017.65            40.238300             1.588985               1.541597                0
5018.80            38.019300            -0.571938               1.501610                0
5019.96            39.136300             0.545063               1.516118                0
5021.11            38.489700            -0.061871               1.519245                0
5022.27            38.868900             0.277664               1.536740                0
5023.43            39.243900             0.609646               1.524865                0
5024.58            38.978400             0.387165               1.509562                0
5025.74            38.822600             0.278183               1.522015                0
5026.90            38.166700            -0.337162               1.520572                0
5028.05            38.002500            -0.251312               1.519908                0
5029.21            38.602700             0.361092               1.514967                0
5030.37            37.568800            -0.661713               1.476887        1073742000
5031.53            36.794600            -1.447006               1.475050        1073742000
5032.69            38.745900             0.515259               1.510841        1073742000
5033.85            44.046800             5.827255               1.594574        1073742000
5035.01            52.498600            14.290460               1.717022        1073742000
5036.17            56.127000            17.929540               1.753393        1073742000
5037.33            50.158700            11.972880               1.703113        1073742000
5038.49            45.457400             7.262444               1.651722        1073742000
5039.65            37.866300            -0.340359               1.538939        1073742000
5040.81            35.625500            -2.577618               1.468465        1073742000
5041.97            36.330300            -1.861572               1.456552                0
5043.13            35.048300            -3.131500               1.441609                0
5044.29            36.798300            -1.392727               1.457873                0
5045.45            36.694500            -1.485302               1.478538                0
5046.61            37.302000            -0.886452               1.505181                0
5047.78            35.661300            -2.539303               1.490800                0
5048.94            35.148600            -3.051540               1.464902                0
5050.10            38.609200             0.421547               1.480105                0
5051.26            36.895000            -1.278591               1.470348                0
5052.43            36.768600            -1.404991               1.486692                0
5053.59            39.228300             1.054707               1.543800                0
5054.75            36.571200            -1.602390               1.516629                0
5055.92            36.316300            -1.857292               1.492732                0
5057.08            39.253700             1.080109               1.524737                0
5058.25            39.438900             1.265308               1.540331                0
5059.41            37.596600            -0.576992               1.519627                0
5060.58            36.794000            -1.379593               1.501424                0
5061.74            37.759700            -0.413891               1.517320                0
5062.91            39.285100             1.111507               1.523737                0
5064.07            38.630900             0.457310               1.502365                0
5065.24            36.503800            -1.669792               1.468834                0
5066.41            37.817300            -0.356293               1.482197                0
5067.57            36.512800            -1.660793               1.455828                0
5068.74            36.018000            -2.155590               1.451951                0
5069.91            35.298100            -2.875492               1.451368                0
5071.07            35.098200            -3.075390               1.466243                0
5072.24            38.766400             0.578747               1.516370                0
5073.41            41.242900             3.042759               1.574901                0
5074.58            40.489200             2.277000               1.558659                0
5075.75            40.773900             2.561699               1.562641                0
5076.92            39.268700             1.056499               1.544126                0
5078.09            38.044600            -0.145210               1.547091                0
5079.25            36.352700            -1.837112               1.517802                0
5080.42            36.992600            -1.186558               1.500406                0
5081.59            36.402300            -1.763958               1.474152                0
5082.76            38.691300             0.551682               1.526904                0
5083.94            39.763800             1.624184               1.596404                0
5085.11            37.618400            -0.521217               1.583415                0
5086.28            39.321000             1.181381               1.564991                0
5087.45            40.569700             2.430080               1.546360                0
5088.62            40.499000             2.343685               1.540106                0
5089.79            41.647900             3.492584               1.552926                0
5090.96            40.622700             2.467121               1.552943                0
5092.14            38.460700             0.305122               1.529238                0
5093.31            39.606200             1.450623               1.527683                0
5094.48            37.507500            -0.637997               1.486065                0
5095.65            38.411500             0.290146               1.496927                0
5096.83            37.348400            -0.760693               1.492145                0
5098.00            35.765200            -2.319527               1.468894                0
5099.18            38.932300             0.871178               1.514158                0
5100.35            38.896900             0.859672               1.512823                0
5101.52            37.944700            -0.067448               1.518931                0
5102.70            34.806900            -3.177788               1.474339                0
5103.87            36.678100            -1.278610               1.503782                0
5105.05            38.276300             0.346893               1.511723                0
5106.23            37.772800            -0.149582               1.479068                0
5107.40            37.016000            -0.878464               1.464711                0
5108.58            33.159000            -4.735462               1.412212                0
5109.75            37.174500            -0.719963               1.451324                0
5110.93            36.189600            -1.703564               1.461219                0
5112.11            38.367300             0.474133               1.495330                0
5113.29            38.427100             0.561585               1.504983                0
5114.46            39.206300             1.362068               1.523332                0
5115.64            37.639300            -0.176312               1.504644                0
5116.82            40.547900             2.761284               1.517545                0
5118.00            37.299700            -0.456181               1.491939                0
5119.18            38.837400             1.111507               1.506465                0
5120.35            37.225600            -0.468895               1.484988                0
5121.53            40.048500             2.379982               1.508562                0
5122.71            38.157800             0.489281               1.501659                0
5123.89            38.139500             0.470982               1.528964                0
5125.07            38.674700             1.015057               1.529200                0
5126.25            36.010600            -1.630909               1.470415                0
5127.43            36.700000            -0.948849               1.451220                0
5128.61            36.771300            -0.877548               1.454558                0
5129.79            35.751400            -1.887100               1.443588                0
5130.98            37.100000            -0.503990               1.452813                0
5132.16            38.351800             0.781746               1.458830                0
5133.34            38.350300             0.793877               1.471054                0
5134.52            38.895900             1.343666               1.493020                0
5135.70            36.108800            -1.443436               1.466927                0
5136.89            34.722800            -2.862984               1.446949                0
5138.07            36.692000            -0.868149               1.455097                0
5139.25            37.023600            -0.528851               1.439776                0
5140.44            36.575000            -0.977451               1.419633                0
5141.62            35.829600            -1.734116               1.414849                0
5142.80            36.656700            -0.876080               1.445568                0
5143.99            38.363000             0.830219               1.478255                0
5145.17            39.243000             1.746433               1.488502                0
5146.36            37.764500             0.286842               1.461273                0
5147.54            37.086200            -0.355450               1.439821                0
5148.73            37.561900             0.155273               1.443588                0
5149.91            38.522500             1.126148               1.475067                0
5151.10            38.267800             0.905750               1.487463                0
5152.29            33.589800            -3.738522               1.437772                0
5153.47            34.692000            -2.628601               1.443062                0
5154.66            35.706100            -1.603046               1.468632                0
5155.85            36.684100            -0.643040               1.472309                0
5157.03            38.063400             0.720837               1.482903                0
5158.22            38.255100             0.895184               1.483389                0
5159.41            36.415600            -0.961433               1.476261                0
5160.60            35.083600            -2.309036               1.480385                0
5161.79            37.780300             0.371143               1.500974                0
5162.97            36.617400            -0.808109               1.448518                0
5164.16            36.875900            -0.533257               1.428168                0
5165.35            37.975100             0.581570               1.456777                0
5166.54            36.673900            -0.703133               1.440922                0
5167.73            34.952400            -2.409119               1.409696                0
5168.92            34.797700            -2.579334               1.391327                0
5170.11            37.026800            -0.366734               1.415460                0
5171.30            36.182000            -1.195995               1.409574                0
5172.49            36.392400            -0.969120               1.404705                0
5173.69            36.792100            -0.537548               1.398541                0
5174.88            35.762200            -1.536064               1.392592                0
5176.07            36.347500            -0.918789               1.406357                0
5177.26            34.629400            -2.606396               1.379663                0
5178.45            35.491700            -1.715229               1.401027                0
5179.65            37.093200            -0.103542               1.441464                0
5180.84            36.307000            -0.889744               1.450376                0
5182.03            34.523800            -2.672943               1.410322                0
5183.22            33.812800            -3.383942               1.378059                0
5184.42            34.347600            -2.849144               1.379636                0
5185.61            36.409000            -0.761383               1.408083                0
5186.81            36.484900            -0.709068               1.425340                0
5188.00            38.167000             0.999584               1.444024                0
5189.20            39.367800             2.200386               1.455515                0
5190.39            36.914200            -0.253216               1.425849                0
5191.59            36.932700            -0.234714               1.415599                0
5192.78            37.693300             0.525883               1.423992                0
5193.98            36.049900            -1.104656               1.419900                0
5195.17            35.041300            -2.086872               1.402680                0
5196.37            31.931700            -5.173777               1.343501                0
5197.57            29.131000            -7.950333               1.307379                0
5198.76            31.694100            -5.367222               1.347808                0
5199.96            33.605800            -3.455521               1.369905                0
5201.16            31.323900            -5.713602               1.348477                0
5202.36            31.320300            -5.717203               1.363722                0
5203.55            31.642400            -5.409430               1.394402                0
5204.75            33.446500            -3.591003               1.431562                0
5205.95            35.444700            -1.607132               1.439787                0
5207.15            37.731200             0.665478               1.631767                0
5208.35            35.590800            -1.461178               1.605869                0
5209.55            35.728600            -1.337269               1.617050                0
5210.75            36.390600            -0.661381               1.419312                0
5211.95            33.822600            -3.220329               1.376433                0
5213.15            29.959400            -7.074749               1.308058                0
5214.35            30.552700            -6.467377               1.299305                0
5215.55            33.776800            -3.233166               1.334435                0
5216.75            34.175700            -2.820114               1.342550                0
5217.95            35.595100            -1.391068               1.367655                0
5219.15            36.427000            -0.548649               1.394003                0
5220.35            35.688400            -1.273132               1.428945                0
5221.56            33.497200            -3.466469               1.446096                0
5222.76            34.279700            -2.670372               1.455018                0
5223.96            35.158800            -1.810993               1.439104                0
5225.16            34.953700            -2.004299               1.407174                0
5226.37            35.725400            -1.232601               1.388178                0
5227.57            36.957100            -0.013699               1.380836                0
5228.78            38.194900             1.224102               1.393424                0
5229.98            36.870600            -0.116142               1.388759                0
5231.18            34.911800            -2.088326               1.391533                0
5232.39            37.720900             0.720776               1.429800                0
5233.59            36.689900            -0.325569               1.406089                0
5234.80            32.635400            -4.399220               1.347519                0
5236.00            31.752200            -5.259199               1.323133                0
5237.21            33.223500            -3.764061               1.340427                0
5238.42            34.463900            -2.500889               1.377676                0
5239.62            34.801200            -2.156994               1.402599                0
5240.83            35.810700            -1.125946               1.413458                0
5242.04            35.443400            -1.471794               1.412754                0
5243.24            36.920700             0.027206               1.445574                0
5244.45            37.714300             0.821968               1.468237                0
5245.66            36.244300            -0.626133               1.442455                0
5246.87            35.183200            -1.685402               1.408423                0
5248.07            36.162300            -0.706303               1.403575                0
5249.28            37.264600             0.387405               1.400895                0
5250.49            38.330600             1.431515               1.413921                0
5251.70            38.075800             1.198608               1.424821                0
5252.91            37.477200             0.621628               1.421844                0
5254.12            36.737800            -0.096066               1.406601                0
5255.33            33.538400            -3.273354               1.356797                0
5256.54            33.690700            -3.099533               1.357925                0
5257.75            35.277300            -1.492214               1.385681                0
5258.96            35.269200            -1.499683               1.404722                0
5260.17            38.184500             1.431694               1.437590                0
5261.38            36.432400            -0.325264               1.409109                0
5262.60            34.674100            -2.083565               1.365958                0
5263.81            34.461000            -2.296665               1.343255                0
5265.02            32.754100            -3.986622               1.340131                0
5266.23            34.844100            -1.896622               1.367429                0
5267.44            38.215000             1.496517               1.424740                0
5268.66            37.383700             0.677101               1.436571                0
5269.87            37.649300             0.957748               1.414637                0
5271.08            34.374400            -2.295822               1.356436                0
5272.30            35.950600            -0.713459               1.365577                0
5273.51            38.226000             1.561943               1.405621                0
5274.73            37.214900             0.550842               1.403209                0
5275.94            36.741000             0.096962               1.398020                0
5277.16            36.693900             0.070011               1.392832                0
5278.37            35.389600            -1.234291               1.379485                0
5279.59            35.231500            -1.370827               1.379272                0
5280.80            35.906600            -0.672619               1.377529                0
5282.02            36.462600            -0.092445               1.374036                0
5283.24            35.397200            -1.182018               1.355499                0
5284.45            34.260900            -2.326256               1.349216                0
5285.67            38.099500             1.512344               1.408843                0
5286.89            35.586900            -1.000256               1.425264                0
5288.10            40.453500             3.865395               1.459661                0
5289.32            39.233500             2.630295               1.425304                0
5290.54            38.302500             1.723095               1.423455                0
5291.76            36.903600             0.329414               1.408495                0
5292.98            35.557000            -0.992718               1.397043                0
5294.20            34.565200            -1.984516               1.374853                0
5295.41            32.806200            -3.720936               1.327860                0
5296.63            34.257000            -2.262436               1.334171                0
5297.85            33.534300            -2.963364               1.326741                0
5299.07            33.193100            -3.302353               1.320248                0
5300.29            32.431700            -4.043007               1.330577                0
5301.52            30.950800            -5.523909               1.340843                0
5302.74            33.441700            -3.012466               1.367761                0
5303.96            35.746900            -0.698936               1.404763                0
5305.18            35.002400            -1.423752               1.391526                0
5306.40            36.452500             0.045429               1.399918                0
5307.62            37.182400             0.772141               1.419504                0
5308.84            36.325000            -0.069015               1.417648                0
5310.07            37.420700             1.026684               1.431534                0
5311.29            35.629000            -0.765015               1.393320                0
5312.51            34.153300            -2.221615               1.352631                0
5313.74            37.666500             1.301468               1.419611                0
5314.96            38.010900             1.645866               1.440244                0
5316.18            39.368800             3.003769               1.483333                0
5317.41            38.760000             2.400444               1.457351                0
5318.63            35.945700            -0.413853               1.391762                0
5319.86            37.877300             1.518620               1.431288                0
5321.08            39.284000             2.945839               1.479798                0
5322.31            38.451000             2.130043               1.473614                0
5323.53            35.792400            -0.535023               1.412537                0
5324.76            35.411900            -0.895878               1.395159                0
5325.99            36.732500             0.424721               1.419701                0
5327.21            37.439300             1.153118               1.422661                0
5328.44            35.043500            -1.221165               1.374834                0
5329.67            34.766600            -1.498062               1.347576                0
5330.89            37.663000             1.420502               1.378854                0
5332.12            36.673100             0.452827               1.386535                0
5333.35            35.208200            -0.989990               1.380044                0
5334.58            37.027200             0.806927               1.391432                0
5335.81            36.992800             0.750305               1.377814                0
5337.03            38.650500             2.385838               1.403115                0
5338.26            38.186500             1.921616               1.417842                0
5339.49            40.042100             3.766846               1.456765                0
5340.72            39.826500             3.551735               1.447822                0
5341.95            38.833300             2.550900               1.410827                0
5343.18            38.352600             2.060436               1.411299                0
5344.41            38.079900             1.797497               1.431648                0
5345.64            35.642700            -0.628059               1.399017                0
5346.87            35.916200            -0.345955               1.380715                0
5348.11            35.897400            -0.355370               1.365450                0
5349.34            36.436200             0.194839               1.370730                0
5350.57            39.224100             2.992531               1.422078                0
5351.80            38.226800             2.006462               1.429770                0
5353.03            36.476800             0.267830               1.398387                0
5354.27            36.205300            -0.003082               1.387398                0
5355.50            34.690300            -1.506962               1.382510                0
5356.73            33.876900            -2.310238               1.383338                0
5357.97            33.369700            -2.806747               1.365315                0
5359.20            33.439800            -2.725754               1.348109                0
5360.43            33.433900            -2.741734               1.337362                0
5361.67            37.399600             1.213898               1.378177                0
5362.90            38.519000             2.343369               1.403222                0
5364.14            37.995800             1.810097               1.408646                0
5365.37            39.263700             3.068249               1.415799                0
5366.61            39.304400             3.098309               1.411801                0
5367.85            35.905200            -0.310276               1.397062                0
5369.08            37.988200             1.763260               1.417246                0
5370.32            35.535800            -0.678131               1.359072                0
5371.55            33.931000            -2.289021               1.313445                0
5372.79            35.781100            -0.429859               1.332377                0
5374.03            38.538800             2.330803               1.393049                0
5375.27            39.144600             2.945824               1.445704                0
5376.50            37.237300             1.048813               1.458690                0
5377.74            36.236300             0.058315               1.434502                0
5378.98            36.735700             0.553612               1.384650                0
5380.22            36.662800             0.480324               1.370509                0
5381.46            36.828800             0.641018               1.383352                0
5382.70            38.132400             1.935650               1.442817                0
5383.94            35.016500            -1.189045               1.420836                0
5385.18            40.058500             3.852955               1.461387                0
5386.42            38.697300             2.491756               1.403645                0
5387.66            36.247000             0.041458               1.354228                0
5388.90            41.218000             5.012455               1.416375                0
5390.14            41.242800             5.037258               1.422018                0
5391.38            36.669100             0.463558               1.371528                0
5392.62            39.904100             3.698555               1.479704                0
5393.86            35.443600            -0.761944               1.423455                0
5395.11            35.901500            -0.304043               1.420046                0
5396.35            36.491300             0.294548               1.381177                0
5397.59            36.285300             0.089783               1.368954                0
5398.83            33.961500            -2.244041               1.319056                0
5400.08            35.082000            -1.128315               1.331344                0
5401.32            33.492400            -2.722939               1.334726                0
5402.56            34.192500            -2.032490               1.354719                0
5403.81            36.505600             0.290260               1.369992                0
5405.05            37.057700             0.850639               1.352562                0
5406.30            35.959900            -0.237301               1.343404                0
5407.54            38.485900             2.298214               1.377233                0
5408.79            36.783200             0.604141               1.360221                0
5410.03            36.334600             0.165291               1.343115                0
5411.28            37.076200             0.905071               1.355793                0
5412.53            37.836400             1.657963               1.373273                0
5413.77            37.632300             1.463428               1.371346                0
5415.02            37.357400             1.178963               1.364765                0
5416.27            37.853500             1.684628               1.376746                0
5417.51            37.246400             1.072899               1.384714                0
5418.76            37.417500             1.253479               1.385415                0
5420.01            35.817800            -0.343227               1.377140                0
5421.26            34.453800            -1.716480               1.376360                0
5422.51            34.956100            -1.204926               1.393964                0
5423.75            32.847000            -3.306221               1.376339                0
5425.00            35.488100            -0.670700               1.363218                0
5426.25            32.482500            -3.683876               1.314889                0
5427.50            35.022700            -1.136097               1.329080                0
5428.75            34.847200            -1.302467               1.349293                0
5430.00            34.329000            -1.813236               1.380336                0
5431.25            35.594500            -0.538761               1.384136                0
5432.50            34.756100            -1.368031               1.370630                0
5433.75            36.810300             0.693466               1.378138                0
5435.01            38.633600             2.509468               1.408241                0
5436.26            31.353800            -4.763033               1.378689                0
5437.51            35.416700            -0.691155               1.530122                0
5438.76            34.185000            -1.918274               1.552941                0
5440.01            36.375700             0.288158               1.592666                0
5441.27            33.628400            -2.459145               1.518110                0
5442.52            35.419500            -0.668045               1.320071                0
5443.77            34.876400            -1.213192               1.318124                0
5445.03            34.812000            -1.288269               1.326270                0
5446.28            36.615900             0.531075               1.377118                0
5447.53            37.378100             1.291813               1.397503                0
5448.79            38.292900             2.191093               1.647590                0
5450.04            36.491800             0.374115               1.639421                0
5451.30            37.499600             1.366055               1.665411                0
5452.55            35.674100            -0.475601               1.403324                0
5453.81            36.691900             0.558353               1.383846                0
5455.07            36.520300             0.402542               1.349957                0
5456.32            33.926700            -2.175636               1.341429                0
5457.58            36.828700             0.726364               1.424384                0
5458.84            37.593100             1.496704               1.465005                0
5460.09            38.476200             2.395321               1.491582                0
5461.35            32.449800            -3.626286               1.728243                0
5462.61            34.902900            -1.157871               1.823989                0
