#Wavelength         Spectrum        Cont-Subtr-Spectrum           Error           Mask
#[Angstrom]  [1.0E-17 erg/s/cm^2/A] [1.0E-17 erg/s/cm^2/A] [1.0E-17 erg/s/cm^2/A] [Bit Array]
6079.95            35.420300             2.000645               1.154338                0
6081.35            36.697300             3.288857               1.175507                0
6082.75            34.438700             1.043564               1.167832                0
6084.15            36.000700             2.619362               1.192297                0
6085.55            34.613000             1.245995               1.190684                0
6086.95            34.100600             0.748520               1.173114                0
6088.36            34.597200             1.258923               1.171467                0
6089.76            32.741600            -0.581211               1.147481                0
6091.16            34.102900             0.795086               1.148261                0
6092.56            35.282300             1.974483               1.152686                0
6093.97            33.379900             0.086533               1.132612                0
6095.37            33.531700             0.238331               1.125510                0
6096.77            34.440900             1.163155               1.131342                0
6098.18            33.345300             0.067554               1.135836                0
6099.58            32.748200            -0.518955               1.156477                0
6100.99            34.058200             0.806904               1.164807                0
6102.39            33.720000             0.484306               1.121218                0
6103.80            33.653200             0.432915               1.091421                0
6105.20            33.566100             0.361073               1.095706                0
6106.61            34.064300             0.859272               1.110806                0
6108.01            32.500100            -0.689907               1.101149                0
6109.42            31.959200            -1.215273               1.113157                0
6110.83            33.918900             0.753979               1.120702                0
6112.23            33.626600             0.477181               1.101413                0
6113.64            33.346200             0.212532               1.089407                0
6115.05            33.473000             0.355415               1.109652                0
6116.46            33.855700             0.754242               1.132717                0
6117.87            33.716900             0.627010               1.110843                0
6119.28            32.801700            -0.287323               1.062583                0
6120.68            34.149300             1.061222               1.072408                0
6122.09            34.368100             1.280022               1.081163                0
6123.50            32.170600            -0.917477               1.059813                0
6124.91            35.317100             2.236664               1.108147                0
6126.32            32.543800            -0.528431               1.065385                0
6127.74            33.611800             0.547646               1.066328                0
6129.15            32.827000            -0.229248               1.059102                0
6130.56            32.958000            -0.090355               1.065606                0
6131.97            34.117200             1.076923               1.081132                0
6133.38            33.063900             0.031925               1.072737                0
6134.79            32.345800            -0.678135               1.054657                0
6136.21            33.296100             0.280071               1.053747                0
6137.62            32.633300            -0.374878               1.044081                0
6139.03            31.571200            -1.428953               1.028915                0
6140.45            32.288300            -0.704246               1.055189                0
6141.86            32.373600            -0.611473               1.070567                0
6143.28            32.462300            -0.514641               1.065177                0
6144.69            33.760000             0.790428               1.065024                0
6146.11            32.130900            -0.832661               1.046319                0
6147.52            33.387100             0.430691               1.065048                0
6148.94            33.803900             0.862930               1.067471                0
6150.35            35.261500             2.329487               1.089259                0
6151.77            35.230200             2.312733               1.108457                0
6153.19            34.185200             1.282520               1.099793                0
6154.60            34.279700             1.391838               1.099017                0
6156.02            34.070300             1.197479               1.112392                0
6157.44            32.323000            -0.534737               1.090632                0
6158.86            31.034400            -1.807426               1.061917                0
6160.27            33.449000             0.591938               1.077978                0
6161.69            31.493800            -1.347517               1.052277                0
6163.11            33.108000             0.282112               1.085027                0
6164.53            32.920100             0.091370               1.091624                0
6165.95            33.560900             0.748112               1.102405                0
6167.37            32.202600            -0.594162               1.079620                0
6168.79            32.595600            -0.185165               1.093039                0
6170.21            33.670200             0.905014               1.123284                0
6171.63            30.825200            -1.929291               1.107411                0
6173.05            29.534600            -3.219891               1.091260                0
6174.47            32.165500            -0.573391               1.108495                0
6175.90            33.269000             0.546188               1.106901                0
6177.32            33.234200             0.527695               1.102127                0
6178.74            32.816200             0.125839               1.103491                0
6180.16            34.697900             2.023590               1.160856                0
6181.59            34.256300             1.598389               1.163815                0
6183.01            33.207100             0.565491               1.129343                0
6184.43            33.523700             0.897141               1.118665                0
6185.86            33.806800             1.190720               1.112635                0
6187.28            33.803800             1.200554               1.114997                0
6188.71            31.719900            -0.870466               1.095007                0
6190.13            32.346800            -0.234081               1.092545                0
6191.56            32.484200            -0.085606               1.099945                0
6192.98            32.167200            -0.389839               1.113694                0
6194.41            32.695400             0.146111               1.129996                0
6195.84            30.395500            -2.148064               1.091341                0
6197.26            29.683400            -2.847881               1.057029                0
6198.69            30.535100            -1.984331               1.066701                0
6200.12            31.079600            -1.427980               1.067423                0
6201.55            30.389500            -2.106312               1.061425                0
6202.97            32.073800            -0.410355               1.102631                0
6204.40            30.411500            -2.072653               1.098650                0
6205.83            29.524800            -2.948074               1.093862                0
6207.26            31.650500            -0.811075               1.104779                0
6208.69            33.044000             0.593716               1.113861                0
6210.12            32.851500             0.412647               1.106777                0
6211.55            31.501200            -0.926256               1.096529                0
6212.98            30.498100            -1.917667               1.091143                0
6214.41            31.598600            -0.805311               1.089159                0
6215.84            33.197300             0.805336               1.088267                0
6217.27            32.820000             0.440414               1.084338                0
6218.71            32.189800            -0.177460               1.085245                0
6220.14            33.639400             1.281040               1.104536                0
6221.57            31.862000            -0.491749               1.066591                0
6223.00            31.696200            -0.645350               1.076479                0
6224.44            31.472400            -0.857079               1.072321                0
6225.87            31.183700            -1.133625               1.085672                0
6227.30            29.907300            -2.397856               1.093506                0
6228.74            31.765000            -0.531986               1.107099                0
6230.17            32.038800            -0.245705               1.087195                0
6231.61            32.207100            -0.069477               1.070508                0
6233.04            32.745700             0.481525               1.075305                0
6234.48            31.085500            -1.166281               1.089805                0
6235.91            31.989800            -0.249607               1.148427                0
6237.35            34.363500             2.136494               1.199786                0
6238.78            31.388500            -0.825981               1.174115                0
6240.22            34.664000             2.462379               1.215894                0
6241.66            33.722300             1.533497               1.189675                0
6243.10            32.888500             0.701305               1.128834                0
6244.53            35.370300             3.187454               1.134359                0
6245.97            32.536600             0.364445               1.098467                0
6247.41            32.527400             0.368061               1.084791                0
6248.85            32.550500             0.391159               1.064913                0
6250.29            31.250800            -0.895300               1.042798                0
6251.73            30.424700            -1.721399               1.031395                0
6253.17            30.332700            -1.800470               1.031864                0
6254.61            30.511000            -1.622171               1.034309                0
6256.05            30.054400            -2.065588               1.029087                0
6257.49            29.559800            -2.547115               1.045575                0
6258.93            30.814900            -1.285480               1.117972                0
6260.37            30.461300            -1.639080               1.117965                0
6261.81            34.126500             2.030190               1.130410                0
6263.25            31.718200            -0.391170               1.055256                0
6264.70            31.936800            -0.166304               1.029524                0
6266.14            29.660600            -2.429579               1.013705                0
6267.58            32.393300             0.316128               1.069289                0
6269.02            31.845900            -0.229452               1.090623                0
6270.47            32.027100            -0.042671               1.052799                0
6271.91            33.353800             1.297077               1.030384                0
6273.36            32.626700             0.582726               1.028385                0
6274.80            31.589200            -0.454777               1.029346                0
6276.25            30.774800            -1.257145               1.024234                0
6277.69            30.362700            -1.669245               1.015502                0
6279.14            32.678200             0.659626               1.059753                0
6280.58            30.521900            -1.483494               1.041341                0
6282.03            31.003600            -0.988819               1.028542                0
6283.48            31.194500            -0.797918               0.986883                0
6284.92            31.071600            -0.920818               0.970673                0
6286.37            30.289900            -1.689592               0.959257                0
6287.82            30.331600            -1.635174               0.984913                0
6289.27            30.382000            -1.571861               1.013308                0
6290.71            30.718600            -1.222210               1.037232                0
6292.16            30.517500            -1.410219               1.026678                0
6293.61            29.055400            -2.859514               0.981180                0
6295.06            30.802700            -1.112215               0.963125                0
6296.51            32.704800             0.799038               0.978269                0
6297.96            31.668900            -0.224504               0.993014                0
6299.41            31.960800             0.073639               1.030505                0
6300.86            30.625600            -1.249529               1.074142                0
6302.31            32.769200             0.905987               1.174882                0
6303.76            31.441300            -0.421913               1.170083                0
6305.22            31.479800            -0.376608               1.025196                0
6306.67            30.641100            -1.205128               0.975505                0
6308.12            31.527000            -0.307711               1.028303                0
6309.57            30.898300            -0.925001               1.057618                0
6311.03            31.037100            -0.774721               1.003750                0
6312.48            32.239300             0.438925               0.973460                0
6313.93            31.990700             0.201771               0.957137                0
6315.39            31.504800            -0.272694               0.939425                0
6316.84            30.971700            -0.794563               0.928525                0
6318.30            31.153400            -0.601620               0.931549                0
6319.75            31.647600            -0.096048               0.936134                0
6321.21            31.101500            -0.630737               0.931978                0
6322.66            31.469000            -0.254967               0.948897                0
6324.12            31.026900            -0.697067               0.948232                0
6325.57            31.507300            -0.212946               0.949410                0
6327.03            31.865400             0.157105               0.945219                0
6328.49            31.457300            -0.250996               0.937726                0
6329.95            32.138900             0.442576               0.978078                0
6331.40            31.200400            -0.483717               1.010004                0
6332.86            32.889700             1.217339               1.029874                0
6334.32            33.481700             1.809338               1.000792                0
6335.78            33.470800             1.810410               0.980505                0
6337.24            34.000700             2.342472               0.980958                0
6338.70            34.149300             2.502562               0.979517                0
6340.16            32.180000             0.544500               0.952204                0
6341.62            31.434900            -0.189165               0.934612                0
6343.08            31.925600             0.312519               0.950147                0
6344.54            30.089300            -1.513151               0.950499                0
6346.00            31.582000            -0.009743               0.969882                0
6347.46            31.288400            -0.303343               0.951725                0
6348.92            30.234100            -1.355040               0.935577                0
6350.38            32.544800             0.960699               0.983850                0
6351.85            30.254200            -1.324440               0.961099                0
6353.31            29.449100            -2.124596               0.915584                0
6354.77            29.275100            -2.293242               0.912628                0
6356.24            30.329800            -1.238493               0.973737                0
6357.70            30.310200            -1.253057               1.024689                0
6359.16            31.116100            -0.441801               1.023743                0
6360.63            32.228000             0.675253               0.993872                0
6362.09            32.668100             1.120703               0.974310                0
6363.56            32.507200             0.965071               0.986542                0
6365.02            32.458800             0.921948               1.020418                0
6366.49            32.860300             1.329149               1.035981                0
6367.96            32.142300             0.616579               1.006108                0
6369.42            30.958500            -0.561609               0.953901                0
6370.89            31.308600            -0.205986               0.947308                0
6372.36            31.241800            -0.267176               0.948483                0
6373.82            30.414400            -1.089075               0.949449                0
6375.29            31.397500            -0.100914               0.968144                0
6376.76            33.322500             1.819023               0.987542                0
6378.23            32.367600             0.869186               0.968735                0
6379.70            31.290900            -0.207600               0.959973                0
6381.17            32.547000             1.054028               0.979954                0
6382.63            31.840500             0.352770               0.983037                0
6384.10            31.468100            -0.013901               0.980859                0
6385.57            32.019300             0.542357               0.991095                0
6387.05            31.068300            -0.403404               0.997867                0
6388.52            31.687600             0.221577               1.010667                0
6389.99            33.464100             1.992395               1.016260                0
6391.46            29.811000            -1.665941               0.950143                0
6392.93            29.849600            -1.622105               0.930855                0
6394.40            30.392500            -1.073959               0.929330                0
6395.88            30.476100            -0.984671               0.933085                0
6397.35            29.922900            -1.532766               0.929579                0
6398.82            30.378500            -1.070990               0.940742                0
6400.30            31.579000             0.134743               0.953190                0
6401.77            31.356800            -0.082256               0.948347                0
6403.24            32.425000             0.992191               0.959646                0
6404.72            32.273500             0.846077               0.963697                0
6406.19            32.258500             0.837162               0.969545                0
6407.67            32.414200             0.998405               0.965042                0
6409.14            32.316900             0.912821               0.953203                0
6410.62            32.127100             0.734657               0.948645                0
6412.10            32.485300             1.104530               0.958847                0
6413.57            32.601600             1.232517               0.967356                0
6415.05            31.272300            -0.096783               0.949038                0
6416.53            30.982300            -0.386784               0.937722                0
6418.00            31.161200            -0.207884               0.937627                0
6419.48            30.461000            -0.907598               0.957106                0
6420.96            31.765200             0.396601               1.003788                0
6422.44            33.236100             1.879210               0.998493                0
6423.92            31.834300             0.477409               0.952161                0
6425.40            30.441900            -0.914990               0.920797                0
6426.88            29.544100            -1.801416               0.907921                0
6428.36            31.247200            -0.089510               0.946327                0
6429.84            31.754900             0.428026               0.969030                0
6431.32            31.786600             0.458942               0.958288                0
6432.80            31.305100            -0.022558               0.930835                0
6434.28            31.558000             0.240938               0.918817                0
6435.76            31.000800            -0.305653               0.920805                0
6437.24            30.354000            -0.941629               0.925771                0
6438.73            32.197400             0.912674               0.948936                0
6440.21            32.424600             1.150782               0.941196                0
6441.69            31.847900             0.579071               0.923428                0
6443.18            30.847600            -0.410856               0.909538                0
6444.66            31.231500            -0.017708               0.914679                0
6446.14            30.034200            -1.221756               0.897347                0
6447.63            32.135100             0.877821               0.932343                0
6449.11            30.704100            -0.553181               0.909922                0
6450.60            30.273300            -0.973431               0.901040                0
6452.08            29.934200            -1.312445               0.904069                0
6453.57            30.607500            -0.630583               0.917427                0
6455.06            30.005400            -1.231363               0.909504                0
6456.54            30.302000            -0.924633               0.908052                0
6458.03            31.292200             0.075565               0.917049                0
6459.52            30.657400            -0.551373               0.919115                0
6461.00            31.190000            -0.008711               0.929049                0
6462.49            32.446700             1.258240               0.943850                0
6463.98            31.875200             0.697903               0.943061                0
6465.47            31.891500             0.725178               0.946802                0
6466.96            30.306200            -0.849119               0.937948                0
6468.45            30.885800            -0.261404               0.952264                0
6469.94            30.981500            -0.165703               0.938651                0
6471.43            32.611800             1.472084               0.969040                0
6472.92            30.977400            -0.162317               0.938444                0
6474.41            32.534900             1.394495               0.949487                0
6475.90            31.048300            -0.092106               0.921606                0
6477.39            31.501900             0.361494               0.919967                0
6478.88            31.706400             0.565994               0.919274                0
6480.37            32.650700             1.510294               0.928249                0
6481.87            32.235800             1.088928               0.914488                0
6483.36            32.779100             1.643009               0.911527                0
6484.85            32.101900             0.967135               0.915733                0
6486.34            30.218500            -0.916264               0.903781                0
6487.84            30.605700            -0.529064               0.895377                0
6489.33            32.126400             1.002550               0.904720                0
6490.83            32.118600             1.002888               0.907487                0
6492.32            30.391200            -0.714262               0.898052                0
6493.82            30.534200            -0.561274               0.902470                0
6495.31            32.751700             1.665777               0.936385                0
6496.81            31.690600             0.614285               0.915353                0
6498.30            30.079500            -0.996815               0.920606                0
6499.80            31.495000             0.418686               0.972249                0
6501.30            30.800900            -0.270136               0.969887                0
6502.79            30.629900            -0.441135               0.952523                0
6504.29            32.717200             1.649895               0.947733                0
6505.79            34.123200             3.060347               0.958213                0
6507.29            31.518400             0.458305               0.940018                0
6508.79            30.971600            -0.088495               0.928153                0
6510.28            31.453100             0.393005               0.919850                0
6511.78            31.098800             0.029041               0.910820                0
6513.28            30.680200            -0.393833               0.901395                0
6514.78            31.357300             0.277931               0.904117                0
6516.28            32.586500             1.502737               0.933882                0
6517.78            31.715100             0.626177               0.964024                0
6519.29            30.531500            -0.552261               0.958165                0
6520.79            31.858300             0.779892               0.928893                0
6522.29            30.903300            -0.170734               0.912795                0
6523.79            30.430000            -0.648407               0.910333                0
6525.29            33.802600             2.728567               0.979404                0
6526.80            31.792000             0.722755               0.938254                0
6528.30            31.581500             0.517040               0.914465                0
6529.80            29.309700            -1.759544               0.879677                0
6531.31            29.229200            -1.835258               0.881655                0
6532.81            29.237800            -1.830452               0.904738                0
6534.31            29.446000            -1.622875               0.936808                0
6535.82            28.448000            -2.615982               0.955027                0
6537.32            29.853800            -1.205021               0.944460                0
6538.83            30.673600            -0.380196               0.913431                0
6540.34            30.248100            -0.807304               0.897068                0
6541.84            30.527000            -0.526403               0.903571                0
6543.35            31.008400            -0.039762               0.918305                0
6544.85            31.622700             0.575623               0.937664                0
6546.36            32.192700             1.150997               0.962166                0
6547.87            31.732000             0.690304               0.976831                0
6549.38            30.658000            -0.378208               0.954609                0
6550.89            32.223200             1.192467               0.948227                0
6552.39            30.763200            -0.255917               0.919648                0
6553.90            30.791400            -0.215229               0.964203                0
6555.41            30.608300            -0.387264               1.023833                0
6556.92            32.560200             1.577719               1.064735                0
6558.43            31.054000             0.084475               1.114448                0
6559.94            31.895400             0.938391               1.081202                0
6561.45            31.318200             0.373598               0.928789                0
6562.96            30.496100            -0.436302               0.954757                0
6564.48            30.606700            -0.313549               0.978096                0
6565.99            30.658900            -0.249847               0.975594                0
6567.50            30.649300            -0.248009               0.959938                0
6569.01            31.047800             0.150492               0.960084                0
6570.52            31.910500             1.016830               0.974416                0
6572.04            31.736400             0.842731               0.973184                0
6573.55            31.006500             0.112831               0.965551                0
6575.06            31.468600             0.585272               0.963684                0
6576.58            31.663600             0.780273               0.962852                0
6578.09            31.877300             0.993973               0.986450        1073742000
6579.61            30.576600            -0.306728               1.003747        1073742000
6581.12            30.929900             0.045214               0.995757        1073742000
6582.64            32.876200             1.991516               0.966276        1073742000
6584.15            41.496000            10.621350               1.077667        1073742000
6585.67            49.630300            18.766080               1.201230        1073742000
6587.19            46.212500            15.358100               1.166455        1073742000
6588.70            37.893000             7.048420               1.044327        1073742000
6590.22            31.592100             0.757055               0.946781        1073742000
6591.74            29.844300            -0.981090               0.926777        1073742000
6593.26            29.841200            -0.974554               0.929627        1073742000
6594.78            28.836500            -1.970465               0.908956        1073742000
6596.29            27.515800            -3.280285               0.964338        1073742000
6597.81            64.302400            33.517040               1.321689        1073742000
6599.33            151.762000            120.976600               2.449090        1073742000
6600.85            203.141000            172.363900               3.331777        1073742000
6602.37            151.439000            120.665500               2.378446        1073742000
6603.89            64.528700            33.760450               1.406567        1073742000
6605.41            31.345300             0.587091               1.026174        1073742000
6606.93            28.777200            -1.971312               0.951238        1073742000
6608.46            28.906500            -1.832138               0.929716                0
6609.98            29.789000            -0.939781               0.909204                0
6611.50            30.439200            -0.279493               0.899031                0
6613.02            29.468900            -1.239466               0.881943                0
6614.55            30.546700            -0.151371               0.906797        1073742000
6616.07            31.779500             1.091970               0.925573        1073742000
6617.59            32.829900             2.142370               0.953571        1073742000
6619.12            52.132700            21.445170               1.229683        1073742000
6620.64            82.250600            51.563070               1.632373        1073742000
6622.17            87.913500            57.226050               1.720679        1073742000
6623.69            58.010000            27.322550               1.289107        1073742000
6625.22            35.692000             5.004551               1.014267        1073742000
6626.74            31.419200             0.742163               0.936458        1073742000
6628.27            30.566500            -0.100731               0.914519                0
6629.79            29.735300            -0.922550               0.912745                0
6631.32            30.728200             0.079496               0.931331                0
6632.85            30.984500             0.335796               0.934853                0
6634.37            30.595400            -0.053305               0.917153                0
6635.90            30.529100            -0.110510               0.904694                0
6637.43            29.758200            -0.872452               0.898026                0
6638.96            30.493500            -0.137152               0.905469                0
6640.49            30.065900            -0.555723               0.906789                0
6642.02            28.928400            -1.693224               0.898284                0
6643.55            29.526800            -1.094824               0.906227                0
6645.08            29.537800            -1.083618               0.906924                0
6646.61            29.964200            -0.656527               0.896398                0
6648.14            29.124400            -1.486547               0.868054                0
6649.67            30.472400            -0.128759               0.881583                0
6651.20            30.343600            -0.247631               0.887482                0
6652.73            30.536500            -0.052860               0.890775                0
6654.26            31.180700             0.591339               0.895162                0
6655.80            31.101400             0.522501               0.895801                0
6657.33            31.542700             0.963800               0.898933                0
6658.86            30.854200             0.285021               0.898766                0
6660.40            30.806000             0.246552               0.899697                0
6661.93            30.851000             0.301304               0.902279                0
6663.46            30.993100             0.452629               0.903051                0
6665.00            30.469000            -0.070728               0.894667                0
6666.53            30.333000            -0.197308               0.891182                0
6668.07            31.293500             0.772556               0.901508                0
6669.60            30.658600             0.146212               0.881548                0
6671.14            30.387600            -0.116350               0.861068                0
6672.68            31.541200             1.045486               0.874282                0
6674.21            31.052500             0.556786               0.873948                0
6675.75            32.426800             1.939354               0.913961                0
6677.29            30.319100            -0.160046               0.897675                0
6678.82            31.522300             1.043255               0.881685                0
6680.36            31.068600             0.586969               0.862855                0
6681.90            31.015600             0.541178               0.874268                0
6683.44            30.428400            -0.046022               0.871075                0
6684.98            30.663400             0.190126               0.857203                0
6686.52            30.746200             0.281773               0.851559                0
6688.06            29.489300            -0.966268               0.842783                0
6689.60            29.935200            -0.519323               0.854305                0
6691.14            29.903400            -0.542036               0.848146                0
6692.68            30.508100             0.062664               0.848953                0
6694.22            29.714900            -0.721310               0.843139                0
6695.76            31.038000             0.603695               0.856577                0
6697.30            31.925300             1.501099               0.866589                0
6698.85            30.293200            -0.120747               0.858611                0
6700.39            30.458100             0.054491               0.873341                0
6701.93            30.890700             0.498177               0.887703                0
6703.48            30.317400            -0.075123               0.865475                0
6705.02            30.643100             0.256088               0.849363                0
6706.56            28.984400            -1.391584               0.831939                0
6708.11            29.846800            -0.529184               0.842810                0
6709.65            31.228500             0.861025               0.857090                0
6711.20            29.877000            -0.479425               0.836327                0
6712.74            31.382800             1.032341               0.863154                0
6714.29            31.994000             1.643541               0.874031                0
6715.83            30.853400             0.495771               0.852908                0
6717.38            30.862900             0.505442               0.848088                0
6718.93            31.003600             0.656138               0.849023                0
6720.48            30.174400            -0.162975               0.834827                0
6722.02            29.522500            -0.817587               0.832296                0
6723.57            30.462400             0.132278               0.843022                0
6725.12            29.865200            -0.454521               0.843544                0
6726.67            30.041500            -0.267874               0.841192                0
6728.22            30.352200             0.043636               0.840212                0
6729.77            31.038500             0.740686               0.848403                0
6731.32            30.161000            -0.125736               0.844687                0
6732.87            30.216700            -0.058962               0.845834                0
6734.42            30.958300             0.682638               0.849621                0
6735.97            30.925500             0.651129               0.848928                0
6737.52            30.006500            -0.267872               0.853607                0
6739.07            30.008300            -0.266071               0.870029                0
6740.62            31.411800             1.143671               0.877585                0
6742.17            30.768200             0.500071               0.851899                0
6743.73            29.367000            -0.901129               0.831867                0
6745.28            30.212600            -0.044811               0.839196                0
6746.83            30.566000             0.319275               0.846076                0
6748.39            30.801300             0.564995               0.858070        1073742000
6749.94            30.442100             0.214598               0.855583        1073742000
6751.50            30.972500             0.755514               0.857912        1073742000
6753.05            42.864900            12.658510               1.039370        1073742000
6754.61            56.049600            25.853620               1.235938        1073742000
6756.16            59.377100            29.192250               1.272340        1073742000
6757.72            42.103700            11.930000               1.012670        1073742000
6759.27            31.652000             1.489075               0.867420        1073742000
6760.83            29.729500            -0.433426               0.837990        1073742000
6762.39            28.384300            -1.778625               0.827082        1073742000
6763.94            29.374500            -0.788425               0.838724        1073742000
6765.50            29.444100            -0.718826               0.847008        1073742000
6767.06            35.584600             5.421673               0.939027        1073742000
6768.62            49.515800            19.352870               1.109664        1073742000
6770.18            52.780400            22.625200               1.160692        1073742000
6771.74            42.288300            12.133850               1.019417        1073742000
6773.30            32.946400             2.802250               0.897498        1073742000
6774.85            29.250100            -0.884766               0.841299        1073742000
6776.42            29.192800            -0.932449               0.832669                0
6777.98            29.401800            -0.713779               0.838659                0
6779.54            30.059600            -0.045931               0.846410                0
6781.10            31.116300             1.020948               0.865845                0
6782.66            28.845400            -1.239609               0.845580                0
6784.22            28.693100            -1.381519               0.843211                0
6785.78            29.537000            -0.532421               0.846146                0
6787.35            29.714700            -0.344246               0.843913                0
6788.91            29.313000            -0.735249               0.850893                0
6790.47            28.307400            -1.740849               0.839734                0
6792.04            27.153100            -2.884102               0.810670                0
6793.60            30.056000             0.030184               0.852406                0
6795.16            29.991300            -0.023085               0.849194                0
6796.73            30.598800             0.590473               0.874773                0
6798.29            29.340900            -0.656775               0.875209                0
6799.86            30.464500             0.478016               0.898037                0
6801.43            30.990300             1.003815               0.897748                0
6802.99            31.988000             2.012501               0.902723                0
6804.56            30.545600             0.577599               0.874880                0
6806.13            30.071600             0.098417               0.859686                0
6807.69            28.764600            -1.213842               0.834078                0
6809.26            29.158300            -0.820461               0.836081                0
6810.83            30.144200             0.162256               0.845659                0
6812.40            30.693800             0.706291               0.853262                0
6813.97            29.486200            -0.502706               0.840790                0
6815.54            29.742500            -0.240925               0.836953                0
6817.11            29.338800            -0.639864               0.838011                0
6818.68            29.894800            -0.078587               0.850985                0
6820.25            29.747700            -0.230965               0.862309                0
