8.348147852517352474e-01 -3.587129573659868509e-01 -2.084309946852418438e-01 -6.734424849282039105e-02 -1.786106620625846908e-01 -6.865361194211940798e-01
-7.185190213783092528e-01 2.172344647120905137e-01 -8.157529780637216010e-01 -7.049934981712944193e-01 -4.531910625059660802e-01 -4.890065916416483915e-01
-3.251633233557049696e-01 1.719047295843105783e-01 -6.692190536183284522e-01 -6.847637861787594371e-01 -5.186341409248929057e-01 -7.958789932777647902e-01
-9.131716859427871924e-01 -7.446893000892185199e-02 -7.354829081857356954e-01 -7.643338867964242223e-01 -2.290763735873906359e-01 2.674838389455249654e-01
8.886308079249035652e-01 -8.214828292185616387e-01 5.619537361345949833e-01 2.987085378072334985e-01 4.655182430240925040e-01 -8.393425581506797073e-02
-8.362480504136853288e-01 -1.093904253199968757e-01 -3.975317183719579983e-01 -7.257068428981661157e-01 -2.813731202836540213e-01 3.458118432000868436e-01
-8.717560921112137429e-01 6.326147563211825808e-02 -7.865747196938774888e-01 -7.233787171491838919e-01 -3.220361172253922710e-01 -4.576991708405087067e-03
8.842944429407955109e-01 -7.112825329790730677e-01 2.751848604418665190e-01 -2.348201946574153265e-01 5.947114404719675562e-01 -4.845195789568532696e-01
-8.014922516869911195e-01 -3.712610789627679431e-02 -1.565487063879951180e-01 -7.591000527255353791e-01 -2.402243412030635739e-01 3.272038021891380266e-01
-7.439591431845302694e-01 1.731979429945060822e-01 1.693138508704579159e-01 -6.967353446221897784e-01 -1.069515941315308805e-01 2.364929052210099636e-01
-8.612562166513753059e-01 6.422279435853448515e-01 1.261325346050939933e-01 -5.874071870570329867e-01 5.584870676989120986e-01 7.414416724071143383e-01
1.104536744849629049e-01 -7.726398291226137527e-01 3.025437375425967801e-01 -7.921046748473745680e-01 5.142148101279566674e-01 7.706520239420397989e-01
-9.322575341530585646e-01 5.558166549571594839e-01 7.345437185808034730e-02 -6.543784275536967954e-01 3.492688447605801771e-01 6.811138223550753379e-01
7.873586063619566477e-01 -1.328559652268561653e-01 4.458353290392883528e-01 -6.312566267615538074e-02 4.213639120080272527e-01 1.499692099548505242e-01
7.781363871079536310e-01 -2.284230765654993167e-01 3.742552413826542024e-01 -4.554756655498979345e-01 7.102388870933340481e-01 2.079495801321969983e-01
-9.157627982591731719e-01 6.024641372602741463e-01 9.237798562872800989e-02 -6.857868854666069325e-01 3.872889699930115448e-01 5.958779469135226936e-01
-8.581153252162658784e-01 2.229082245979978616e-01 3.149486069002501720e-01 -6.370488268578748947e-01 3.317943028095271529e-02 8.502616281618167182e-01
-4.427942503970649923e-02 -6.944078896230772013e-01 4.199542579711196266e-01 -8.167498073815726567e-01 4.366664560086418456e-01 7.916249724967419077e-01
-9.306214924606468486e-01 4.824823576425215643e-01 1.467405975267136453e-01 -6.648887645142713687e-01 2.761402058682701499e-01 7.088666321811538662e-01
8.094606087462399291e-01 -1.976018163575070652e-01 4.978632282138598653e-01 -1.757265765106248434e-01 5.672102324876034940e-01 2.059210135982476597e-01
-5.991878550436515738e-01 -2.955105376786415494e-01 5.607816710869989452e-01 -7.413609749817162697e-01 5.586770016090736313e-02 7.475669533389339705e-01
-8.684086707477780553e-01 2.315106474387396140e-01 2.627812774519988626e-01 -7.270180223508935224e-01 1.124342351273810436e-01 8.689970341279468213e-01
-3.080550344414805242e-01 -5.897264342997179387e-01 5.198597453089890408e-01 -8.071358829456976025e-01 3.050742842762976803e-01 7.702423865675864789e-01
