-2.334161307743154445e-02 -9.726754502701706606e-02 -5.066601950787774644e-01 3.632440409857286001e-01 -8.275242400886153593e-01 -5.120693335128791990e-01 3.930300063772036445e-01 -4.320337023400124821e-01 -7.512490503665014696e-01
6.763471200334288946e-01 -4.235816616476777430e-01 -4.887914719599237845e-01 7.026200989286325305e-01 3.728412275493520056e-01 4.491219774544643606e-01 -1.273514024934458977e-01 3.682608696243298008e-01 4.404016968285503486e-01
7.949943975696110998e-01 -4.106822123994009477e-01 -4.733316839770744799e-01 7.033191213056404489e-01 -1.460776756637338636e-01 4.839665974078782851e-01 1.870999507278920948e-01 1.233932097209337053e-01 -3.147659759261975942e-01
3.559810236477698453e-01 -2.963020069373358822e-01 -5.977793146575385297e-01 6.376794610104166150e-01 6.331053591404434133e-01 4.964385875418534377e-01 -5.455456267838181272e-01 -2.585411385722302668e-02 5.145168430769896384e-01
-6.393533057845384171e-01 6.389174710915874744e-01 -6.148086289581713437e-01 6.870521408173313471e-02 -8.384949904510585750e-01 -4.417988369196201859e-01 5.798459754005258482e-01 -3.438081036170459459e-01 2.876574853112831009e-01
2.402238339979212434e-01 -3.364163749070505638e-01 -4.285105595242093557e-01 5.213177813993892240e-01 5.919251153346083427e-01 5.514934659533434758e-01 -6.083932697839224968e-01 -2.656081919610797648e-01 2.780458055365773173e-01
4.797950066897194166e-01 -3.648204373662895517e-01 -5.503593100207266886e-01 6.493528072315035704e-01 5.504107484674628514e-01 4.542226324267059079e-01 -3.759666658065827782e-01 1.779406987133531626e-01 5.764714383624891525e-01
-5.012435621500170857e-01 2.223367017085615682e-01 -6.147852905813462332e-01 -1.696024486377702978e-01 -8.087393125511475045e-01 -7.566552579469736362e-01 5.928461280551542423e-01 -5.705615887693056276e-01 -1.953991982365004265e-01
1.037644151663119629e-01 -4.303651156074213002e-01 -2.265371622722622824e-01 4.108307941669050445e-01 6.091061285391314861e-01 5.328904248721122450e-01 -6.320963084687636346e-01 -2.596935731528513536e-01 1.251487673559714686e-02
-5.346638573872852795e-02 -3.923538271638951080e-01 8.762648240940629218e-02 2.379995480470810110e-01 5.954447018442159401e-01 4.977978908849565176e-01 -5.317347108849641568e-01 -4.157728424276663226e-02 -1.363985183853511085e-01
1.113990936422156741e-01 6.332607380968926503e-01 -8.967242575298550733e-02 9.787822946059665519e-02 9.082562165042911140e-01 3.713357529767841170e-01 -6.940571300082587491e-02 3.798945418873621582e-01 5.764004619597797863e-01
-8.988233123536177871e-01 -3.561917898788904413e-01 -7.858001672289793849e-01 -2.359640215552218923e-01 4.934512627969740439e-01 5.092635920027317464e-01 -2.232686409039339459e-01 3.313946106134104674e-01 3.451129941317908623e-01
1.519239957349184378e-01 4.867819966595656744e-01 -6.652743230164714916e-02 1.592735242135168150e-01 8.803451125671128974e-01 5.385636176754036164e-01 -2.074993747472146932e-01 2.957290654909762173e-01 5.439543267870418086e-01
-4.831388850913058697e-01 5.658202004387424822e-02 -1.115198639923837831e-01 4.312081115104630102e-01 -7.018813955427356532e-01 -4.694940714511550706e-01 6.496969578002986800e-01 -1.747733180825785659e-01 3.846652663084856316e-01
-4.374656796521330104e-01 -7.664158330439252431e-02 -1.492877392183611374e-01 9.995131317291827688e-02 -7.487326778812157801e-01 -7.530491097605229722e-01 6.417599050710913744e-01 -5.228802696586054566e-01 6.245615580072968465e-01
1.656073790784585720e-01 4.403469723463178109e-01 -3.175324972283655178e-02 2.065703213919689585e-01 8.701672875388022366e-01 5.251583977179583584e-01 -1.381698042312473618e-01 3.828710314378013235e-01 5.242726754577300419e-01
-2.116959680055592319e-01 5.031920714694912977e-01 -1.746926942234450220e-01 -1.037939650204753317e-01 8.925575807718565402e-01 5.361511139321717412e-01 -4.251571873822590497e-01 -6.051301795003283246e-02 2.897707383314758189e-01
-9.136915137266401477e-01 -3.754530102307775952e-01 -7.335256056960297588e-01 -3.996271449590411695e-01 5.597620663143287878e-01 4.450962467138662726e-01 -1.745206567944752596e-01 3.412260687148056526e-01 2.160468582049991371e-01
4.885479398018022223e-02 4.377238122444476742e-01 -1.431387069295395609e-01 1.118987755281711793e-01 8.933256923363572799e-01 5.547174288469993719e-01 -2.794809298299478773e-01 2.665395121371946230e-01 4.803534234426538596e-01
